COUNTRY,MAP COORDINATES,NAME,WEB PAGE,EMAIL,EMAIL 2,EMAIL 3,EMAIL 4,EMAIL 5,EMAIL 6,EMAIL 7,EMAIL 8,EMAIL 9,EMAIL 10,EMAIL 11,EMAIL 12,EMAIL 13,EMAIL 14,EMAIL 15
US +1,,Dobies and Little Paws Rescue,http://www.dobiesandlittlepawsrescue.org/,dobierescue@earthlink.net,,,,,,,,,,,,,,
US +1,,CMSR - California Miniature Schnauzer Rescue,http://www.schnauzers.us/,schnauzer@dslextreme.com,cmsr@johnehoffman.us,,,,,,,,,,,,,
US +1,"33.63011094225726, -117.7042707817196",The Pet Adoption Center of Orange County,https://adoptocpets.org/,info@adoptocpets.org,,,,,,,,,,,,,,
US +1,"39.42592070221632, -123.76860899665007",Mendocino Coast Humane Society,https://mendocinohumane.org/,director@mendocinohumane.org,,,,,,,,,,,,,,
US +1,"40.563596164903714, -124.15288376697244",Miranda's Rescue For Large & Small Animals,http://mirandasrescue.org/,info@mirandasrescue.org,,,,,,,,,,,,,,
US +1,"33.70438414809581, -117.93312608893801",OCSP Cat Rescue,https://www.ocspcatrescue.org/,ocsp.adoptions@gmail.com,,,,,,,,,,,,,,
US +1,"36.700127848527025, -119.76331843912249",Animal Compassion Team of California (ACT),https://www.animalcompassionteam.org/,info@animalcompassionteam.com,,,,,,,,,,,,,,
US +1,"36.787044949687235, -119.74778311573439",Animal Rescue of Fresno,https://arf-fresno.com/,volunteer@arf-fresno.com,,,,,,,,,,,,,,
US +1,,Feral Paws Rescue Group,https://www.fprg.org/,feralpawrescuegroup@gmail.com,info@feralpawsrescuegroup.org,,,,,,,,,,,,,
US +1,,For the Sake of Dogs,http://forthesakeofdogs.org/,forthesakeofdogs02@gmail.com,,,,,,,,,,,,,,
US +1,"36.75103035723907, -119.57804189084216",Fresno Bully Rescue,https://fresnobullyrescue.org/,info@fresnobullyrescue.org,,,,,,,,,,,,,,
US +1,"36.74038176488657, -119.82766628437344",Fresno Humane Animal Services,https://www.fresnohumane.org/,info@fresnohumane.org,,,,,,,,,,,,,,
US +1,"36.78312894108138, -119.71444485711544",Fresno Humane Animal Services 2,https://www.fresnohumane.org/,,,,,,,,,,,,,,,
US +1,"36.789219189493956, -119.74726805510855",Valley Animal Center,https://valleyanimal.org/,info@valleyanimal.org,,,,,,,,,,,,,,
US +1,,Barks of Love,https://barksoflove.org/index.html,rescue@barksoflove.org,,,,,,,,,,,,,,
US +1,,Orange County Cavy Haven,http://www.cavyhaven.org/,cavyhaven_info@yahoo.com,,,,,,,,,,,,,,
US +1,,Save the Dals,http://savethedals.org/,info@savethedals.org,,,,,,,,,,,,,,
US +1,,South County Tail Waggers,https://www.sctailwaggers.org/,info@sctailwaggers.org,,,,,,,,,,,,,,
US +1,,D.E.L.T.A. Rescue,https://deltarescue.org/,info@deltarescue.org,,,,,,,,,,,,,,
US +1,"34.14600703192709, -118.27063859704757",Glendale Humane Society,https://www.glendalehumane.org/,info@glendalehumane.org,,,,,,,,,,,,,,
US +1,,NorCal Poodle Rescue,https://www.norcalpoodlerescueadoption.com/,norcalpoodlerescueinc@gmail.com,,,,,,,,,,,,,,
US +1,"39.17407318886556, -121.11121189065544",Sammie's Friends,https://www.sammiesfriends.org/,info@sammiesfriends.org,,,,,,,,,,,,,,
US +1,"38.60677352550871, -122.88208776182302",Humane Society of Sonoma County,https://humanesocietysoco.org/,info@humanesocietysoco.org,kstewart@humanesocietysoco.org,,,,,,,,,,,,,
US +1,"38.41283543914009, -122.79616828464277",Humane Society of Sonoma County 2,https://humanesocietysoco.org/,,,,,,,,,,,,,,,
US +1,"33.914736885610466, -116.854462165505",ARE Animal Rescue,https://www.arerescue.org/,info@arerescue.org,,,,,,,,,,,,,,
US +1,"33.74720391590451, -116.97150642354478",ARE Animal Rescue 2,https://www.arerescue.org/,info@arerescue.org,,,,,,,,,,,,,,
US +1,"33.86644203781194, -118.39296328187416",Peter Zippi Memorial Fund Inc,https://www.peterzippifund.org/,contact@peterzippifund.org,,,,,,,,,,,,,,
US +1,"36.86287560096788, -121.44835246947243",Pet Friends and Rescue,https://petfriends.org/,office@petfriends.org,,,,,,,,,,,,,,
US +1,"33.648495126298066, -117.97930412242295",OC Humane Society,https://www.ochumanesociety.com/,OChumane@yahoo.com,,,,,,,,,,,,,,
US +1,,Animal Lives Matter Inc.,https://animallivesmatterinc.org/,ALMsaveslives@gmail.com,,,,,,,,,,,,,,
US +1,"33.95644903153411, -118.3762821377905","The Lovejoy Foundation, Inc.",http://lovejoyfoundation.org/,Records@lovejoyfoundation.org,,,,,,,,,,,,,,
US +1,"33.620889102181835, -117.7030185727644",Coastal German Shepherd Rescue of Southern California,https://coastalgsr.org/,admin@coastalgsr.org,,,,,,,,,,,,,,
US +1,,Opossum Society of the United States,https://opossumsocietyus.org/,OSUS@OpossumSocietyUS.org,,,,,,,,,,,,,,
US +1,"38.36979479088485, -120.79511954923494",A-PAL Humane Society,https://www.pawspartners.org/apal.html,https://www.pawspartners.org/apal-contact.html,,,,,,,,,,,,,,
US +1,"37.94569238776505, -120.4284028530146",Humane Society of Tuolumne County,https://www.hsotc.org/,adoption@hsotc.org,,,,,,,,,,,,,,
US +1,,Rescuing Cujo,https://www.rescuingcujo.com/,Rescuingcujo@gmail.com,,,,,,,,,,,,,,
US +1,"34.16940429396401, -116.24322294585735",Morongo Basin Humane Society,https://www.mbhumanesociety.com/,morongobasinhumanesociety@gmail.com,,,,,,,,,,,,,,
US +1,"33.97105762197457, -117.46973395806296",Room 8 Memorial Cat Foundation,https://www.room8cats.org/,room8cats@gmail.com,,,,,,,,,,,,,,
US +1,,Pawsitive Connections,https://www.pawsitiveconnections.org/,info@pawsitiveconnections.org,,,,,,,,,,,,,,
US +1,"32.842252646332014, -117.27282851126604",The Cat Lounge Rescue and Adoption Center,https://thecatlounge.org/,Info@thecatlounge.org,,,,,,,,,,,,,,
US +1,"33.573339605766044, -117.76270481010994",Laguna Beach Animal Shelter,https://puplagunabeach.org/,puplagunabeachinfo@gmail.com,,,,,,,,,,,,,,
US +1,"33.5659311075795, -117.76346288621636",The Blue Bell Foundation for Cats,http://www.bluebellcats.org/,info@bluebellcats.org,,,,,,,,,,,,,,
US +1,"34.75777213686677, -118.5268758983363",Paw Parent Animal Sanctuary,https://www.pawparent.org/,pawparent@gmail.com,,,,,,,,,,,,,,
US +1,,Hooks Home Bound Rescue,https://www.hhbrescue.com/,Hooks@hhbrescue.com,,,,,,,,,,,,,,
US +1,"37.8446926545969, -121.28379762204138",Pets & Pals Animal Shelter,https://www.petsnpals.org/,info@mydomain.com,,,,,,,,,,,,,,
US +1,"34.823594967150306, -118.88209553622686",Shelter on the Hill: A Humane Society,http://shelteronthehill.org/,animalcarecenter@shelteronthehill.org,info@shelteronthehill.org,,,,,,,,,,,,,
US +1,"34.82232914053031, -118.94482957810717",Shelter on the Hill: A Humane Society 2,http://shelteronthehill.org/,,,,,,,,,,,,,,,
US +1,"36.32434384799158, -119.67144586134009",Kings SPCA,https://kingsspca.org/,info@kingsspca.org,,,,,,,,,,,,,,
US +1,"36.2985684984841, -119.76320535830331",Valley Animal Haven,https://www.valleyanimalhaven.org/,valleyanimalhaven@gmail.com,,,,,,,,,,,,,,
US +1,"38.904192810058106, -121.2409253046887",FieldHaven Feline Center,https://fieldhaven.com/,info@fieldhaven.com,,,,,,,,,,,,,,
US +1,"34.52806569536568, -117.99043879460275",Hooves & Paws Animal Rescue,https://www.hoovesandpaws.org/,info@hoovesandpaws.org,,,,,,,,,,,,,,
US +1,"37.840854455607165, -121.82436614881952","Romania Animal Rescue, Inc (Livermore)",https://www.romaniaanimalrescue.org/,nancy@romaniaanimalrescue.org,,,,,,,,,,,,,,
US +1,,Tails of Gray,http://www.tailsofgray.org/,info@tailsofgray.org,,,,,,,,,,,,,,
US +1,"38.121932660563274, -121.26073227796718",Animal Friends Connection Humane Society,https://animalfriendsconnect.org/,office@animalfriendsconnect.org,,,,,,,,,,,,,,
US +1,,"Hoofs, Paws and Claws Haven",https://hpchaven.wixsite.com/hpch,hoofspawsandclawshaven@gmail.com,,,,,,,,,,,,,,
US +1,"38.13238187131987, -121.37721205780913",PALS Haven,https://www.palshaven.org/,pals.lodi@yahoo.com,,,,,,,,,,,,,,
US +1,"34.942836656877645, -118.24656355758862",Save-a-Life Magic Cat Ranc,http://www.save-a-life.org/,info@save-a-life.org,,,,,,,,,,,,,,
US +1,,Jellicle Cats Rescue Foundation,https://www.jelliclecatsrescuefoundation.com/,jelliclecatsrescuefoundation@gmail.com,,,,,,,,,,,,,,
US +1,"33.829258003481, -118.08401382601384",The Cat Cove,https://www.thecatcove.com/,catcoverescue@gmail.com,,,,,,,,,,,,,,
US +1,"33.82929547109655, -118.14408391846155",The Cat Cove 2,https://www.thecatcove.com/,,,,,,,,,,,,,,,
US +1,,ZAZZY CATS KITTY RESCUE,https://www.zazzycats.org/,zazzycatsrescue@live.com,,,,,,,,,,,,,,
US +1,,Black Cat Holistic Rescue,https://www.blackcatholisticrescue.org/,blackcatholisticrescue@gmail.com,,,,,,,,,,,,,,
US +1,,Bullys Rescued and Valued Equally - B.R.A.V.E. Rescue,https://braverescue101.wixsite.com/brave/about-brave,braverescue101@gmail.com,,,,,,,,,,,,,,
US +1,"34.09786203136942, -118.28728061361554",Bunny World Foundation,http://www.bunnyworldfoundation.org/,info@bunnyworldfoundation.org,,,,,,,,,,,,,,
US +1,,CatCafe Lounge,https://www.catcafelounge.com/,info@catcafelounge.com,,,,,,,,,,,,,,
US +1,,Eastwood Ranch Foundation,https://eastwoodranch.org/,Adoption@eastwoodranch.org,,,,,,,,,,,,,,
US +1,"34.21007575924016, -118.36328209387986",FixNation,https://fixnation.org/,info@fixnation.org,,,,,,,,,,,,,,
US +1,"34.02198642167161, -118.27307384860988",FUR BABY RESCUE,https://www.furbabyrescue.org/,FurBabyManager@gmail.com,,,,,,,,,,,,,,
US +1,"34.120258927283814, -118.2564520595288",Kitten Rescue,https://kittenrescue.org/,mail@kittenrescue.org,,,,,,,,,,,,,,
US +1,,Kitty Bungalow Charm School for Wayward Cats,https://www.kittybungalow.org/,Communications@kittybungalow.org,meow@kittybungalow.org,,,,,,,,,,,,,
US +1,"34.058764918816365, -118.41901429845713",L.A. Love & Leashes,https://www.laloveandleashes.com/,hello@laloveandleashes.com,,,,,,,,,,,,,,
US +1,,Michelson Found Animals Foundation,https://www.foundanimals.org/,marketing@foundanimals.org,,,,,,,,,,,,,,
US +1,"34.044651400500776, -118.44265571903313",NKLA Pet Adoption Center,https://bestfriends.org/nkla,bestfriendsla@bestfriends.org,,,,,,,,,,,,,,
US +1,"34.12399314947831, -118.26816221616444",Santé D’Or Foundation,http://www.santedor.org/,info.santedor@gmail.com,,,,,,,,,,,,,,
US +1,,Stray Cat Alliance,https://straycatalliance.org/,development@straycatalliance.org,,,,,,,,,,,,,,
US +1,,Tails of the City Animal Rescue,https://www.tailsofthecityrescue.org/,tailsofthecityrescue@gmail.com,,,,,,,,,,,,,,
US +1,,The Cat's Meow Animal Rescue,https://thecatsmeowanimalrescue.org/,info@thecatsmeowanimalrescue.org,,,,,,,,,,,,,,
US +1,"34.0721641957439, -118.36709375999534",VANDERPUMP DOG FOUNDATION,https://www.vanderpumpdogs.org/,INFO@VANDERPUMPDOGS.ORG,,,,,,,,,,,,,,
US +1,"34.034539814906836, -118.44504282847946",Wags and Walks,https://www.wagsandwalks.org/,info@wagsandwalks.org,,,,,,,,,,,,,,
US +1,"34.03936704849377, -118.41252449724338",Westside German Shepherd Rescue of Los Angeles,https://www.sheprescue.org/,info@sheprescue.org,,,,,,,,,,,,,,
US +1,"33.889980436318005, -118.3962526827171",Noah's Bark Inc,https://noahs-bark.org/,https://noahs-bark.org/contact,,,,,,,,,,,,,,
US +1,"34.002635000683014, -118.43158246391722",Forte Animal Rescue,http://farescue.org/,info@FARescue.org,,,,,,,,,,,,,,
US +1,"33.9804090712222, -118.43769426520785",Forte Animal Rescue 2,http://farescue.org/,,,,,,,,,,,,,,,
US +1,"33.743247723999126, -117.98720863218944",Animal Assistance League of Orange County (Midway City),https://www.aaloc.org/,aaloc@aaloc.org,,,,,,,,,,,,,,
US +1,,SaveABunny,https://saveabunny.org/,info@saveabunny.org,,,,,,,,,,,,,,
US +1,"37.14103096522253, -112.54319995520804",Best Friends Animal Society,https://bestfriends.org/sanctuary/plan-your-visit/book-tours-and-activities/information-and-admission-policies,info@bestfriends.org,,,,,,,,,,,,,,
US +1,,New Beginnings for Animals,https://greatpets.org/,info@greatpets.org,,,,,,,,,,,,,,
US +1,"37.650433695763056, -121.0295413941956",Pupz N Palz Rescue,https://www.facebook.com/Pupznpalzrescue/,info@pupznpalz.org,,,,,,,,,,,,,,
US +1,,LIFELINE FOR PETS,https://www.lifelineforpets.org/,info@lifelineforpets.org,,,,,,,,,,,,,,
US +1,,Bubbas Hug A Pug Rescue & Friends,https://www.bubbashugapugrescue.org/,info@bubbashugapugrescue.org,,,,,,,,,,,,,,
US +1,"37.123017453478504, -121.64518518109792",Town Cats,https://www.towncats.org/,info@towncats.org,,,,,,,,,,,,,,
US +1,"33.70215113380062, -116.71230982978713",Living Free Animal Sanctuary,https://living-free.org/,info@living-free.org,,,,,,,,,,,,,,
US +1,"1199 Cuttings Wharf Road Napa, California, Stati Uniti d'America 94559",Jameson Animal Rescue Ranch,https://www.jamesonanimalrescueranch.org/,helpinganimals@jamesonhumane.org,,,,,,,,,,,,,,
US +1,,New Leash On Life,https://www.nlol.org/,info@nlol.org,,,,,,,,,,,,,,
US +1,"33.661630335955756, -117.88378937897839","Dalmatian Rescue of Southern California, Inc",http://www.dalrescuesocal.com/,dalrescue@sbcglobal.net,,,,,,,,,,,,,,
US +1,"33.66132128323796, -117.8834555331112",HOME FREE ANIMAL RESCUE & SANCTUARY,https://homefreerescue.org/,vickie@homefreerescue.wpengine.com,kathy@homefreerescue.wpengine.com,,,,,,,,,,,,,
US +1,"33.62896055659921, -117.95299404203091",National Cat Protection Society,https://www.natcat.org/,newport@natcat.org,,,,,,,,,,,,,,
US +1,,Animals In Need Fund,https://www.ainfund.org/,ainfund2@gmail.com,,,,,,,,,,,,,,
US +1,,Heaven on Earth,https://heavenlypets.org/,info@heavenlypets.org,,,,,,,,,,,,,,
US +1,,Jake's Place,http://www.jakesplacecatrescue.org/,adoptions@jakesplacecatrescue.org,,,,,,,,,,,,,,
US +1,"37.769320887513075, -120.84482582809247",ASTRO Foundation,https://www.astrofoundation.org/,info@astrofoundation.org,,,,,,,,,,,,,,
US +1,"37.381643211323535, -119.73008837331521",EMCSPCA Animal Care and Adoption Center,https://www.emcspca.org/,catsmeow@sti.net,,,,,,,,,,,,,,
US +1,"37.74561506586947, -122.19338334744374",East Bay SPCA,https://eastbayspca.org/,marketing@eastbayspca.org,,,,,,,,,,,,,,
US +1,,CAT TOWN,https://mainecoonadoptions.com/,info@cattownoakland.org,,,,,,,,,,,,,,
US +1,"38.01707735660068, -121.81538180479622",Furry Friends Pet Relief,https://www.furryfriendspetrelief.com/,FurryFriendsPetRelief@gmail.com,,,,,,,,,,,,,,
US +1,"33.21614557645138, -117.34527766806485",Last Chance at Life,https://lastchanceatlife.org/,Info@LastChanceAtLife.org,,,,,,,,,,,,,,
US +1,"34.44458285409439, -119.2368181246993",Humane Society of Ventura County,https://www.hsvc.org/,animals@hsvc.org,,,,,,,,,,,,,,
US +1,"34.0551987747355, -117.73663883558335",The West End Shelter for Animals,https://westendshelter.com/index.html,WestEndShelter@netzero.net,,,,,,,,,,,,,,
US +1,"38.63429610626381, -121.50600452353262",Cats About Town Society,http://catsabouttown.org/category/featured/,andrea@catsabouttown.org,,,,,,,,,,,,,,
US +1,"36.621468845149366, -121.9160879234979",Animal Friends Rescue Project,https://www.animalfriendsrescue.org/,info@animalfriendsrescue.org,,,,,,,,,,,,,,
US +1,"36.61640341330154, -121.91960093843416",Peace of Mind Dog Rescue (POMDR),https://www.peaceofminddogrescue.org/index.php,info@peaceofminddogrescue.org,,,,,,,,,,,,,,
US +1,"33.79854507192642, -116.37945011017166",California Paws Rescue,https://californiapawsrescue.org/,info@californiapawsrescue.org,,,,,,,,,,,,,,
US +1,"33.807951246845036, -116.49685277183855",Friends of the Palm Springs Animal Shelter,https://psanimalshelter.org/,info@psanimalshelter.org,,,,,,,,,,,,,,
US +1,"33.91839219790412, -116.48272622162894",KITTYLAND CAT AND KITTEN RESCUE,https://www.kittylandrescue.org/,info@kittylandrescue.org,,,,,,,,,,,,,,
US +1,,Fetching Companions (Palos Verdes),http://www.fetchingcompanions.org/,info@fetchingcompanions.org,,,,,,,,,,,,,,
US +1,"39.73680201433596, -121.61055193454466",PASH - Paradise Animal Shelter Helpers,https://www.pashcares.org/,,,,,,,,,,,,,,,
US +1,"36.61052337181821, -119.52846731265521",Bambi's Army,https://bambis.org/,https://bambis.org/contacts/,,,,,,,,,,,,,,
US +1,,GreySave,https://www.greysave.org/,info@greysave.org,,,,,,,,,,,,,,
US +1,,Big Dog Rescue,https://www.homelesshounds.us/,info@homelesshounds.us,,,,,,,,,,,,,,
US +1,"38.23389891502656, -122.62504550070649",North Bay Animal Services,https://northbayanimalservices.org/,Info@northbayanimalservices.org,,,,,,,,,,,,,,
US +1,,North Bay Canine Rescue & Placement,https://northbaycanine.org/,lucindainf@gmail.com,,,,,,,,,,,,,,
US +1,,"Save a Small Dog Rescue, Inc.",https://www.saveasmalldogrescue.org/,saveasmalldogrescue@gmail.com,,,,,,,,,,,,,,
US +1,,K9 Paw Print Rescue,https://www.k9pawprintrescue.org/,k9pawprintrescue@gmail.com,,,,,,,,,,,,,,
US +1,"33.98146851718295, -118.403349863895",Wallis Annenberg PetSpace,https://annenbergpetspace.org/,info@annenbergpetspace.org,,,,,,,,,,,,,,
US +1,"37.71328800881237, -121.87913465660664",East County Animal Shelter,https://www.tvar.org/,contact@tvar.org,,,,,,,,,,,,,,
US +1,"37.66607806615318, -121.86084000618068",Valley Humane Society,https://valleyhumane.org/,info@valleyhumane.org,,,,,,,,,,,,,,
US +1,,Cats in Need - Southern California,https://catsinneed.com/,catsinneed@yahoo.com,,,,,,,,,,,,,,
US +1,"39.80367622502226, -120.50620415171097",High Sierra Animal Rescue (HSAR),https://www.highsierraanimalrescue.org/,info@highsierraanimalrescue.org,,,,,,,,,,,,,,
US +1,,"Rescue and Rehome, Inc.",https://www.facebook.com/rescueqv/,rescuenrehome@gmail.com,,,,,,,,,,,,,,
US +1,,H.E.L.P. (a Home for Every Living Pet),https://www.homeforeverylivingpet.org/,helppets12@gmail.com,,,,,,,,,,,,,,
US +1,"32.996961116731754, -117.19509621381295",Helen Woodward Animal Center,https://animalcenter.org/,info@animalcenter.org,,,,,,,,,,,,,,
US +1,"33.822498051470035, -117.52230746516796",I.C.A.R.E. Dog Rescue,https://www.icaredogrescue.org/,rescue@icaredogrescue.org,marketing@icaredogrescue.org,,,,,,,,,,,,,
US +1,,Mutts Transport Service (DBA) Tails of Rescue,https://tailsofrescue.org/,dogvolunteer@gmail.com,,,,,,,,,,,,,,
US +1,,The Redlands Humane Society,http://redlandshumane.org/,redlandshumane@yahoo.com,,,,,,,,,,,,,,
US +1,,A Cat’s Tale Rescue,https://acatstale.org/,contact@acatstale.org,,,,,,,,,,,,,,
US +1,,PURRfect Partners,https://purrfectpartners4cats.com/,cats@purrfectpartners4cats.com,,,,,,,,,,,,,,
US +1,,Rover Rescue,https://www.roverrescue.com/,https://www.roverrescue.com/page/contact/,,,,,,,,,,,,,,
US +1,,Humanimal Connection,http://humanimalconnection.com/,info@humanimalconnection.com,,,,,,,,,,,,,,
US +1,"37.486119000734, -122.19771996544979",Nine Lives Foundation,https://ninelivesfoundation.org/,contact@ninelivesfoundation.org,,,,,,,,,,,,,,
US +1,"37.481237379546826, -122.19902146131422",Pets In Need,https://www.petsinneed.org/,info@petsinneed.org,infopa@petsinneed.org,,,,,,,,,,,,,
US +1,"37.43789071387953, -122.10998338154056",Pets In Need 2,https://www.petsinneed.org/,,,,,,,,,,,,,,,
US +1,,Pound Puppy Rescue,http://poundpuppyrescue.org/,info@poundpuppyrescue.org,,,,,,,,,,,,,,
US +1,"37.490924554753896, -122.24114411782546","Whis-Purr Rescue, Inc.",https://whis-purr.org/,info@whis-purr.org,,,,,,,,,,,,,,
US +1,"39.26891371439457, -123.24253037378803",Humane Society for Inland Mendocino County,https://mendohumanesociety.com/,info@hsimc.org,,,,,,,,,,,,,,
US +1,"37.93290776732556, -122.34551435626115",House Rabbit Society,https://center.rabbit.org/,rabbit-center@rabbit.org,,,,,,,,,,,,,,
US +1,,Change of Heart Pit Bull Rescue,,cohpitbullrescue@yahoo.com,,,,,,,,,,,,,,
US +1,"33.953851650630966, -117.39468112294652",Foster Army Animal Rescue,https://www.fosterarmy.org/,info@fosterarmy.org,,,,,,,,,,,,,,
US +1,,PetEmber Animal Rescue,,petemberrescue@gmail.com,,,,,,,,,,,,,,
US +1,,Sunny Oasis Rescue,https://www.facebook.com/SunnyOasisDoxieRescue/,sunnyoasisrescue@sbcglobal.net,,,,,,,,,,,,,,
US +1,"33.96623649478386, -117.43699386732159",Mary S. Roberts Pet Adoption Center,https://www.petsadoption.com/,msrpac@petsadoption.org,,,,,,,,,,,,,,
US +1,"38.35434053875422, -122.71613939186858",Rohnert Park Animal Services,https://rpanimalshelter.org/,animal@rpcity.org,,,,,,,,,,,,,,
US +1,"33.77267866223435, -117.1580421480631","A Passion for Paws Rescue, Inc.",http://www.apassionforpaws.org/,apassionforpaws@gmail.com,,,,,,,,,,,,,,
US +1,"33.99508483796575, -117.88499835479483",Volunteers in Defense of Animals,https://www.vida4animals.org/,adoptions@vida4animals.org,,,,,,,,,,,,,,
US +1,"38.55662858256973, -121.43235479999836",Happy Tails Pet Sanctuary,https://www.happytails.org/,purrball@happytails.org,,,,,,,,,,,,,,
US +1,,SPCA Monterey County,https://www.spcamc.org/,info@spcamc.org,,,,,,,,,,,,,,
US +1,,Bay Area Alliance for Animals,http://www.bayareaa4a.org/,info@bayareaA4A.org,info@bayareaa4a.org,,,,,,,,,,,,,
US +1,,Homeless Cat Network,https://www.homelesscatnetwork.com/,info@homelesscatnetwork.com,,,,,,,,,,,,,,
US +1,,Feral Cat Coalition,https://www.feralcat.com/,feralcats@cox.net,,,,,,,,,,,,,,
US +1,,"Rescue House, Inc.",https://rescuehouse.org/,mail@rescuehouse.org,,,,,,,,,,,,,,
US +1,"32.81898576341559, -117.17861592119066","C.A.T.S, Cat AdopTion Service",http://www.sdcats.org/,help2012@sdcats.org,,,,,,,,,,,,,,
US +1,,Azaya Ranch Sanctuary,https://azayaranchsanctuary.org/,info@azayaranchsanctuary.org,,,,,,,,,,,,,,
US +1,,Family Dog Rescue,https://ilovefamilydog.org/,adopt@ilovefamilydog.org,,,,,,,,,,,,,,
US +1,"37.6674377777298, -122.46671007684343",Give Me Shelter Cat Rescue,https://www.givemesheltersf.org/,lana@givemesheltersf.org,info@givemesheltersf.org,,,,,,,,,,,,,
US +1,"37.76572066996533, -122.41230942672134",Muttville,https://muttville.org/,adoptions@muttville.org,,,,,,,,,,,,,,
US +1,"37.791308518177544, -122.43455885926109",San Francisco Society for the Prevention of Cruelty to Animals,https://www.sfspca.org/,publicinfo@sfspca.org,,,,,,,,,,,,,,
US +1,"37.73870412819628, -122.4686761849171",Purrchance Rescue,http://www.purrchancerescue.org/,purrchancerescue@gmail.com,,,,,,,,,,,,,,
US +1,,Rocket Dog Rescue,https://www.rocketdogrescue.org/,info@rocketdogrescue.org,,,,,,,,,,,,,,
US +1,"37.7663956971406, -122.4410166001195",Toni's Kitty Rescue,https://toniskittyrescue.org/,toniskittyrescue@hotmail.com,,,,,,,,,,,,,,
US +1,"37.76537575857033, -122.4183643094672",Wonder Dog Rescue,https://wonderdogrescue.org/,info@wonderdogrescue.org,,,,,,,,,,,,,,
US +1,"34.091989150227334, -118.08835806399581",San Gabriel Valley Humane Society,https://www.sgvhumane.org/,info@sgvhumane.org,,,,,,,,,,,,,,
US +1,,13th Street Cat Rescue,https://www.13thstcats.org/,info@13thstcats.org,,,,,,,,,,,,,,
US +1,,Nike Animal Rescue Foundation,https://narfrescue.org/,linda@narfrescue.org,,,,,,,,,,,,,,
US +1,,Tailchaser Rescue,https://tcrescue.com/,info@tcrescue.com,,,,,,,,,,,,,,
US +1,"33.483043459370876, -117.67005324907022",Doggie Bonez,https://www.doggiebonez.com/,doggiebonezrescue@gmail.com,,,,,,,,,,,,,,
US +1,"37.95932747312432, -122.32971941851285",Jelly's Place,https://www.jellysplace.org/,info@jellysplace.org,,,,,,,,,,,,,,
US +1,"38.0129016673492, -122.54125904076571",Jessica’s Haven,https://jessicashaven.com/,jhavenrescue@gmail.com,,,,,,,,,,,,,,
US +1,,San Francisco Samoyed Rescue (SFSR),https://www.sfsr.org/,rescue@sfsr.org,,,,,,,,,,,,,,
US +1,,Baja Rescue,https://bajadogrescue.org/,info@bajadogrescue.org,,,,,,,,,,,,,,
US +1,"34.43915990070991, -119.81400635748835",Animal Shelter Assistance Program,https://asapcats.org/,info@asapcats.org,,,,,,,,,,,,,,
US +1,"37.96728147487622, -120.43315621866772","Second Chance Cocker Rescue, Inc.",https://secondchancecockerrescue.org/,secondchancecockerrescueorg@gmail.com,elizabeth.mazzetti@gmail.com,,,,,,,,,,,,,
US +1,,Project Purr,http://www.projectpurr.org/,info@projectpurr.org,,,,,,,,,,,,,,
US +1,"34.948122308967754, -120.49396070459159",Santa Maria Valley Humane Society,https://sbhumane.org/,info@sbhumane.org,,,,,,,,,,,,,,
US +1,"34.27167443013789, -118.46598991915472",Paws For Life K9 Rescue,https://pawsforlifek9.org,info@pawsforlifek9.org,,,,,,,,,,,,,,
US +1,"34.017082574119335, -118.49002052477998",Philozoia,https://www.philozoia.org/,philozoiaanimals@gmail.com,philozoiaanimals@gmail.com,,,,,,,,,,,,,
US +1,,The Forgotten Dog Foundation,https://theforgottendog.org/,info@theforgottendog.org,,,,,,,,,,,,,,
US +1,,Voice For the Animals Foundation,https://www.vftafoundation.org/,info@vftafoundation.org,,,,,,,,,,,,,,
US +1,"34.35397984235022, -119.06670491331127",SPARC (Santa Paula Animal Rescue Center),https://santapaulaarc.org/,info@santapaulaarc.org,,,,,,,,,,,,,,
US +1,"38.3987701048677, -122.75281001072318",Compassion Without Borders,https://cwob.org/,info@cwob.org,,,,,,,,,,,,,,
US +1,"38.469587051346764, -122.746979798691",Forgotten Felines of Sonoma County,https://www.forgottenfelines.com/,info@forgottenfelines.com,,,,,,,,,,,,,,
US +1,"38.41135245623765, -122.79630724627842",Humane Society of Sonoma County,https://humanesocietysoco.org/,info@humanesocietysoco.org,,,,,,,,,,,,,,
US +1,"38.60678931653172, -122.88201913069615",Humane Society of Sonoma County 2,https://humanesocietysoco.org/,,,,,,,,,,,,,,,
US +1,,The Rabbit Haven,http://therabbithaven.org/,director@therabbithaven.org,,,,,,,,,,,,,,
US +1,"33.753751101436954, -118.09070968688694",Seal Beach Animal Care Center,https://www.sbacc.org/,contact@sbacc.org,,,,,,,,,,,,,,
US +1,"36.57582314020543, -119.62293808244156",Second Chance Animal Shelter,https://www.2ndchanceanimalshelter.org/,info@2ndChanceAnimalShelter.org,,,,,,,,,,,,,,
US +1,"41.32725349584227, -122.32228416179538",Siskiyou Humane Society,https://siskiyouhumane.org/,reception@siskiyouhumane.org,,,,,,,,,,,,,,
US +1,,Animal Hope and Wellness Foundation,https://www.animalhopeandwellness.org/,info@animalhopeandwellness.org,,,,,,,,,,,,,,
US +1,,"C.A.R.E., Cat/Canine Assistance, Referral & Education",https://www.care4pets.org/,mail@care4pets.org,,,,,,,,,,,,,,
