code,name,address,city,email,phone,website
ITA0540,Canile Rifugio Santa Lucia - Atri,"Contrada Santa Lucia, 64032 Atri",,,,
ITA0542,Italicum - Roseto degli Abruzzi,"Via Milli snc, 64026 Roseto degli Abruzzi",,italicumroseto@libero.it,333 9160188 / 393 9454102,
ITA0543,OIPA - Sezione Teramo,,,vice-teramo@oipa.org,327 3173013,https://www.oipa.org/italia/delegazioni/teramo/
ITA0544,"LAV - Lega Anti Vivisezione, sportello Teramo",,,teramo@lav.it,,https://www.lav.it
ITA0546,LNDC - sez. Pescara / Rifugio Amici con la Coda,"Via Raiale snc (zona cementificio), 65128 Pescara",,legadelcane.pescara@gmail.com,388 5658463 / 346 2405961,https://www.lndcanimalprotection.org
ITA0548,Canile Rifugio di Popoli,"Via Aldo Moro snc, 65026 Popoli",,,,
ITA0557,"LIDA - Lega Italiana Difesa Animali, sez. Ortona","Sede Legale: Via Perez 4, Ortona | Sede Op.: Via G. Massari snc",,lidaortona@gmail.com,347 9392231,
ITA0558,Canile Asilo Animal Center - Bucchianico,"Contrada Costa Cola, 66011 Bucchianico",,,0871 382410,
ITA0559,Canile Sanitario - Bucchianico / ASL2 Abruzzo,"Contrada Colle Torino, 66011 Bucchianico",,canilesanitario@asl2abruzzo.it,0871 382141,
ITA0560,Canile Asilo Il Villaggio - Fallo,"Via Orientale, Contrada Vicenne, 66040 Fallo",,info@canilefallo.net,0872 948002,
ITA0562,Ass. Quattro Zampe Lanciano / Canile Rifugio Comunale di Lanciano,"Loc. Villa Martelli, 66034 Lanciano",,info@quattrozampelanciano.it,0872 711262 / 333 4776033,
ITA0565,Cani Sciolti ODV - Atessa,Atessa (CH),,,,
ITA0563,Gattile Comunale - Francavilla al Mare,"Viale dei Pini, Contrada Villanesi, 66023 Francavilla al Mare",,,,
ITA0564,Cooperativa Sociale PAN - Ortona,"Contrada Alboreto snc, 66026 Ortona",,,348 5249845,
ITA0577,Canile Mister Dog - Acerra,"Via Brescia 9, 80011 Acerra",,misterdogsrl@live.it,333 2149631 / 334 2352644,
ITA0578,La Capannina - Canile privato Napoli,"Via Raffaele Marfella 12, 80100 Napoli",,,339 2976478,
ITA0579,Canile Rulli - Napoli,"Via D. Padula 117, 80100 Napoli",,,081 7261745 / 339 4147404,
ITA0580,A.R.P.A.D. - Ass. Regionale Protezione Animali Domestici,"Via Licola Mare, traversa Primavera, Licola, 80078 Pozzuoli",,,,
ITA0581,Dog Kennel Service - Nola,"Via vicinale Capua per Polvica, loc. Cianculli snc, 80035 Nola",,dogkennelservicedrs@alice.it,081 0118480 / 338 1825271 / 329 0776631,
ITA0589,OIPA - Sezione Eboli,,,eboli@oipa.org,389 5360266,https://www.oipa.org/italia/delegazioni/salerno/
ITA0590,"LAV - Lega Anti Vivisezione, sportello Salerno",,,salerno@lav.it,,https://www.lav.it
ITA0591,Rifugio Municipale per Cani di Salerno / LNDC Salerno,"Via Ostaglio, Altimari, 84100 Salerno",,info@legadelcane-sa.it,089 303228 / 327 0428428 / 089 303039,
ITA0602,Canile Municipale Sanitario di Caserta,"Via S. Antonio, Loc. Ercole, 81100 Caserta",,,335 8202672,
ITA0603,Ass. BIALPI / Canile Rifugio di Casapulla,"Viale del Silenzio, 81020 Casapulla",,,0823 460804 / 334 8544923,
ITA0613,AIPA Avellino / Canile Comunale Valleverde - Atripalda,"Via Pianodardine, Contrada Valleverde, 83042 Atripalda",,aipa-av@libero.it,0825 615300 / 347 7227971,
ITA0614,Il Rifugio di Camilla - Avellino,Avellino (AV),,ilrifugiodicamilla@libero.it,,
ITA0619,Canile Rifugio U.N.A. - Savignano Irpino,"Contrada Pescara, 83030 Savignano Irpino",,unasav@gmail.com / gliela@libero.it,339 8521249,
ITA0622,OIPA - Sezione Benevento,,,vice-benevento@oipa.org,,https://www.oipa.org/italia/delegazioni/benevento/
ITA0626,LIPU - sez. Benevento,"Palazzo del Volontariato, Viale Mellusi 68, 82100 Benevento",,benevento@lipu.it,338 2036978,https://www.lipu.it
ITA0627,"ENPA - Ente Nazionale Protezione Animali, sez. Campobasso + Guardie Zoofile","Via A. De Pretis 10, 86100 Campobasso",,campobasso@enpa.org,,https://www.enpa.org
ITA0618,Parco San Vito - Montella,"Contrada Strascizzo di San Vito, 83048 Montella",,info@caniledimontella.it,0827 69277 / 339 4747460,
ITA0630,Lega Molisana per la Difesa del Cane / Rifugio Tappino,"Contrada Tappino, 86100 Campobasso",,protezioneanimali@comune.campobasso.it,0874 481469,
ITA0631,Rifugio Lega Molisana - Ex Mattatoio / Loc. Mirabello,"Via Garibaldi (ex Mattatoio), Loc. Mirabello, 86100 Campobasso",,anna.mazziotti@tin.it,0874 97361,
ITA0632,Canile Sanitario di Campobasso - ASREM,Campobasso (CB),,,0874 409311,
ITA0635,OIPA - Sezione Campobasso / Molise,,,campobasso@oipa.org,,https://www.oipa.org/italia/delegazioni/campobasso/
ITA0636,"LAV - Lega Anti Vivisezione, sportello Campobasso",,,campobasso@lav.it,,https://www.lav.it
ITA0638,Canile Oasi Contrada Rotola - Ceppaloni area (CB),"Contrada Rotola, Campobasso (CB)",,,349 6435525,
ITA0639,LIPU - sez. Campobasso,,,campobasso@lipu.it,,https://www.lipu.it
ITA0640,── PROVINCIA DI ISERNIA (IS) ──,,,,,
ITA0641,Canile Comunale di Isernia - RoccaSicura,RoccaSicura (IS),,,0874 899808,
ITA0650,"LAV - Lega Anti Vivisezione, sportello Potenza",,,potenza@lav.it,,https://www.lav.it
ITA0652,Rifugio Il Bosco dei Cani - Lagonegro,Lagonegro (PZ),,,329 4180306,
ITA0653,Canile Rifugio di Rionero in Vulture,Rionero in Vulture (PZ),,,,
ITA0662,"LAV - Lega Anti Vivisezione, sportello Matera",,,matera@lav.it,,https://www.lav.it
ITA0680,Canile Municipale di Molfetta - LNDC,"Zona Boaria, 70056 Molfetta",,legadelcane.molfetta@libero.it,,
ITA0681,Canile di Monopoli - LNDC,"Contrada Torre d'Orta, 70043 Monopoli",,legacane.monopoli@libero.it,331 7564612,
ITA0682,Canile Municipale di Putignano - LNDC,"Via Gioia del Colle, zona industriale, 70017 Putignano",,legadelcaneputignano@libero.it,347 9232842,
ITA0686,ANPANA Bari - Distaccamento Corato,"Via G. Parini 43, 70033 Corato",,,393 9252540,http://www.anpana.puglia.it
ITA0698,Ass. Animalista L'Impronta - Monteroni di Lecce,"Via Trieste 131, 73047 Monteroni di Lecce",,,,
ITA0699,ARGO - Gallipoli,Gallipoli (LE),,,,
ITA0711,A.N.P.A. Grottaglie - Ass. Nazionale Protezione Animali,74023 Grottaglie,,,,
ITA0712,A.N.P.A.N.A. ODV - Sezione Taranto,Taranto (TA),,taranto@anpana.it,,https://www.anpana.it
ITA0713,A.P.A.A. Il Parco dei Sogni - Taranto,Taranto (TA),,,,
ITA0720,OIPA - Delegazione Taranto,,,taranto@oipa.org,,https://www.oipa.org/italia/delegazioni/taranto/
ITA0722,WWF - sez. Taranto,,,taranto@wwf.it,,https://www.wwf.it
ITA0723,ENPA Foggia,"Via Manfredonia Km 2,1 - 71100 Foggia",,foggia@enpa.org,0881 566060,https://www.enpa.org
ITA0724,Ass. Volontari per la Protezione Animali - Foggia,"Via Guido Grilli 1, 71100 Foggia",,,,
ITA0732,"LAV - Lega Anti Vivisezione, sportello Foggia",,,foggia@lav.it,,https://www.lav.it
ITA0733,ENPA Brindisi,,,brindisi@enpa.org,,https://www.enpa.org
ITA0734,Canile Municipale di Brindisi,"Contrada Santa Lucia, Litoranea per Cerano, 72100 Brindisi",,,346 6517813,
ITA0736,Canile di Fasano - 4 Zampe nel Cuore,"Contrada Abaterisi, 72015 Fasano",,4zampenelcuore2012@libero.it,345 5951230,
ITA0737,Canile di Ostuni,"Contrada Barbagianni, 72017 Ostuni",,,0831 307338,
ITA0738,LEPA - Lega per la Protezione Animali - Brindisi,72100 Brindisi,,,,
ITA0741,OIPA - Delegazione Carovigno,,,carovigno@oipa.org,,https://www.oipa.org/italia/delegazioni/
ITA0742,OIPA - Delegazione Ostuni,,,ostuni@oipa.org,,https://www.oipa.org/italia/delegazioni/
ITA0744,QUATTRO ZAMPE NEL CUORE - Fasano,72015 Fasano,,,,
ITA0745,WWF - sez. Brindisi,,,brindisi@wwf.it,,https://www.wwf.it
ITA0751,OIPA - Delegazione Trani,,,trani@oipa.org,,https://www.oipa.org/italia/delegazioni/
ITA0752,RANDAGIANDO IN SPINAZZOLA,76014 Spinazzola,,,,
ITA0771,Sguardi Randagi ODV,Cosenza (CS),,,,
ITA0772,Salvami ODV,Cosenza (CS),,,,
ITA0783,ENPA - Sez. Palmi,"Contrada Fracà 89, 89015 Palmi",,,,https://www.enpa.org
ITA0784,ENPA - Sez. Siderno Marina,"Via Spalato 49, 89048 Siderno Marina",,,0964 344147,https://www.enpa.org
ITA0789,Amatipelosi ODV,Reggio Calabria (RC),,,,
ITA0790,Animalisti Italiani - Sezione Reggio Calabria,Reggio Calabria (RC),,,,https://www.animalisti.it
ITA0794,ENPA Crotone,"Via Interna Marina 38, 88900 Crotone",,crotone@enpa.org,0962 24088,https://www.enpa.org
ITA0795,Oasi Rifugio Crotone ODV,Crotone (KR),,,,
ITA0797,Associazione Adozione Argo - Cirò Marina,"Via Roma, 88811 Cirò Marina",,,,https://www.oasiargo.org
ITA0805,WWF - Sezione Regionale Calabria,"Via Popilia 42, 89900 Vibo Valentia",,calabria@wwf.it,0963 995053,https://www.wwf.it
ITA0806,ENPA Palermo - Ente Nazionale Protezione Animali,,,palermo@enpa.org,,https://www.enpa.org
ITA0807,Ass. Amici degli Animali Città di Palermo (fondata 1986),"Via Pandolfini 6, 90139 Palermo",,,,
ITA0808,E.DI.GA. - Ente per la Difesa del Gatto / Gattile di Palermo,"Via Pandolfini 3, Boccadifalco, 90100 Palermo",,info@entedifesagatti.it,338 1621663,
ITA0815,"LAV - Lega Anti Vivisezione, sez. Palermo",,,palermo@lav.it,,https://www.lav.it
ITA0816,"LIDA - Lega Italiana Diritti Animale, sez. Palermo",,,,,
ITA0817,ENPA Catania,,,catania@enpa.org,,https://www.enpa.org
ITA0814,OIPA - Sezione Palermo,,,palermo@oipa.org,,https://www.oipa.org/italia/delegazioni/palermo/
ITA0818,Oasi Parco Curia Gli Altri,"Viale Artale Alagona 75, 95124 Catania",,elisabetta.novelli@tiscali.it,340 6946902,
ITA0825,"LAV - Lega Anti Vivisezione, sportello Catania",,,catania@lav.it,,https://www.lav.it
ITA0826,ENPA Messina,,,messina@enpa.org,,https://www.enpa.org
ITA0827,"LNDC - Canile Millemusi, sez. Messina","Strada Provinciale 50, Portella Castanea, Messina",,legadelcane.messina@gmail.com / ross7023@libero.it,333 7623209,
ITA0830,Amici di Fido & Co. - Messina,Messina (ME),,,,
ITA0831,Il Rifugio del Cane - Lipari,"Vallone Bianco, 98055 Lipari",,lauravet67@hotmail.com,090 9880200 / 339 1886122,
ITA0832,Canile Massaria - Terme Vigliatore,"Contrada Marchesana, 98050 Terme Vigliatore",,,333 5261533 / 090 9782402,
ITA0835,"LAV - Lega Anti Vivisezione, sportello Messina",,,messina@lav.it,,https://www.lav.it
ITA0836,ENPA Siracusa,,,siracusa@enpa.org,,https://www.enpa.org
ITA0837,Rifugio Piccolo Panda e i Nuovi Amici della Natura,"Contrada Dammusi, 96100 Siracusa",,,0931 21040,
ITA0844,OIPA - Sezione Ragusa,,,ragusa@oipa.org,,https://www.oipa.org/italia/delegazioni/ragusa/
ITA0845,"LAV - Lega Anti Vivisezione, sportello Ragusa",,,ragusa@lav.it,,https://www.lav.it
ITA1023,Code in Coda,"Piazza Paleocapa 2, 10121 Torino (TO)",,codeincoda@gmail.com,,codeincoda.it
ITA0833,Randagioso ONLUS - Terme Vigliatore,Terme Vigliatore (ME),,,347 5726765,
ITA0857,Rifugio Hope - Agrigento,Agrigento (AG),,,,
ITA0858,Canile Maddalusa - Agrigento,"Contrada Maddalusa, 92100 Agrigento",,,333 6447476,
ITA0860,Ass. Empedoclina Protezione Cani Randagi ONLUS,Porto Empedocle (AG),,borsellinomarianna91@gmail.com,,
ITA0863,Canile Viardi - Sambuca di Sicilia,"Contrada Galia, 92017 Sambuca di Sicilia",,,0925 1950744,
ITA0866,OIPA - Sezione Agrigento,,,agrigento@oipa.org,,https://www.oipa.org/italia/delegazioni/agrigento/
ITA0870,Adozioni a Caltanissetta - Zona Industriale,"Zona Industriale, 93100 Caltanissetta",,,338 3255293,
ITA0871,"LIDA - Lega Italiana Diritti Animale, sez. San Cataldo","Zona Industriale, 93017 San Cataldo",,lidasancataldo@hotmail.it,393 0307557,
ITA0872,"LAV - Lega Anti Vivisezione, sportello Caltanissetta",,,caltanissetta@lav.it,,https://www.lav.it
ITA0874,A.N.T.A. ONLUS - Sez. Enna,"Via S. Girolamo 57, 94100 Enna",,,,
ITA0862,Rifugio Sanitario Comunale - Canicattì,"Contrada Calandra, 92024 Canicattì",,,333 6447476,
ITA0869,OIPA - Sezione Caltanissetta,,,caltanissetta@oipa.org,339 7181385,https://www.oipa.org/italia/delegazioni/caltanissetta/
ITA0878,"LIDA - Lega Italiana Diritti Animale, sez. Piazza Armerina",94015 Piazza Armerina,,,,
ITA0888,Associazione Billyfritz,"Via delle Serre 32, 09044 Quartucciu",,,,
ITA0889,Canile di Cagliari - Comune di Cagliari,"Via Po 57, 09122 Cagliari",,canile@comune.cagliari.it,070 6778110 / 070 6778111,
ITA0890,Casa del Randagio,"Via delle Rane 1, 09122 Cagliari",,presidente@casadelrandagio.com,349 2293008,https://www.casadelrandagio.com
ITA0895,Anima Mundi San Sperate a Quattro Zampe,San Sperate (CA),,,,
ITA0896,Ombre a 4 Zampe ODV - Rifugio Gli Amici di Susy,"Campagne di Villacidro, 09039 Villacidro",,,,
ITA0897,OIPA - Sezione Cagliari,,,cagliari@oipa.org,,https://www.oipa.org/italia/delegazioni/cagliari/
ITA0903,Canile Primavera ONLUS,"Loc. Pala Pirastru, Santa Maria La Palma, 07041 Alghero",,ass.primaveraonlus@tiscali.it,079 999191 / 079 999233,
ITA0904,OIPA - Sezione Sassari,,,sassari@oipa.org,,https://www.oipa.org/italia/delegazioni/sassari/
ITA0905,"LAV - Lega Anti Vivisezione, sportello Sassari",,,sassari@lav.it,,https://www.lav.it
ITA0907,Canile Croce Blu,"Loc. Corte-Testimonzos, 08100 Nuoro",,info@canilecroceblu.org,0784 204404 / 0784 205158,https://www.canilecroceblu.org
ITA0914,ENPA Oristano,,,oristano@enpa.org,,https://www.enpa.org
ITA0915,Dog Village Valle degli Orsi,"SP 52, Loc. Is Prunisceddas, 09092 Arborea",,,332 2115348,
ITA0919,Canile di Silì,"Loc. Oliveto Busachi, 09170 Oristano",,,0783 26232,
ITA0920,Effetto Palla ONLUS,"Via San Simaco 22, 09170 Oristano",,effettopalla@gmail.com,,https://www.effettopallaonlus.it
ITA0921,Clinica Due Mari - Servizi Veterinari/Animalisti,"Via Cagliari 313, 09170 Oristano",,segreteriaclinicaduemari@gmail.com,078 370123,
ITA0923,OIPA - Sezione Oristano,,,oristano@oipa.org,,https://www.oipa.org/italia/delegazioni/oristano/
ITA0924,"LAV - Lega Anti Vivisezione, sportello Oristano",,,oristano@lav.it,,https://www.lav.it
ITA0925,LIDA Sez. Olbia - Rifugio I Fratelli Minori,"Via Messico 59, Loc. Colcò, 07026 Olbia",,lidaolbia@tiscali.it,333 4312878,https://www.lidaolbia.it
ITA0929,ENPA Sud Sardegna,,,sudsardegna@enpa.org,,https://www.enpa.org
ITA0930,LNDC - Rifugio di Carbonia,"Via Nazionale (fronte discarica), Loc. Sa Terredda, 09013 Carbonia",,,,https://www.legadelcane.org
ITA0926,Canile Comunale di Arzachena,"Loc. Monti Aguisi, 07021 Arzachena",,canile.comunalearzachena@gmail.com,,
ITA0940,A.P.A.R. ODV - Canile Municipale Busto Arsizio + Rifugio Elia,"Via Canale 23, 21052 Busto Arsizio",,associazione@aparodv.com,0331 670692,https://www.aparodv.com
ITA0952,Cat Village ONLUS (OIPA) - Gattile,"Viale Vittorio Veneto 65, 21015 Lonate Pozzolo",,varese@oipa.org,346 3688690 / 340 8019849,https://catvillage.it
ITA0953,Oasi Mondo Baffo & Nonna Olga ODV - Oasi Felina,"Via G. Gasparoli 174, 21012 Cassano Magnago",,oasimondobaffo@gmail.com,342 0537490,https://oasimondobaffo.altervista.org
ITA0956,Amici Mici - Rifugio Gatti Busto Arsizio (Sacconago),"Sacconago, 21052 Busto Arsizio",,amicimici@mgeng.com / info@gruppoamicimici.it,,
ITA0957,Oasi del Gatto di Somma Lombardo,21019 Somma Lombardo,,,,
ITA0958,Associazione Amici dell'Uomo ODV - Canile Cittiglio / Laveno,"Via Sangiano 57, 21014 Laveno Mombello",,info@amicidelluomo.com / affidi@amicidelluomo.com,0332 970890,https://www.amicidelluomo.com
ITA0959,Cuori e Zampe ONLUS,"Via Jucker 26, 21053 Castellanza",,,,
ITA0960,A.Micirandagi - Colonie Feline Varese / Gatti liberi,"Via Garibaldi 28, 21100 Varese",,a.micirandagi@virgilio.it,339 3506480,http://www.a-micirandagi.org
ITA0961,"LIPU - Lega Italiana Protezione Uccelli, sez. Varese",,,varese@lipu.it,,https://www.lipu.it
ITA0962,WWF - Oasi Bosco del Lago (Ticino),"Parco del Ticino, area Varesina",,,,https://www.wwf.it
ITA0963,Animalisti Italiani - sez. Cairate,Cairate (VA),,,,https://www.animalisti.it
ITA0964,Gattaland - Oasi Felina (prima d'Italia),"Via Allende snc, 21013 Gallarate",,,,
ITA0965,SIDDI MARIA CRISTINA,Private Foster Network Registry,,Not available,,Not available
ITA1024,Cuore di Zampa,"Via Cavour 53, 15048 Valenza (AL)",,cuore-di-zampa@libero.it,,N/D
ITA0966,MONTERSINO CRISTIAN (Azienda Agricola Allevamento),Via Mulino Vecchio 31,,moncric1@tiscalinet.it,,cani.com
ITA0967,ASSOCIAZIONE AMICI DEL CANE RANDAGIO,Private Welfare Structure,,Not available,,Not available
ITA0968,IL RIFUGIO DI FIDO (LIDA Alba-Bra ODV),Via Langhe 23,,lidacirie@gmail.com (Shared LIDA Registry),,empethy.it/lida-alba-bra
ITA0975,ASSOCIAZIONE AMICI DEL CANE ODV,Regione Nosere - Via Polveriera,,canileomegna@gmail.com (Shared Registry),,amicidelcanedomo.wixsite.com
ITA0978,A.NI.T.A. - Associazione Nicese Tutela Animali,"Via Mario Tacca 135, 14049 Nizza Monferrato (AT)",,anitanizza@alice.it,,canilecogeca.it
ITA0979,A.R.C.A. San Damiano d'Asti,"Corso Roma 70, 14015 San Damiano d’Asti (AT)",,a.r.c.a.sandamiano@gmail.com,,arcaonlus.it
ITA0980,A.T.A. - PC Alessandria Camino,"Via Roma 33, 15020 Camino (AL)",,atapc.alessandria@gmail.com,,aslcn2.it/ata-pc-italia-odv
ITA0981,Amici degli Animali Gustavo Allara,"Strada della Varda 53, 10093 Collegno",,,,
ITA0982,Amici dei Gatti Galliate,"Via del Piaggio 57, 28067 Galliate",,,,https://www.amicideigatti.org
ITA0983,Amici dei Mici Savigliano,"Via Galimberti 10-12, Savigliano",,,,https://amicideimicisavigliano.org
ITA0990,Animali Senza Confini,"Via Freinetto 8, 10050 Coazze (TO) – Operativa: Bgt. Coccorda, Giaveno",,animalisenzaconfini@libero.it,,weebly.com
ITA0991,Animali Solo per Amore,"Via Orfanotrofio 16, 13900 Biella (BI) – Canile Cossato",,info@aspaonlus.it,,aspaonlus.it
ITA0999,Associazione Canile Rifugio Paquito,"Via Giovanni Amendola 48, 28010 Fontaneto d’Agogna (NO)",,info@canilerifugiopaquito.org,,canilerifugiopaquito.org
ITA1004,Associazione di Volontariato Panciallegra,"Via Giulio Monteverde 20, 15121 Alessandria (AL)",,info@panciallegra.it,,panciallegra.it
ITA1005,Associazione di Volontariato Rifugio Miletta,"Via Visconti 31 ter, 28010 Agrate Conturbia (NO)",,info@rifugiomiletta.org,,rifugiomiletta.org
ITA1009,Associazione Nazionale Protezione Animali,"Via Fratelli Vittino 13, 12044 Centallo (CN)",,anpa.centallo@gmail.com,,N/D
ITA1011,Associazione Novarese Amici del Gatto,"Corso Risorgimento 143, 28100 Novara (NO)",,associazione.anag@gmail.com,,anag-novara.it
ITA1016,Associazione Protezione Animali Alessandria,"Via Bonelli 18, 15121 Alessandria (AL)",,apalessandria@libero.it,,N/D
ITA1017,Associazione Protezione Animali Chivasso,"Via Ajma 10, 10034 Chivasso (TO)",,apachivasso@gmail.com,,N/D
ITA1020,Associazione Zoofila Borgo Ticino,⚠️ CHIUSA / INATTIVA,,N/D,,N/D
ITA1022,Centro Recupero Animali Selvatici,"Via Alpi 25, 12010 Bernezzo (CN)",,info@centrorecuperoselvatici.it,,crasodv.it
ITA1025,Diamogli una Zampa,"Via Segletta 12, 12022 Busca (CN)",,diamogliunazampa.busca@gmail.com,,N/D
ITA1026,Difesa Animali Santhià,"Strada Vecchia per Tronzano, 13048 Santhià (VC)",,gattilesanthia@gmail.com,,N/D
ITA1027,Doggy Bag,"Via Lanzo 53, 10070 Fiano (TO)",,doggybagfiano@gmail.com,,N/D
ITA1028,Ente Italiano Protezione Animali,"Via Torino 52, 10072 Caselle Torinese (TO)",,eipa.caselle@outlook.it,,N/D
ITA1030,Fido Cerca Casa,"Via San Giovanni Battista 11, 12042 Bra (CN)",,info@fidocercacasa.it,,fidocercacasa.it
ITA1032,Gattile San Francesco d'Assisi,(Vedi punto 13 – stessa realtà),,gattilesanthia@gmail.com,,N/D
ITA1035,I Gatti del Borgo - Associazione per la Protezione degli Animali,"Via Magistrini 42, 28067 Comignago (NO)",,igattidelborgo@gmail.com,,N/D
ITA1038,Il Rifugio del Cane,"Via San Marchese 100, 10078 Venaria Reale (TO)",,lndctorino@gmail.com,,lndctorino.it
ITA1040,In Punta di Coda,"Via Superga 54, 10099 San Mauro Torinese (TO)",,inpuntadicoda@gmail.com,,inpuntadicoda.org
ITA1041,International Animal Protection League Italia,"Frazione Bricco Rossi 12, 14018 Villafranca d’Asti (AT)",,info@iaplitalia.org,,iaplitalia.org
ITA1042,L.I.D.A. - Cirié Valli di Lanzo,"Corso Nazioni Unite 32, 10073 Cirié",,,,
ITA1043,L.I.D.A. - Tutela Felini Torino,"Via Carmagnola 12, 10152 Torino (TO)",,lidafelinionlus@gmail.com,,lida.it/piemonte-lida-sez-tutela-felini
ITA1046,L.I.D.A. - Sezione Fossano-Savigliano,"Frazione Cussanio 33, 12045 Fossano (CN)",,lidafossano@libero.it / pincopallinoclub@alice.it,,pincopallinoclub.org
ITA1047,L.I.D.A. - Sezione Garessio-Ormea,"Via Lepetit (Casello Sant’Erasmo 134), 12075 Garessio (CN)",,sez.garessio.lida@alice.it,,lida.it
ITA1048,Gattile di Cuneo (L.I.D.A.),"Via Barolo 44, 12100 Cuneo (CN)",,gattiledicuneo@gmail.com,,lida.it
ITA1051,L.I.D.A. - Sezione Chieri,"Strada del Tario 6, 10023 Chieri (TO)",,lidachieri@gattiledichieri.it / info_adozioni@gattiledichieri.it,,gattiledichieri.it
ITA1052,L.I.D.A. - Sezione Cuneo,"Via Torino 78, Fraz. Madonna dell’Olmo, 12100 Cuneo (CN)",,lida.segreteria.cn@email.it,,lida.it/piemonte-l-i-d-a-sez-cuneo
ITA1053,L.I.D.A. - Sezione Moncalieri,"Corso Savona 140, 10024 Moncalieri (TO)",,amici.canilemoncalieri@gmail.com,,alberodimais.it
ITA1056,L.I.D.A. - Sezione Pino Torinese,,,,,
ITA1057,L.I.D.A. - Sezione Torino,,,,,
ITA1060,La Rondine - Associazione di Protezione Animali Onlus,"Frazione Loreto, Via Borgata Castelvecchio 85/A, 12045 Fossano (CN)",,associazionelarondine@libero.it,,csvcuneo.it/lida_associazione/
ITA1065,Le Sfigatte,"Via Moncalieri 114/E, 10090 Gassino Torinese (TO)",,info@lesfigatte.it,,lesfigatte.it
ITA1066,Lega Animalista Piemontese,"Frazione Levata, Cascina Fittavolini 8, 15062 Bosco Marengo (AL)",,lap.alessandria@gmail.com,,N/D
ITA1070,Mondo Gatto Torino,"Corso Quintino Sella 53, 10131 Torino (TO)",,mondogattotorino@libero.it,,mondogattotorino.com
ITA1072,Nonsolocuccioli,"Via Borgonuovo 48, 10040 Givoletto (TO)",,eleonoragiorda@libero.it,,nonsolocuccioli.org
ITA1073,Nonsologatti,"Via Giulio Monteverde 20, 15033 Casale Monferrato (AL)",,associazionenonsologatti@gmail.com,,comune.casale-monferrato.al.it/nonsologatti
ITA1077,Progetto Miao-Fido,"Corso Roma 58, 28069 Trecate (NO)",,info@miaofido.org,,miaofido.org
ITA1078,Protezione Micio,"Corso Peschiera 325, 10141 Torino (TO)",,info@protezionemicio.it,,protezionemicio.it
ITA1079,Quattro Zampe nel Cuore,"Via Ottavio Rivetti 25, 13030 Rovasenda (VC)",,quattrozampenelcuore.vc@gmail.com,,N/D
ITA1081,Rifugio Martini,"Frazione Sottovalle 107, 15061 Arquata Scrivia (AL)",,rifugiomartinisottovalle@gmail.com / pravazzotti@gmail.com,,N/D
ITA1082,Rifugio Miao,"Via San Luigi 103 (Regione Gonzole 10), 10043 Orbassano (TO)",,associazionerifugiomiao@gmail.com,,rifugiomiao.lovable.app
ITA1085,Una Casa per Tutti,"Via della Consolata 23, 10122 Torino (TO)",,unacasapertuttitorino@gmail.com,,comune.torino.it/tutela-animali
ITA1086,Una Cuccia per la Vita,"Via Mulino Sette Salti 4/A, 12020 Tarantasca (CN)",,giulia.abello@libero.it,,N/D
ITA1087,Una Zampa per la Vita,"Via Gariboggio 12, 12080 Vicoforte (CN)",,unazampaperlavita@live.it,,unazampaperlavita.com
ITA1088,A CODA ALTA,,,,,
ITA1089,A.I.P.A. - Associazione Italiana Protezione Animali,"Via del Carmine 8, 15033 Casale Monferrato",,aipacasale@gmail.com,,http://www.aipa.altervista.org
ITA1090,A.M.A.D.A. - Associazione Momese Amici degli Animali,,,,,
ITA1093,A.P.A. Gattile di Alessandria,"Via Bonelli 18, 15121 Alessandria",,,,http://www.gattiledialessandria.org
ITA1094,A.P.A.C.H.I. – Associazione Protezione Animali Chivasso,"Frazione Boschetto, Strada della Palazza, Chivasso",,adozioniapachi@gmail.com,,
ITA1095,A.R.C.A.,,,,,
ITA1096,A.T.A. - PC Alessandria San Damiano,,,,,
ITA1097,A.T.A. Associazione Tutela Animale / Ambiente,"Via Ghilini 73 / S.P. Pavia n°22, Valmadonna, Alessandria",,,,https://www.associazionetutelaanimali.org
ITA1098,Adotta un Cane,,,,,
ITA1100,Alpha Draconis - La Gatteria,"Via Rivalta 15, 10045 Piossasco",,,,
ITA1101,Amici dell'Oasi,"Via Barrata 34, 10061 Cavour",,info@rifugiodicavour.it,,https://rifugiodicavour.it
ITA1102,Amico Parco,,,,,
ITA1103,Animali in Città,,,,,
ITA1105,Animalisti Italiani Piemonte,,,,,https://www.animalisti.it
ITA1106,ANPANA Piemonte - Cuneo,,,cuneo@anpana.piemonte.it,,https://www.anpana.piemonte.it
ITA1107,ANPANA Piemonte - Novara,,,,,https://www.anpana.piemonte.it
ITA1108,ANPANA Piemonte - Torino,"Via I° Maggio 7, San Germano Chisone (TO)",,torino@anpanaodv.it,,https://www.anpanapiemonte.it/torino
ITA1110,Associazione Animali Esotici Conigli - Piemonte,,,,,
ITA1111,Associazione Arca di Noè,,,,,
ITA1112,Associazione Bassotti e poi Più,,,,,
ITA1113,Associazione Cani con il Pigiama a Righe,"Strada Provinciale di Pinerolo, Piossasco",,info@acpr.it,,
ITA1114,Associazione Centro Cicogne e Anatidi Racconigi,"Via Molinasso 2, 12035 Racconigi",,centrocicogne@gmail.com,,https://www.centrocicogne.it
ITA1115,Associazione Ciochevale,,,,,
ITA1116,Associazione Il Tuo Parco,,,,,
ITA1117,Associazione Incollina,,,,,
