,,,,,,,,,
,,,MAP,NAME,WEB,EMAIL,EMAIL,EMAIL,EMAIL
,,,,"Feline Canopy of Care, Inc",https://fcocinc.org/,mimispath@comcast.net,director@fcocinc.org,,
,,,"26.60721408916054, -82.11154328543402",Helping Paws Animal Sanctuary,https://www.helpingpawsanimalsanctuary.com/,admin@helpingpawsanimalsanctuary.com,,,
,,,"27.382732767482388, -80.36575970902938","Dogs and Cats Forever, Inc",https://dogsandcatsforever.com/,https://dogsandcatsforever.com/contact/,,,
,,,"28.779955427924108, -81.27527459448352",Pet Rescue By Judy,https://www.petrescuebyjudy.com/,info@petrescuebyjudy.com,,,
,,,"27.350819152811415, -82.52298497051062","Humane Society of Sarasota County, Inc.",https://www.hssc.org/,info@hssc.org,,,
,,,,Purrfect Match,,purrfectmatchinc@gmail.com,,,
,,,"27.26396846817042, -82.40974138337808",Satchel’s Last Resort,https://satchelslastresort.org/,INFO@SATCHELSLASTRESORT.ORG,,,
,,,"27.352047053935035, -82.51928804861714",Cat Depot,https://catdepot.org/,info@catdepot.org,,,
,,,"27.8282824979309, -80.47755279806951","H.A.L.O. Rescue, Helping Animals Live and Overcome",https://halorescuefl.org/,moxas@aol.com,,,
,,,"27.44143107777821, -81.36651918964556",Humane Society of Highlands County,https://www.humanesocietyofhighlandscounty.org/,Shelter.HSHC@gmail.com,,,
,,,,PAWS Rescue Group,,info@pawsrescuegroup.com,,,
,,,"28.364001200414595, -82.56813521474515",Humane Society of Pasco County,https://www.humanesocietyofpasco.org/,Info@HumaneSocietyofPasco.org,Info@HumaneSocietyofPasco.org,,
,,,,Florida Pointer Rescue,https://www.floridapointerrescue.com/,floridapointerrescue@gmail.com,,,
,,,,NAIA’s Pet Rescue,https://naiasrescue.org/,Contact@naiasrescue.org,,,
,,,,"FurEver Friendz, Inc.",https://fureverfriendz.org/,debra.fureverfriendz@gmail.com,,,
,,,"28.441860055394717, -82.55697195789641","Paw Warriors, Inc.",https://www.facebook.com/PAWwarriors/,paw.warrior@yahoo.com,,,
,,,"27.76729070197142, -82.66319204580716",Pet Pal Animal Shelter,https://petpalanimalshelter.com/,info@petpalanimalshelter.com,,,
,,,,Ayla’s Acres,https://aylasacres.org/,info@aylasacres.org,,,
,"29.640281165495892, -81.67784587029318","29.781681488901697, -81.25833179411498","29.862568394442395, -81.28070158471981","S.A.F.E. Pet Rescue, Inc.",https://safe-pet-rescue-fl.com/,Rnordan_se1@comcast.ne,,,
,,,"29.86577944646128, -81.32698882829446",Wags & Whiskers Pet Rescue,https://wwpetrescue.org/,wagsandwhiskers@att.net,,,
,,,,"Spay The Strays, Inc",https://spaythestrays.rescuegroups.org/,spaythestrays@aol.com,,,
,,,"27.81556647187742, -82.67274271323176",Friends of Strays Animal Shelter,https://www.friendsofstrays.org/,info@friendsofstrays.org,,,
,,,,"Tallahassee Big Dog Rescue, Inc.",http://www.bigdogrescue.com/,info@bigdogrescue.com,,,
,,,,"ECAH Animals, Inc",https://www.ecahanimals.org/,info@ecahanimals.org,,,
,,,,"Equine Rescue & Rehabilitation Ranch (Triple R), Inc.",http://triplerhorserescue.org/,equinerrr@yahoo.com,,,
,,,,Last Hope Rescue Florida,https://www.facebook.com/LastHopeRescueFL/,lasthoperescuefl@gmail.com,,,
,,,,Lemondrop Farm Sanctuary & Community Outreach,https://lemondropproductions.wixsite.com/home,lemondrop@riseup.net,,,
,,,"30.506274197313072, -84.27540163017127",Leon County Humane Society,https://www.leoncountyhumane.org/,https://www.leoncountyhumane.org/contact/,,,
,,,,Smitten With Kittens,https://www.smittenwithkittens.net/index.html,adoption@smittenwithkittens.net,,,
,,,,Pets Alive,http://www.tallahasseepetsalive.org/,http://www.tallahasseepetsalive.org/contact-us/,,,
,,,,"Cat Crusaders, Inc.",https://www.tampacatcrusaders.org/,information@tampacatcrusaders.org,,,
,,,,Heidis Legacy Rescue Network,https://www.heidislegacydogrescue.com/,info@heidislegacydogrescue.com,,,
,,,"27.97141271252982, -82.48434132152443",Humane Society of Tampa Bay,https://humanesocietytampa.org/,sherrys@humanesocietytampa,,,
,,,,On the Wings of Angels Rescue,https://www.owar.org/,info@owar.Org,,,
,,,,Paw Print Hearts,https://www.facebook.com/pawprinthearts,ourpawprinthearts@gmail.com,,,
,,,,Rebels Rescue,https://www.rebelsrescue.com/,savealife@rebelsrescue.com,,,
,,,,Second Chance for Strays Inc,https://www.secondchanceforstrays.com/,scfsfl@aol.com,,,
,,,,SouthEast Beagle Rescue Inc.,https://www.sebr.org/,saveabeagle@sebr.org,,,
,,,,St Francis Society Animal Rescue,https://www.stfrancisrescue.org/#/rescue-ui/,https://www.stfrancisrescue.org/#/rescue-ui/contact,,,
,,,"28.88863265591225, -81.68458456424825",Humane Society of Lake County,https://www.humanelake.com/,humanelake@gmail.com,,,
,,,,Max's Pet Connection,http://www.maxspetconnection.com/,maxlhirsch@comcast.net,,,
,,,"27.061385258697086, -82.41529235385873",St. Francis Animal Rescue of Venice Inc.,,stfrancisarfl@gmail.com,,,
,,,"27.603729771940163, -80.43004887768842",Cats Meow Rescue and Adoption Center,https://www.facebook.com/CatsMeowRescueAndAdoptionCenter/,verocatsmeow@gmail.com,,,
,,,"30.143799046806283, -82.82745247196931",North Florida Animal Rescue Inc. & The Anthea Duron Adoption Center,https://northfloridaanimalrescue.org/,info@northfloridaanimalrescue.org,,,
,,,"26.675994231455153, -80.21782572162407","Big Dog Ranch Rescue, Inc.",https://www.bdrr.org/,saveadog@bdrr.org,,,
,,,,C.A.R.E - Cat Crusade Adoption,http://www.catcrusade.org/,catcrusaderescue@gmail.com,,,
,,,,"You had Me at MEOW, Inc.",https://youhadmemeow.rescuegroups.org/,youhadmemeow@gmail.com,,,
,,,,A Second Chance Puppies and Kittens Rescue,https://www.asecondchancerescue.org/,info@asecondchancerescue.org,,,
,,,"26.66696147323874, -80.0556210643677","A.R.F. - Animal Rescue Force of South Florida, Inc",https://www.animalrescueforce.org/,info@animalrescueforce.org,,,
,,,"26.688424295990256, -80.06979436654633",Darbster Kitty,https://www.darbsterfoundation.com/,Ellen@darbster.com,,,
,,,"26.69062969256383, -80.17565933468275",Kibblez of Love,https://www.kol-fl.org/,https://www.kol-fl.org/contact/,,,
,,,,"Tiki Kiti & Poni Rescue, Inc.",https://www.tikirescue.org/,https://www.tikirescue.org/contact/,,,
,,,,"Skunkie Acres, Inc",https://skunkieacres.com/,skunkieacres@aol.com​,,,
,,,,Friends of Feisty Acres Animal Rescue,https://feistyacres.com/,myfeistydeb@yahoo.com,,,
,,,,Williston Animal Group,,info@willistonanimalgroup.com,,,
,,,"28.03328195335723, -81.67695576570338","Humane Society of Polk County, Inc.",https://www.humanesocietyofpolkcounty.org/,Admin@humanesocietyofpolkcounty.org,,,
,,,,Mid Florida Sheltie Rescue,https://www.midflsheltierescue.com/,Dillardbad@aol.com,,,
,,,"28.7744227790016, -81.74284176902152",A Forever Home Animal Rescue,https://www.aforeverhomeanimalrescue.org/,lmasters@cfl.rr.com,,,
,,,,Furever Paws Animal Rescue,https://www.facebook.com/FureverPawsAnimalRescue/,info@FPAR.org,,,
,,,"27.496493223145247, -81.75393104171737","Trust Again Pet Shelter, Inc.",https://taps2646.webs.com/,https://taps2646.webs.com/contactus.htm,,,
,,,,,,,,,
,,GEORGIA,,,,,,,
,,,"31.549625687018022, -84.20410464920765","Albany Humane Society, Inc.",https://albanyhumane.org/,kim.alford@swacalbany.org,,,
,,,,Angels Among Us Pet Rescue,https://angelsrescue.org/,info@angelsrescue.org,,,
,,,,You Lucky Dog Rescue,http://youluckydogrescue.org/,info@youluckydogrescue.org,,,
,,,,Athens Canine Rescue,http://athenscaninerescue.com/,rescue@athenscaninerescue.com,,,
,,,"33.78194002867689, -84.41020600586285",Atlanta Humane Society,https://atlantahumane.org/,contact@atlantahumane.org,,,
,,,"33.806230507036304, -84.08142530347794",Adopt A Greyhound Atlanta,http://greyhounds2.org/?petwalk,adopt@greyhounds2.org,,,
,,,,Atlanta Lab Rescue,https://www.atlantalabrescue.com/,info@atlantalabrescue.com,,,
,,,"33.835660648870274, -84.47227380330084",Best Friends Animal Society,https://bestfriends.org/atlanta,contactatlanta@bestfriends.org,,,
,,,,Furkids and SmallDog Rescue & Humane Society,https://furkids.org/,info@furkids.org,,,
,,,,Golden Retriever Rescue of Atlanta,https://www.grra.com/,adoptabledogs@grra.com,,,
,,,,"Laskeys Lucky Ones and Volunteers, LLOV",https://llovorg.wordpress.com/,laskeysluckyones@gmail.com,,,
,,,"33.88710904442036, -84.2590839708219",LifeLine Animal Project,https://lifelineanimal.org/,info@lifelineanimal.org,,,
,,,,Orphan Annie Rescue,https://www.orphanannierescue.org/,info@orphanannierescue.org,,,
,,,"34.46135694539183, -84.26260470705293",Big Canoe Animal Rescue,https://www.bigcanoeanimalrescue.org/,bigcanoeanimalrescue@gmail.com,,,
,,,"34.979007186484296, -84.07892140703895",Castoff Pet Rescue,https://castoffpetrescue.org/,ssegce@gmail.com,,,
,,,"34.90760437745628, -83.90439021032695",Mountain Shelter Humane Society,https://pawsga.org/,contact@pawsga.org,,,
,,,"34.86568308771179, -84.30949560800369",Humane Society of Blue Ridge,https://www.humanesocietyofblueridge.org/,humanesociety@humanesocietyofblueridge.org,,,
,,,"33.94613785097829, -83.48311496982791",Pawtropolis Helping Paws Rescue,http://www.pawtropolis.com/helping-paws-rescue/adoptables.php,bark@pawtropolis.com,,,
,,,"33.940331347251444, -83.49164961509129","Petzone Dog Rescue, Inc.",,petzonedogs@gmail.com,,,
,,,"31.25267038958244, -81.44563848001582",Humane Society of South Coastal Georgia,https://hsscg.org/,humanesociety@hsscg.org,,,
,,,"34.11887922967817, -84.00917379575213",Cat Rangers,https://www.catrangers.org/,adoptions@catrangers.org,,,
,,,"30.911891083216474, -84.10007058986533",Best Friends Dog Rescue,http://www.bestfriendsdogrescue.net/,bestfriendsdogrescue@windstream.net,,,
,,,"34.152405618454615, -84.83028395320757",Etowah Valley Humane Society,https://www.etowahvalleyhumane.org/,bryan.canty@etowahvalleyhumane.org,,,
,,,,"Cedartown Animal Rescue, Education and Sterilization",http://www.caresga.org/,info.caresga@gmail.com,,,
,,,"32.633122920662224, -83.6652383325426",Humane Society of Houston County,https://humanesocietyhoco.org/,general@humanesocietyhoco.org,,,
,,,"34.66054496092653, -83.72507505632535",Charles Smithgall Humane Society,https://www.charlessmithgallhumanesociety.org/,smithgallhumanesociety@windstream.net,,,
,,,,"Georgia Canine Rescue and Rehabilitation, Inc",https://www.facebook.com/GaCanineRescue/,pittieprotector@yahoo.com,,,
,,,"34.03108903972446, -83.24336296729253",Colbert Veterinary Rescue,https://colbertvetrescue.org/,info@colbertvetrescue.org,,,
,,,"4900 Milgen Rd Columbus, Georgia, Stati Uniti d'America 31907",Paws Humane Society,https://pawshumane.org/,marketing@pawshumane.org,,,
,,,,"Doberman Rescue of Rockdale, Inc",https://www.dobermanrescueofrockdale.com/,cruzmine@comcast.net,,,
,,,,Lake Blackshear Dog Rescue,https://www.facebook.com/lakeblacksheardogrescue/,lakeblacksheardogrescue@gmail.com,,,
,,,"34.273195079304145, -84.04927846314224",HUMANE SOCIETY OF FORSYTH COUNTY,http://www.forsythpets.org/,shelter@forsythpets.org,,,
,,,,Canine Pet Rescue,https://www.caninepetrescue.com/home/,sean@caninepetrescue.com,apply@caninepetrescue.com,,
,,,"34.48313613302494, -83.93093743677366",TLC Humane Society,https://www.tlchs.org/,info@tlchs.org,,,
,,,"33.94408108522625, -84.90776266022476",Jennifer's Pet Rescue,https://jenniferspetrescue.com/,JPR@jenniferspetrescue.com,,,
,,,"33.91341841283305, -84.80142750435252",Kitty Up Cat Rescue,,kittyupcatrescue@gmail.com,,,
,,,"34.80258957536991, -84.96031945086874",Humane Society of Northwest Georgia,https://hsnwga.org/,contact@hsnwga.org,,,
,,,,"Humane Animal Resource Team, Inc (HART)",https://www.facebook.com/HARTofMcIntosh,gavoters@darientel.net,,,
,,,"34.36447593355851, -84.12363767216318",Dawson County Humane Society,https://dawsoncountyhumanesociety.org/,dawsonhumane@windstream.net,,,
,,,,Oakhurst Guinea Pig Rescue,http://www.ogpr.org/,thomas.pederson@ogpr.org,,,
,,,"33.731532397574824, -84.19871368148573",PAWS Atlanta,https://pawsatlanta.org/,www.pawsatlanta.org,,,
,,,,Georgia Doberman Rescue,https://www.georgiadobermanrescue.com/,contact@georgiadobermanrescue.com,,,
,,,"34.00622637048367, -84.13474816072507",Planned PEThood of Georgia,https://pethoodga.org/,info@pethoodga.org,,,
,,,,Homeward Bound Pet Rescue,https://hbpr.org//,https://hbpr.org//contact.html,,,
,,,,CSRA Chihuahua Rescue Inc.,,Csrachihuahuarescue@gmail.com,,,
,,,,Fayette Humane Society,https://fayettehumane.org/,info@fayettehumane.org,,,
,,,,"RescueCats, Inc.",https://www.rescuecats.org/home.aspx,rescuecats@hotmail.com,,,
,,,,Amal Animal Rescue Foundation,https://www.amalanimalrescuefoundation.org/,shirleybadawi@gmail.com,,,
,,,,"Save A Pet, Inc",,saveapetincweb@gmail.com,,,
,,,"34.29019799689161, -83.8092021430519",Humane Society of Northeast Georgia,https://humanesocietyofnortheastgeorgia.org/,CustomerCare@HSNEGA.org,,,
,,,,"Southern Comfort Animal Rescue, Inc.",https://www.socorescue.com/info/display?PageID=10777,socorescue@yahoo.com,,,
,,,,Circle of Friends Animal Society,https://cofas.org/,info@cofas.org,,,
,,,"33.464194455458255, -83.24030955765292",Oconee Regional Humane Society,https://www.orhspets.org/,orhs@orhspets.org,,,
,,,,Pregnant Dog Rescue,https://www.pregnantdogrescue.org/,info@pregnantdogrescue.org,,,
,,,"32.746525671225506, -84.81401775551744",Humane Society of Harris County,https://hsharrisco.org/,example@example.com,,,
,,,,Southern Souls Rescue,http://www.southernsoulsrescue.org/index.html,southernsouls@aol.com,,,
,,,,"Hart County Animal Rescue, Inc.",https://hartcountyanimalrescue.org/,hartcoanimalrescue@gmail.com,,,
,,,,Liberty Humane Shelter,http://libertyhumaneshelter.com/,libertyhumaneshelter@yahoo.com,,,
,,,,"Hart County Animal Rescue, Inc.",https://hartcountyanimalrescue.org/,hartcoanimalrescue@gmail.com,,,
,,,,Pick of the Litter,http://ourpickofthelitter.com/,ourpickofthelitter@gmail.com,,,
,,,,BarkVille Dog Rescue,https://www.barkvilledogrescue.org/,info@barktowndogrescue.org,,,
,,,"34.53193532946583, -84.53415676935225",Pickens Animal Rescue,https://www.pickensanimalrescue.org/,director@pickensanimalrescue.org,,,
,,,,Dog Days Rescue,https://www.facebook.com/DogDaysGa/?ref=page_internal,dogdaysrescue@gmail.com,,,
,,,"34.03223072185603, -84.60697770763142","Mostly Mutts Animal Rescue and Adoption, Inc.",,info@mostlymutts.org,,,
,,,,"Humane Society of Camden County, Inc.",https://humanecamden.org/,hscc@tds.net,,,
,,,,Dog Pack Rescue,https://www.facebook.com/dogpackrescue1/,info@dogpackrescue.com,,,
,,,,"Bliss Animal Haven, Inc",http://blissanimalhavenpets.blogspot.com/,blissdogs@gmail.com,,,
,,,"31.689554651394396, -81.68305450340304","Safe Hollow Animal Sanctuary, Inc.",https://www.facebook.com/SafeHollow2/,safehollow@aol.com,,,
,,,,All About Animals Rescue,,allaboutanimalsmacon@yahoo.com,,,
,,,,Furever After Rescue,http://www.fureverafterrescue.org/index.html,fureverafterrescuega@gmail.com,,,
,,,,"Habitat 4 Hounds, Inc.",https://www.facebook.com/Habitat4Hounds/,attentionh4h@gmail.com,,,
,,,,Heart of Georgia Humane Societ,http://www.heartofgahs.org/about.html,adopt@heartofgahs.org,,,
,,,"32.837245493959315, -83.74043810468915",Kitty City Cat Rescue,https://www.kittycitycatrescue.com/,kittycitymacon@yahoo.com,,,
,,,,"S.A.F.E. Saving Animals From Euthanasia, Inc",https://nolitters.org/,info@nolitters.org,,,
,,,"33.56815241057256, -83.48017483533268",Humane Society of Morgan County,https://humanemorgan.org/,info@humanemorgan.org,,,
,,,,"Mutt Madd-ness, Inc.",http://www.muttmaddness.org/,info@muttmaddness.org,,,
,,,"33.97856207364889, -84.46190415216942",Animals Deserve Better | Paws for Life,https://animalsdeservebetter.org/,kimberly@animalsdeservebetter.org,admin@pawsforlifeusa.org,,
,,,"33.96825770649616, -84.41237491950537",Good Mews Animal Foundation,https://www.goodmews.org/,admin@goodmews.org,,,
,,,"33.95899067927058, -84.51327271838782",Homeless Pets Foundation,https://homelesspets.com/,https://homelesspets.com/contact-us/,,,
,,,"33.948342016616756, -84.53620408536622",Humane Society of Cobb County,https://humanecobb.com/,info@humanecobb.com,,,
,,,"34.06120470728136, -84.52129534265683",Our Pal's Place,,helpanimals@ourpalsplace.org,,,
,,,"33.43412136311623, -84.16214343899506",Henry County Humane Society,https://www.henryhumane.com/,https://www.henryhumane.com/contact-us/,,,
,,,,Fancy Feline Rescue of the South,https://www.fancyfelinerescue.org/,FancyFelineResQ@bellsouth.net,,,
,,,"33.07209475940905, -83.226858316743",Animal Rescue Foundation,https://animalrescuefoundation.org/,animalrescuefoundationinc@gmail.com,,,
,,,,"Save Our Strays, Inc.",https://www.saveourstraysatlanta.com/,info@saveourstraysatlanta.com,,,
,,,"31.189944850608715, -83.26820873828396",Hearts To Homes Humane Society Inc.,https://www.hthhs.org/,ashleyskinner@hthhs.org,,,
,,,,Georgia Heartland Humane Society,https://www.georgiaheartlandhumanesociety.org/,gaheartland3@yahoo.com,,,
,,,"33.40286113650159, -84.79223122662495",Newnan-Coweta Humane Society,https://www.nchsrescue.org/,nchs@nchsrescue.org,,,
,,,,The Bullpen Way Station & Sanctuary,http://www.bullpenrescue.org/,bullpenrescue@gmail.com,,,
,,,"33.71632369507356, -83.87668193266607",The Lap Cat Rescue & Rehabilitation Inc,https://www.tlcrescueandrehab.org/,tlcrescueandrehab@gmail.com,,,
,,,"33.4403240214569, -84.60559210022315",Royal Animal Refuge,https://royalanimalrefuge.org/,contact@royalanimalrefuge.org,,,
,,,"32.194176330582046, -81.56495559448891","Georgia Animal Rescue & Defence, Inc",https://www.gardonline.org/,office@GARDonline.org,,,
,,,"32.44375951744624, -83.7468515892631",Friends of Perry Animal Shelter,https://www.fopas.org/,friendsofperryanimalshelter@yahoo.com,,,
,,,,Georgia Homeless Pets,https://gahomelesspets.org/,adoptions@gahomelesspets.com,,,
,,,,Husky Pack Rescue,,huskypackrescue@live.com,,,
,,,"34.01042552680896, -84.57062477009127",Kitty Angel Rescue,https://kittyangelrescue.org/,info@kittyangelrescueinc@gmail.com,,,
,,,"34.29347909163358, -85.22320122505043",Misfit Haven Animal Rescue /Adoption Center Inc.,https://www.facebook.com/dr.nickadams1,misfithavenanimalrescue@yahoo.com,,,
,,,"32.01536028898465, -80.97752205581234",One Love Animal Rescue,https://oneloveanimalrescue.com/,info@oneloveanimalrescue.com,karrie@oneloveanimalrescue.com,,
,,,,"Save A Life, Inc.",https://www.savealifepets.org/,contact@savealifepets.org,,,
,,,,Tabby Tales Rescue,https://tabbytalesrescue.org/,meow@tabbytalesrescue.org,,,
,,,,Kudzu Cat Alliance,https://kudzucatalliance.org/,meow@kudzucatalliance.org,,,
,,,"31.162112236876872, -81.3856263791519","No Kill Glynn County, Inc.",https://www.nokillglynncounty.org/,NoKillGlynnCounty@gmail.com,,,
,,,,Save The Animals Rescue Society of Georgia,https://www.starsgeorgia.com/,starsgeorgia@yahoo.com,,,
,,,,"The Humane Society of Statesboro & Bulloch County, Inc.",https://www.statesborohumane.org/,borohumane@gmail.com,,,
,,,,TLC Pet Rescue,https://tlcpetrescue.wixsite.com/tlc-pet-rescue-,tlcpetrescue@gmail.com,,,
,,,"33.80759819496398, -84.17026266323002",Atlanta Animal Rescue Friends,https://www.aarfatlanta.org/,info@aarfatlanta.org,,,
,,,"30.855547635248666, -83.94348141822914",Thomasville-Thomas County Humane Society,https://www.thomasvillehumane.org/,INFO@thomasvillehumane.org,,,
,,,"30.837616689678832, -83.95692861348753",Miss Kitty Feline Sanctuary,http://www.misskittysanctuary.com/,misskittysanctuary@gmail.com,,,
,,,,2 HANDS SAVING 4 PAWS HUMANE SOCIETY INC,https://www.2handssaving4pawshs.com/,2handssaving4pawshumanesociety@gmail.com,,,
,,,"34.81126281968782, -83.41900107268236",Paws4Life Humane Shelter,https://rabunpaws4life.com/,bmcclain@rabunpaws4life.com,,,
,,,,D.A.R.E Animal Rescue,http://www.dareanimalrescue.com/,dareanimalrescue@gmail.com,,,
,,,"30.841869848801093, -83.30746341166163",Humane Society of Valdosta,https://www.humanesocietyofvaldosta.org/,info@humanesocietyofvaldosta.org,,,
,,,,Pound Puppies 'N Kittens,http://www.ppnk.org/,info@ppnk.org&subject=[ppnk],,,
,,,"33.74490200092357, -82.77823711141566",Washington-Wilkes Animal Shelter,https://washingtonwilkesanimalshelter.org/,358wwas@gmail.com,,,
,,,"33.88854454566296, -83.4570236142559",Cat Adoption Center at Pet Supplies Plus,https://athenshumanesociety.org/,adopt@athenshumanesociety.org,,,
,,,,Old Fella Burke County Animal Rescue,http://oldfella.net/,info@oldfella.org,,,
,,,,Alcovy Pet Rescue,https://alcovypet.org/,https://alcovypet.org/contact-us/,,,
,,,,Pup & Cat Co.,https://www.pupandcatco.com/,contact@pupandcatco.com,,,
,,,,Purr Nation Cat Alliance,https://www.purrnation.org/,adopt@purrnation.org,,,
,,,,We Are Rescue,,butlerkristen@yahoo.com,,,
,,,,"North Georgia Animal Alliance, Inc.",https://www.northgeorgiaanimalalliance.org/home.html,ngaa.animals@gmail.com,,,
,,,,,,,,,
,,HAWAII,,,,,,,
,,,"20.90418895660502, -156.28200239359288",East Maui Animal Refuge,https://www.eastmauianimalrefuge.org/,admin@eastmauianimalrefuge.org,,,
,,,"20.915962344004694, -156.30325886290373",Leilani Farm Sanctuary,https://leilanifarmsanctuary.org/,info@leilanifarmsanctuary.org,,,
,,,"20.893358233379363, -156.31158034866624",MPR Maui Pitbull Rescue,https://www.facebook.com/100064887931852/info/,mauipitbullrescue@hotmail.com,,,
,,,,CatFriends,https://www.hicatfriends.org/,info@hicatfriends.org,,,
,,,,Hawaii Animal Sanctuary,https://hawaiianimalsanctuary.org/,gina@hawaiianimalsanctuary.org,,,
,,,,Hawaii Cat Foundation,https://www.facebook.com/hawaiicatfoundation/timeline/,hicatfoundation@gmail.com,,,
,,,"21.392106705448338, -157.74356332302895",Hawaii Dog Foundation,https://www.hawaiidogfoundation.org/,info@HawaiiDogFoundation.org,,,
,,,,Love A Cat Charity,http://www.loveacatcharity.org/,cathelp@loveacatcharity.org,,,
,,,,KAAAWA K9 RESCUE,https://www.kk9r.org/,info@kk9r.org,,,
,,,,KARES - Kohala Animal Relocation and Education Service,https://www.kareshawaii.org/,kareshawaii@gmail.com,,,
,,,"21.495961010802635, -158.02517493821813",Oahu SPCA,https://oahuspca.org/,info@oahuspca.org,,,
,,,,Poi Dogs and Popoki,https://www.poidogsandpopoki.org/,adoptions@poidogsandpopoki.org,,,
,,,,Aloha Ilio Rescue,https://www.alohailiorescue.com/,officeteam@alohailiorescue.com,,,
,,,"20.7910660363475, -156.96362329362418",Lanai Cat Sanctuary,https://lanaicatsanctuary.org/,info@lanaicatsanctuary.org,,,
,,,,9th Life Hawaii,http://9thlifehawaii.org/site/index.php,http://9thlifehawaii.org/site/Contact-Info.html,,,
,,,,Hui Pono Holoholona,https://www.hphhawaii.org/,paws@hphhawaii.org,,,
,,,,Feline Foundation of Maui,http://www.mauicats.com/,felinefoundation@yahoo.com,,,
,,,,K9 Kokua,https://www.k9kokua.org/,https://www.k9kokua.org/contact-us,,,
,,,"21.424874667939626, -158.17264634330022",The Hawaii SPCA,https://www.thehawaiispca.org/,hawaiispca@gmail.com,,,
,,,"20.92293321066122, -156.50508037042417",Hawaii Animal Rescue Foundation,https://hawaiianimalrescue.org/,dawn@harfcenter.org,,,
,,,,,,,,,
,,IDAHO,,,,,,,
,,,"43.59191161667307, -116.2886816240822",Idaho Humane Society Adoption Center,https://idahohumanesociety.org/,info@idahohumanesociety.org,,,
,,,,Idaho Saint Bernard Rescue,https://www.idahosaintbernardrescue.com/,saintrescueidaho@gmail.com,,,
,,,"43.5771852464536, -116.29056442385982",Simply Cats,https://simplycats.org/,info@simplycats.org,,,
,,,"48.68486788000519, -116.32171699016095","Second Chance Animal Adoption, Inc",https://www.secondchanceanimaladoption.com/,secondchanceanimaladoptionid@gmail.com,,,
,,,"43.629789199511045, -116.63360818931622",West Valley Humane Society,https://westvalleyhumanesociety.org/,help@westvalleyhumanesociety.org,,,
,,,"44.52408061865082, -114.21161389323359",Heart of Idaho Animal Sanctuary,https://heartofid.org/,hias@custertel.net,,,
,,,,Targhee Animal Shelter,,targheeanimalshelter@gmail.com,,,
,,,"43.70348691242266, -116.36991696011258",Take Me Home Dog Rescue,https://www.takemehomedogrescue.org/,takemehomedogrescue@gmail.com,,,
,,,"43.892457169443965, -116.50213139284989",Pet Adoption League,https://petadoptionleagueofgc.com/,palofgc@gmail.com,,,
,,,"42.935650333329846, -114.72339625909483",Gooding Dog Pound,https://www.facebook.com/profile.php?id=100068980457350,mkelley@goodingidaho.org,,,
,,,"43.509173847517374, -114.33560576418657",Mountain Humane,https://mountainhumane.org/,pets@mountainhumane.org,,,
,,,,"Helping Hands Rescue, Inc.",https://helpinghandsrescue.org/,helpinghandsrescue22@gmail.com,,,
,,,,MCPAWS Regional Animal Shelter,https://mcpaws.org/shelter/,frontdesk@mcpaws.org,,,
,,,,"Happy Jack Cats, Inc",https://www.happyjackcats.org/,happyjackcats@gmail.com,,,
,,,"43.605708296245425, -116.38132102540729",Idaho Horse Rescue,https://idahohorserescue.org/,robert@idahohorserescue.org,admin@idahohorserescue.org,,
,,,"43.60295698952134, -116.38671498202464",Meridian Canine Rescue,https://meridianrescue.org/,Info@meridianrescue.org,,,
,,,,Conrad Strays Cat Rescue and Adoption,http://www.conradstrays.com/,ConradStrays@aol.com,,,
,,,,Animals Need Help of Bear Lake,https://anhbearlake.org/,https://anhbearlake.org/,,,
,,,"46.72191770558582, -116.97442051060227",Humane Society of the Palouse,https://www.humanesocietyofthepalouse.org/,hsop@moscow.com,,,
,,,"43.58996956206805, -116.58216383514534",Canyon County Pet Haven dba Pet Haven Cat Adoption Center,,ccpethaven@gmail.com,,,
,,,"43.55717687024893, -116.57379346293105",Greyhound Rescue of Idaho,http://www.greyhoundrescueofidaho.org/,greytbaby@msn.com,info@greyhoundrescueofidaho.org,,
,,,,Bannock Humane Society Story,https://www.bannockhumanesociety.org/,bhs.idaho@gmail.com,,,
,,,,Heaths Haven,https://www.heathshavenrescue.com/,info@heathshavenrescue.com,,,
,,,"48.18025561212113, -116.92247861729125",Priest River Animal Rescue & Critters Thrift Store,https://pranimalrescue.org/,pranimalhouse@hotmail.com,,,
,,,"43.82342179035082, -111.7949622344216",Four Paws Pet Adoptions Inc,,fourpawspetadoptions@hotmail.com,,,
,,,"47.32039107566753, -116.56284769590289",Hopes Haven Animal Shelter,,hopeshaven@smgazette.com,,,
,,,,Paws Rescue Inc.,https://pawsrescueinc.com/,pawsrescueinc12@gmail.com,,,
,,,,,,,,,
,,ILLINOIS,,,,,,,
,,,"42.1549860394432, -88.2955877716546",Créme de la Créme Animal Foundation,https://cdlcanimals.org/,cdlcanimals@yahoo.com,,,
,,,"37.46782202543683, -89.21729913041116",Paws Place Adoption Center,http://www.pawspaws.org/,pawsplace1@yahoo.com,,,
,,,"42.47806263421917, -87.96912129491595",Haven at the Paws Inn,https://www.facebook.com/HavenAtThePawsInn/,havenattheinn.com@gmail.com,,,
,,,"42.04760619159393, -87.98561980178836",The Buddy Foundation,https://www.thebuddyfoundation.org/,buddyfoundation@att.ne,,,
,,,,Fur Angels Animal Sanctuary,https://furangelsas.com/,furangelsanimalsanctuary@gmail.com,,,
