,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,53.59469634,-2.154087641,http://www.rochdale-dog-rescue.com/,http://www.rochdale-dog-rescue.com/contact.html,,,,,,,,,,,,,,
NOT REGISTERED,,,https://www.facebook.com/futuresfordogs/,futuresfordogs@aol.com,,,,,,,,,,,,,,
,51.31113708,0.05067001776,https://www.foalfarm.org.uk/,info@foalfarm.org.uk,,,,,,,,,,,,,,
,51.17356769,0.08513258381,https://www.lastchanceanimalrescue.co.uk/,https://www.lastchanceanimalrescue.co.uk/contact/index.php,,,,,,,,,,,,,,
,,,https://www.kentgreyhoundrescue.com/,https://www.kentgreyhoundrescue.com/contact-us/,,,,,,,,,,,,,,
NOT REGISTERED,,,https://www.alldogsrescue.com/,alldogsrescue@rocketmail.com,,,,,,,,,,,,,,
,,,https://www.streetkatzrescue.com/,streetkatzinfo@gmail.com,,,,,,,,,,,,,,
,50.12884104,-5.677585122,https://www.facebook.com/LargeBreedDogRescue/,lbdr.adoption@gmail.com,,,,,,,,,,,,,,
,51.36875803,0.2955754632,https://www.anim-mates.org.uk/,info@anim-mates.org.uk,,,,,,,,,,,,,,
,51.45128733,0.2492014603,https://www.sedogrescue.co.uk/,https://www.sedogrescue.co.uk/contact/,,,,,,,,,,,,,,
,51.10851511,0.7276431909,https://www.retreatanimalrescue.org.uk/,theretreatanimalrescue@btinternet.com,,,,,,,,,,,,,,
,53.56704975,-2.42782318,https://boltonanimalshelter.org.uk/,https://boltonanimalshelter.org.uk/contact-us/,,,,,,,,,,,,,,
,53.64827801,-2.316774615,https://www.bleakholt.org/,info@bleakholt.org,,,,,,,,,,,,,,
,54.02504886,-2.7812583,https://www.animalcare-lancaster.co.uk/,rehoming@animalcare-lancaster.co.uk,reception@animalcare-lancaster.co.uk,,,,,,,,,,,,,
,54.0135514,-2.774085113,https://www.wolfwood.co.uk/,dogs@wolfwood.co.uk,,,,,,,,,,,,,,
,53.84986381,-3.052066775,https://www.easterleigh.org.uk/,easterleighanimals@yahoo.com,,,,,,,,,,,,,,
,53.77873527,-2.657669558,https://www.rspca-preston.org.uk/,info@rspca-preston.org.uk,,,,,,,,,,,,,,
,53.82833665,-1.425533194,https://www.lincsark.co.uk/,lincsarkcharity@gmail.com,,,,,,,,,,,,,,
,52.97785253,-0.02356053545,https://www.rspca-lincseast.org.uk/,info@rspca-lincseast.org.uk,rehoming@rspca-lincseast.org.uk,,,,,,,,,,,,,
NOT REGISTERED,,,https://northlincsweb.net/SCCR/,info@secondchancecatrescue.org.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,https://lincolnratrescue.webs.com/,lincolnratrescue@googlemail.com,,,,,,,,,,,,,,
,53.03680418,0.01491361529,http://www.danes.org.uk/,information@danes.org.uk,,,,,,,,,,,,,,
,53.15157822,-0.5796680175,https://www.catsincrisis.org.uk/,enquiries@catsincrisis.org.uk,,,,,,,,,,,,,,
,53.46240892,0.1449071499,https://arkanimalrescue.co.uk/,https://arkanimalrescue.co.uk/contact-us/,,,,,,,,,,,,,,
"53.14130270876708, 0.3380692041297103",53.14336235,0.3371542871,https://www.facebook.com/KeithsRescueDogs,info@keithsrescuedogs.org.uk,,,,,,,,,,,,,,
,51.53396991,-3.436302787,https://www.hoperescue.org.uk/,enquiries@hoperescue.org.uk,,,,,,,,,,,,,,
,53.51736141,-3.002794391,https://www.freshfields.org.uk/,kennels@freshfields.org.uk,wildlife@freshfields.org.uk,wales@freshfields.org.uk,,,,,,,,,,,,
,,,https://www.boxerdogrescue.co.uk/,https://www.boxerdogrescue.co.uk/contact,,,,,,,,,,,,,,
,51.49527868,-0.3224392333,https://www.haws-animals.org.uk/,cats@haws-animals.org.uk,otheranimals@haws-animals.org.uk,,,,,,,,,,,,,
,52.44928447,0.9054175983,http://www.felinecare.org.uk/,info@felinecare.org.uk,,,,,,,,,,,,,,
,52.69170725,1.701064418,http://www.foxylodge.yolasite.com/,jgarner1@toucansurf.com,,,,,,,,,,,,,,
,52.57835407,1.727686669,https://www.nasatrust.co.uk/,https://www.nasatrust.co.uk/contact_us,,,,,,,,,,,,,,
,52.59758552,0.9318883624,https://www.pactsanctuary.org/,https://www.pactsanctuary.org/contact.html,,,,,,,,,,,,,,
,52.52438855,1.219635868,https://www.redwings.org.uk/,https://www.redwings.org.uk/contact-us,,,,,,,,,,,,,,
NOT REGISTERED,,,https://www.facebook.com/NANNAANIMALRESCUE1/,nanna04@btinternet.com,,,,,,,,,,,,,,
,52.35037832,-0.5253499952,https://www.bfas.org.uk/,admin@bfas.org.uk,,,,,,,,,,,,,,
,52.2810938,-0.6785892641,https://animals-in-need.org/,admin@animals-in-need.org,,,,,,,,,,,,,,
,55.78983697,-2.015349143,https://b-a-r-k.co.uk/,info@b-a-r-k.co.uk,,,,,,,,,,,,,,
,55.03452421,-1.574723131,https://www.blythwildliferescue.co.uk/,office@b-w-r.org.uk,,,,,,,,,,,,,,
,54.40289294,-1.735973649,http://www.bordercollierescue.org/,hq@bordercollierescue.org,,,,,,,,,,,,,,
,54.31826584,-0.5147938454,https://www.allforhorses.org.uk/,allforhorses@outlook.com,,,,,,,,,,,,,,
,54.45258557,-0.589588837,https://www.whitbydogrescue.com/,enquiries@whitbydogrescue.com,,,,,,,,,,,,,,
,53.96498052,-1.112333393,https://www.rspca-yorkhome.org.uk/,reception@rspca-yorkhome.org.uk,,,,,,,,,,,,,,
,53.23908296,-1.341125242,https://www.nayboxerrescue.co.uk/,Info@nayboxerrescue.co.uk,,,,,,,,,,,,,,
,53.30794716,-0.9941414609,http://www.barkonline.co.uk/,elaine@barkonline.co.uk,,,,,,,,,,,,,,
,53.04424789,-1.318135837,https://brinsleyanimalrescue.org/,info@brinsleyanimalrescue.org,,,,,,,,,,,,,,
NOT REGISTERED,,,http://www.petwelfare.co.uk/,Info@petwelfare.co.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,https://onepawatatimedogrescue.co.uk/,onepawatatimedogrescue@gmail.com,,,,,,,,,,,,,,
,52.98922978,-1.271408496,https://www.babbington-rescue.org.uk/,babbington21@btopenworld.com,,,,,,,,,,,,,,
,52.04040282,-1.325945264,https://www.barks.org.uk/,barks2010@hotmail.co.uk,,,,,,,,,,,,,,
,52.46202954,-2.432243845,https://www.severnvalleyrescue.org/,info@severnvalleyrescue.org,,,,,,,,,,,,,,
,52.81074536,-2.720679416,https://www.grinshillanimalrescue.co.uk/,jennyandkateatgar@tiscali.co.uk,https://www.grinshillanimalrescue.co.uk/contactgrinshillanimalrescue,,,,,,,,,,,,,
,51.37541742,-2.321667045,https://www.bathcatsanddogshome.org.uk/,reception@bcdh.org.uk,,,,,,,,,,,,,,
,50.80175826,-1.91658596,https://labrador-rescue.org/,carol.smith@labrador-rescue.com,ruth.reeves@labrador-rescue.com,susan.platford@labrador-rescue.com,,,,,,,,,,,,
,51.20585778,-2.963897217,https://www.secretworld.org/,reception@secretworld.org,,,,,,,,,,,,,,
NOT REGISTERED,,,https://www.somersetanddorsetanimalrescue.co.uk/,https://www.somersetanddorsetanimalrescue.co.uk/contact/,,,,,,,,,,,,,,
,53.1549981,-1.840081693,https://www.cheadleanimalwelfare.org.uk/,cheadleanimalwelfare@hotmail.co.uk,,,,,,,,,,,,,,
,,,https://www.animallifeline.org.uk/wp/,https://www.animallifeline.org.uk/wp/contact-us/,,,,,,,,,,,,,,
,52.19560439,0.7606516349,http://www.burystraycatfund.co.uk/,info@burystraycatfund.co.uk,,,,,,,,,,,,,,
,51.37415568,-0.6457978617,https://hawr.co.uk/,nfo@hawr.co.uk,,,,,,,,,,,,,,
,53.31297675,-0.7722706443,https://www.dorisbanhamdogrescue.org/wp/,https://www.dorisbanhamdogrescue.org/wp/contact/,,,,,,,,,,,,,,
,51.36814153,-0.0994449162,http://www.catactiontrust.org.uk/,http://www.catactiontrust.org.uk/index.php/contact-us,,,,,,,,,,,,,,
NOT REGISTERED,,,https://www.lurchersos.org.uk/,https://www.lurchersos.org.uk/contact-us,,,,,,,,,,,,,,
,51.2410786,-0.4968543869,https://celiacross.org.uk/,info@celiacross.org.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,https://www.greyhounds4u.co.uk/,homing@greyhounds4u.co.uk,https://www.greyhounds4u.co.uk/contact.html,,,,,,,,,,,,,
,,,http://www.epsomcaninerescue.co.uk/,admin@epsomcaninerescue.org.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,https://dogswalkthiswayrescue.com/index.html,dogswalkthiswayrescue@mail.com,,,,,,,,,,,,,,
NOT REGISTERED,,,https://www.rescueremedies.co.uk/,https://rescueremedies.wufoo.com/forms/rescue-remedies-contact-form/,,,,,,,,,,,,,,
NOT REGISTERED,,,http://www.animalmission.org.uk/,#ERROR!,,,,,,,,,,,,,,
NOT REGISTERED,,,https://starlighttrust.org.uk/,contact@starlighttrust.org.uk,,,,,,,,,,,,,,
,50.8300003,-0.5775425601,http://clympingdogsanctuary.co.uk/,http://clympingdogsanctuary.co.uk/,,,,,,,,,,,,,,
,,,http://www.happybreed.co.uk/,carole@happybreed.co.uk,lin@happybreed.co.uk,,,,,,,,,,,,,
,50.78607739,-0.7853029925,https://crrc.co.uk/,info@crrc.co.uk,,,,,,,,,,,,,,
,,,https://www.pawsandclaws-ars.org.uk/,info@pawsandclaws-ars.org.uk,,,,,,,,,,,,,,
,50.85696846,-0.1709319385,https://sussexpetrescue.org/,info@sussexpetrescue.org,,,,,,,,,,,,,,
,52.5250116,-1.455850853,https://nuneatonwildlife.co.uk/,nuneatonwildlife@gmail.com,,,,,,,,,,,,,,
,52.16509273,-1.778828901,https://www.avoncatrescue.org/,avoncatrescuewelford@gmail.com,,,,,,,,,,,,,,
,52.42719366,-1.733304834,https://birminghamdogshome.org.uk/,info@birminghamdogshome.org.uk,,,,,,,,,,,,,,
,,,https://www.ruffluckrescue.org/,thedogtrustees@gmail.com,,,,,,,,,,,,,,
,52.41941003,-1.818258645,https://coventrycatgroup.org.uk/,FBenquiries@coventrycatgroup.org.uk,,,,,,,,,,,,,,
,,,http://wildacrerescue.co.uk/,wildacrerescue@aol.com,,,,,,,,,,,,,,
,,,https://www.caessr.org.uk/,ian@caessr.org.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,http://www.dogwatchuk.com/,https://dogwatchuk.wufoo.com/forms/dogwatch-uk-enquiries/,,,,,,,,,,,,,,
NOT REGISTERED,,,http://www.aldridgerescue.co.uk/,info@aldridgerescue.co.uk,,,,,,,,,,,,,,
,52.5656735,-1.944512134,https://www.midlandsanimalrescue.com/,marteileenw@gmail.com,,,,,,,,,,,,,,
,51.3902981,-2.06639537,https://www.catsactiontrust.org.uk/,catsactiontrust@gmail.com,,,,,,,,,,,,,,
,51.54512047,-1.838989787,https://www.rspca.org.uk/local/north-wiltshire-and-newbury-district-branch,admin@rspcaoandf.org.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,https://www.facebook.com/WagtailsRescueEssex/,wagtailsrescue@mail.com,,,,,,,,,,,,,,
,51.6543566,0.4025967708,https://www.remussanctuary.org/,info@remussanctuary.org,,,,,,,,,,,,,,
NOT REGISTERED,,,https://lurcher.org.uk/,mail@lurcher.org.uk,,,,,,,,,,,,,,
,52.14600051,-2.283244264,https://www.wars.org.uk/,info@wars.org.uk,,,,,,,,,,,,,,
,52.37357837,-2.41356866,https://www.forest-dog-rescue.org.uk/,info@forest-dog-rescue.org.uk,,,,,,,,,,,,,,
,52.38654622,-2.247067348,https://www.happystaffie.co.uk/,info@happystaffie.co.uk,,,,,,,,,,,,,,
,53.57151118,-1.529908399,https://www.badaw.org/,https://www.badaw.org/contact-us/,,,,,,,,,,,,,,
,53.46139863,-1.520501241,https://barnsleyanimalrescue.org.uk/,https://barnsleyanimalrescue.org.uk/contact/,,,,,,,,,,,,,,
,53.45785566,-1.031983517,https://www.rspca.org.uk/local/doncaster-rotherham-and-district-branch,info@rspcadrb.org.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,http://www.keighleycatcare.co.uk/,kcccats@gmail.com,,,,,,,,,,,,,,
NOT REGISTERED,,,https://yrdr.co.uk/,https://yrdr.co.uk/contact/,,,,,,,,,,,,,,
,57.58866097,-3.750821609,https://www.tiagreyhoundandlurcherrescue.co.uk/,info@tia-rescue.org,,,,,,,,,,,,,,
,53.84002359,-1.928462226,https://yorkshirecatrescue.org/,https://yorkshirecatrescue.org/Pages/Contact.aspx,,,,,,,,,,,,,,
,53.72953258,-1.541894544,https://www.rspcaleedsandwakefield.org.uk/,info@rspcaleedsandwakefield.org.uk,,,,,,,,,,,,,,
NOT REGISTERED,,,https://mayflowersanctuary.co.uk/,info@mayflowersanctuary.co.uk,,,,,,,,,,,,,,
,53.4082831,-1.272354478,https://rainrescue.co.uk/,dogs@rainrescue.co.uk and,cats@rainrescue.co.uk,,,,,,,,,,,,,
,53.37600161,-1.485100314,https://thesheffieldcatsshelter.org/,info@thesheffieldcatsshelter.org.uk,,,,,,,,,,,,,,
,53.33271181,-1.381273259,https://www.sheffield-dog-rescue.org.uk/,https://www.sheffield-dog-rescue.org.uk/contact/,,,,,,,,,,,,,,
,53.72439605,-1.531432666,https://whitehalldogrescue.com/,whitehalldogrescue@yahoo.co.uk,,,,,,,,,,,,,,
