,,,,,,,,
,,,NAME,WEB PAGE,EMAIL,EMAIL 2,EMAIL 3,EMAIL 4
,,"48.78604035308532, -123.79799708357623",A Home for Hooves Farm Sanctuary Foundation,http://www.ahomeforhoovesfarmsanctuary.com/,homeforhooves@gmail.com,,,
,,"45.25626210358376, -79.58337292885865",ASPEN VALLEY WILDLIFE SANCTUARY (ROSSEAU),http://www.aspenvalley.ca/,INFO@ASPENVALLEY.CA,,,
,,"44.343820624303454, -79.77018784384795",Bear Creek Exotic Wildlife Sanctuary Inc.,http://bearcreeksanctuary.com/,INFO@BEARCREEKSANCTUARY.COM,,,
,,"44.99243677709893, -75.55802450161165",BIG SKY RANCH ANIMAL SANCTUARY,http://www.bigskyranch.ca/,BIGSKYRANCH@RIPNET.COM,,,
,,"45.05989457667839, -79.18198017446826",Carters Forever Rescue and Sanctuary Ltd.,http://www.cartersreseve.com/,,,,
,,"44.89948871103928, -75.63725848239568",COUNTRY CAT SANCTUARY,http://countrycatrescue.com/,COUNTRYCATRESCUE.COM,,,
,,,DELKATLA SANCTUARY SOCIETY,http://haidagwallbirds.com/,HECATEBIRD@GMAIL.COM,,,
,,"50.650769059399956, -119.93604481202539",Eden's Way Farm Sanctuary,http://www.edenswayfarmsanctuary.ca/,edenswayfarmsanctuary@gmail.com,,,
,,"53.645498585103724, -113.62330796300986",Forget Me Not Cat Sanctuary Society,http://www.forgetmenotcats.com/,JUNEVOLSKY@SHAW.CA,,,
,,"48.68527236165279, -123.43773277255698",Friends of Shoal Harbour Sanctuary ON The Salish Sea: Important Bird Area Society,http://www.shoalharbour.com/,BOBPEART@SHAW.CA,,,
,,"49.80027762789488, -119.71888603425468",FRIENDS OF PARROT SANCTUARY SOCIETY,http://www.parotisland.net/,PARROTISLAND@SHAW.CA,,,
,,"45.79661352309323, -81.9614783834774",GLO Farm Sanctuary,http://www.glofarm.org/,glofarmsanctuary@gmail.com,,,
,,,GREYHAVEN EXOTIC BIRD SANCTUARY,http://www.greyhavenbirds.com/,INFO@GREYHAVEN.BC.CA,,,
,,"43.12354461890829, -80.30465429761678",Hearts to Homes Feline Rescue & Sanctuary,http://www.heartstohomes.ca/,HEARTSTOHOMESFELINES@GMAIL.COM,,,
,,,Horse Rescue Ontario and Sanctuary,http://www.horserescueontario.org/,DEBBI.S.BROWN@GMAIL.COM,,,
,,,HAPPY CAT SANCTUARY SOCIETY OF ALBERTA,http://www.happycatsanctuary.net/,ROHLBARB@GMAIL.COM,happycatsanctuary@gmail.com,,
,,,HEARTS ON NOSES A MINI PIG SANCTUARY,http://heartsonnoses.com/,HEARTSONNOSES@SHAW.CA,,,
,,"49.439335206216114, -123.65261211026066",Kitchensink Rescue Farm & Sanctuary Society,,kitchensinkrescue@gmail.com,,,
,,"43.136357111680304, -80.2485789705888",Ladybird Animal Sanctuary,http://www.ladybirdanimalsanctuary.com/,ladybirdanimalsanctuary@gmail.com,,,
,,"42.87279965503086, -79.07350802022854",Last Chance Horse and Pony Rescue and Sanctuary,http://lchpr.org/,LASTCHANCEHORSEANDPONYRESCUE@HOTMAIL.COM,,,
,,"48.57819633032572, -123.46348518664959",ORGANIZATION ADVOCATING SANCTUARY FOR ENDANGERED SPECIES,http://www.oasesconservation.org/,ADMIN@OASESCONSERVATION.ORG,,,
,,"43.69608331590092, -79.32192719354384",Pawsitive Sanctuary,http://www.pawsitivesanctuary.com/,infopawsitivesanctuary@gmail.com,,,
,,,PAWS AND WHISKERS SANCTUARY INC.,http://www.pawssussex.ca/,PAWS@BELLALIANT.NET,,,
,,,Running Rabbit Farm Rabbit Rescue Sanctuary and Education Centre,http://www.runningrabbitfarm.com/,BUNNYLADY2@YAHOO.CA,,,
,,,RIDEAU VALLEY WILDLIFE SANCTUARY,http://www.rideauwildlife.org/,INFO@RIDEAUWILDLIFE.ORG,,,
,,"49.616954778738545, -119.69920120203821",Stars Piggly Wigglys Sanctuary Foundation,http://www.starspigglywigglyssanctuary.com/,spwsanctuary@outlook.com,,,
,,"44.3318450868331, -79.0053271736113",Story Book Farm Primate Sanctuary,http://https//www.storybookmonkeys.org/contact.htm,SBFPSANCTUARY@GMAIL.COM,,,
,,"43.94382753318524, -79.09710785121905",SECOND CHANCE WILDLIFE SANCTUARY,http://www.second-chance.ws/,ADOPTACAT@SECOND-CHANCE.WS,,,
,,"43.5132568180125, -80.27937362763136",Tango's Lead Canine Rescue & Sanctuary,http://tangosleeadcaninerescue.com/,tangoslead@gmail.com,,,
,,,The Alice Sanctuary,http://www.thealicesanctuary.ca/,info@thealicesanctuary.org,,,
,,,The Ass Menagerie Sanctuary,http://www.assmenageriesanctuary.com/,leisa@assmenageriesanctuary.com,,,
,,"44.62586592085799, -79.58227756221402",The Horse Sanctuary,http://thehorsesanctuary.org/,STONEGATEFARM@GMAIL.COM,,,
,,"43.47210030543361, -80.20536121733636",THE DONKEY SANCTUARY OF CANADA,http://www.donkeysanctuary.ca/,INFO@DONKEYSANCTUARY.CA,,,
,,"45.01368049155269, -78.65960413579548",Woodlands Wildlife Sanctuary,http://www.woodlandswildlifesanctuary.ca/,ADMIN@WOODLANDSWILDLIFESANCTUARY.CA,,,
,,"50.08863352309189, -119.39742685362694",WARREN PEACE BUNNY SANCTUARY,http://www.wpbs.blogspot.com/,ANNIE.WARRENPEACE@GMAIL.COM,,,
,,,Yamnuska Wolfdog Sanctuary Ltd.,,YAMNUSKAWOLFDOGSANCTUARY@GMAIL.COM,,,
,,,,,,,,
,,,Animal Protection Party,https://www.animalprotectionparty.ca/,contact@animalprotectionparty.ca,liz@animalprotectionparty.ca,,
,"5060 – 74 Avenue SE, Calgary, AB, T2C 3C9",,"AARCS, Alberta Animal Rescue Crew Society (Calgary)",https://aarcs.ca/,info@aarcs.ca,,,
,,,ARF- Animal Rescue Foundation (Calgary),https://arf.ab.ca/,https://arf.ab.ca/contact/,,,
,,,BARCs Rescue (Calgary),https://barcsrescue.com/,info@barcsrescue.com,,,
,,,"FRFA, Feline Rescue Foundation of Alberta (Calgary)",https://frfa.ca/,contact@frfa.ca,,,
,"Little Mutts Rescue Society P.O. Box 2101 Station Main Cochrane, AB T4C 1B8",,Little Mutts Rescue Society (Calgary),https://www.littlemuttsrescue.org/,littlemuttsrescue@gmail.com,,,
,,"51.09804132347029, -114.04585661159696","MEOW, Make Each One Wanted Foundation (Calgary)",https://meowfoundation.com/,socialmedia@meowfoundation.com,,,
,,,Misty Creek Dog Rescue (Calgary),https://mistycreekdogrescue.com/,info@mistycreekdogrescue.com,,,
,,,Pawsitive Match Rescue (Calgary),https://pawsitivematch.org/,board@pawsitivematch.org,,,
,,"51.000723427069815, -113.97490306646587",Pets for Life (Calgary),https://petsforlifesocietyalberta.ca/,,info@petsforlifesocietyalberta.ca,,
,,,Rocky Mountain Animal Rescue (Canmore),http://www.rockymountainanimalrescue.com/,rockymountainanimalrescue@gmail.com,,,
,,"51.42839963151141, -114.02888772436096",Tails to Tell Animal Rescue (Crossfield),https://tailstotell.ca/,info@tailstotell.ca,,,
,,"53.62176689810461, -113.49321148517897",Northern Spirit K9 Rescue (Edmonton),https://www.facebook.com/northernspiritk9/,,,,
,,,Heaven Can Wait Rescue Foundation,https://www.heavencanwait.ca/,hcw@telusplanet.net,,,
,,,Pound Rescue (Okotoks),http://poundrescue.com/,poundrescue@gmail.com,,,
,,"52.30343070446684, -113.80361574089224",Red Deer & District SPCA,https://reddeerspca.com/home,info@cahumane.com,,,
,,,Whisker Rescue (Red Deer),https://whiskerrescue.com/,whiskerrescue@live.com,,,
,,"52.36861549796906, -114.90469116642642",Rocky Organization for Animal Rescue (ROAR Society),http://www.roarsociety.ca/index.html,roarsociety@yahoo.ca,,,
,,,Animal Haven Rescue League,https://www.facebook.com/animalhavenrescueleague/,animalhavenrescue@gmail.com,,,
,,"50.13463952487736, -121.00297569108876",Angel's Animal Rescue Society,https://angelsanimalrescue.ca/,aarsrescue@gmail.com,,,
,,,Small Animal Rescue Society of BC (SARS BC),http://smallanimalrescue.org/,info@smallanimalrescue.org,,,
,,,CARES Cat Shelter,https://www.carescatshelter.com/,https://www.carescatshelter.com/contact/,,,
,,"49.18904251738518, -122.54136669057716",Katie’s Place (Maple Ridge),https://katiesplaceshelter.com/,Info@katiesplaceshelter.com,,,
,,"49.13409161344149, -122.30732482468922",FVHS - Fraser Valley Humane Society (Mission),https://fraservalleyhumanesociety.com/,catcare@fraservalleyhumanesociety.com,,,
,,"49.483613106451934, -117.40636946456969","KAAP, Kootenay Animal Assistance Program Socierty (Nelson)",https://www.kaap.ca/,contact@kaap.ca,,,
,,,Warren Peace Bunny Sanctuary (Oyama,http://wpbs.blogspot.com/,annie.warrenpeace@gmail.com,,,
,,"49.188618572718205, -123.06616815578654","RAPS, Richmond Animal Protection Society (Richmond)",https://www.rapsbc.com/,info@rapsbc.com,,,
,,,"S.A.R.A., Save Animals Through Rescue and Adoption Society (Surrey)",https://www.sarasociety.com/,sarasociety@gmail.com,,,
,,,Little Paws Rescue Society (Vancouver),http://littlepawsrescue.ca/,julia@littlepawsrescue.ca,,,
,,,"VOKRA, Vancouver Orphan Kitten Rescue Association",https://www.vokra.ca/,info@vokra.ca,,,
,,,Victoria Cat Rescue Corps Society,https://www.victoriacatrescue.com/,victoriacatrescue@gmail.com,,,
,,"49.179391453492755, -98.10760639575345","PVHS, Pembina Valley Humane Society (Morden)",https://pvhsociety.ca/,hello@pvhsociety.ca,,,
,,"49.90746103266675, -97.19786244279338",Craig Street Cats (Winnipeg),https://www.craigstreetcats.ca/,cats@craigstcats.ca,,,
,,"49.86705534036137, -97.08291723512342",Rescue Siamese & Stray Cats (Winnipeg),https://rescuesiamese.com/,rescue_siamesewpg@hotmail.com,,,
,,"49.87866247367884, -97.27340129666807",Winnipeg Pet Rescue Shelter,https://petrescueshelter.com/,info@wpgpet.ca,,,
,,"46.81551157443418, -67.44501369656665",Victoria County S.P.C.A. (Arthurette),http://victoriacountyspca.com/,vcspcasheltermanager@gmail.com,,,
,,"45.91735778131667, -66.62246895092045",Fredericton SPCA,http://frederictonspca.ca/,info@frederictonspca.ca,,,
,,"47.03506744561926, -65.4507488904429",Miramichi Branch SPCA,https://www.spcamiramichi.com/,sheltermanager@spcamiramichi.com,,,
,,,Scaredy Cat Rescue (Corner Brook),https://www.facebook.com/cornerbrookSCR/,scr.fund@gmail.com,,,
,,"47.552330305391614, -52.72539192286151",Heavenly Creatures (St. John's),https://heavenlycreatures.ca/,Email: heavenlycreaturesca@gmail.com,,,
,,"47.47715987590668, -52.79639919566012",Beagle Paws (St. John’s),https://www.beaglepaws.com/,info@beaglepaws.com,,,
,,,Scapa (Stephenville),https://scapasanctuary.blogspot.com/,SCAPA.Sanctuary@gmail.com,,,
,,"44.40798577117679, -64.46261353737488","S.H.A.I.D., Sheltering Helpless Animals In Distress (Bridgewater)",https://www.shaidanimalshelter.com/,info@shaidanimalshelter.com,,,
,,"44.65992224128695, -63.54264716438422",Bide Awhile Animal Shelter (Dartmouth),https://bideawhile.org/,PR@bideawhile.org,executivedirector@bideawhile.org,,
,,"46.17240370028546, -60.17311168988064",SPCA Nova Scotia (Darthmouth),https://www.novascotiaspca.ca/,capebreton@spcans.ca,,,
,,"45.34044877469676, -63.286420285095026",SPCA Nova Scotia (Darthmouth),https://www.novascotiaspca.ca/,colchester@spcans.ca,,,
,,"44.707202678901965, -63.59516206929974",SPCA Nova Scotia (Darthmouth),https://www.novascotiaspca.ca/,dartmouth@spcans.ca,,,
,,"45.05703765275748, -64.67075337150197",SPCA Nova Scotia (Darthmouth),https://www.novascotiaspca.ca/,kings@spcans.ca,,,
,,"45.59102514441657, -62.74052130524543",SPCA Nova Scotia (Darthmouth),https://www.novascotiaspca.ca/,pictou@spcans.ca,,,
,,"43.8506327614712, -66.08237147530951",SPCA Nova Scotia (Darthmouth),https://www.novascotiaspca.ca/,yarmouth@spcans.ca,,,
,,,Animal Rescue Coalition (Halifax),http://www.animalrescuecoalitions.com/,arc@seabright.ca,,,
,,,Boston Terrier Club of Canada Rescue (Porters Lake),https://www.bostonterrierrescuecanada.com/,info@bostonterrierrescuecanada.com,,,
,,"42.845170560732825, -80.33319468840392",Simcoe and District Humane Society,https://www.simcoedhumane.ca/,info@SimcoeDHumane.ca,,,
,,,Bee Meadow Farm,https://www.beemeadowfarm.com/,info@beemeadowfarm.com,,,
,,"45.426478553626524, -76.33739112071994",Arnprior and District Humane Society,https://www.arnpriorhumanesociety.ca/,arnpriorhumane@gmail.com,,,
,,,Roy and Cher's Rescue Farm (Bainsville),http://www.royandcher.org/,royandcher@gmail.com,,,
,,"44.39392976131904, -79.64621008449618",Street Cats Rescue (Barrie),https://www.facebook.com/StreetCatsRescue/,streetcatsrescue@hotmail.com,,,
,,,"SOAR, Southern Ontario Animal Rescue (Brampton)",http://www.greenpeople.org/listing/Southern-Ontario-21947.cfm,,,,
,,,Boxer Rescue Ontario (Burlington),https://www.boxerrescueontario.com/,info@boxerrescueontario.com,,,
,,"43.36736917199112, -79.77311956858875",Burlington Humane Society,https://burlingtonhumane.ca/,info@burlingtonhumane.ca,,,
,,,RSNB - Ruff Start New Beginnings (Colborne),https://www.ruffstartnewbeginnings.com/,rsnbrescue2016@gmail.com,,,
,,"43.82796788727475, -80.22360436077929",Cats Anonymous,http://www.catsanonymous.ca/,admin@catsanonymous.ca,,,
,,,GDHS - Gananoque and District Humane Society,https://www.ganhumanesociety.ca/,humanesociety@bellnet.ca,,,
,,,Pomeranian and Small Breed Rescue,https://psbrescue.com/,PomeranianSmallBreedRescue@gmail.com,,,
,,,"CDR, Canadian Dachshund Rescue (Haliburton)",https://www.wienerdogrescue.com/,info@wienerdogrescue.com,cdrodirectors@gmail.com.,,
,,"43.18372403938087, -79.83401960241193",Hamilton/Burlington SPCA,https://www.hbspca.com/,info@hbspca.com,,,
,,,Ugly Mutts Dog Rescue (Hamilton),https://www.facebook.com/UglyMutts,admin@uglymuttsdogrescue.com,,,
,,"44.02527918494228, -79.52322798302853",Dog Tales Rescue and Sanctuary (King City),https://www.dogtales.ca/,info@dogtales.ca,,,
,,,Animalert,https://www.animalert.ca/,info@animalert.ca,,,
,,,N.T.C.R. - North Toronto Cat Rescue (Markham),https://www.northtorontocatrescue.com/,info@northtorontocatrescue.com,,,
,,"45.420391448618204, -75.45615313212404","N.A.R.C, Navan Animal Rescue Corporation",https://www.facebook.com/NavanAnimalRescueCorporation,donations@narc-charity.ca,,,
,,"43.43807806439016, -79.74103153893809",Niagara Dog Rescue (Niagara Falls),http://www.niagaradogrescue.com/,info@niagaradogrescue.org,,,
,,"44.600469053120044, -79.41567907301219",The Comfie Cat Shelter (Orillia),https://comfiecatshelter.wixsite.com/comfiecats,info@comfiecatshelter.ca,,,
,,,"B.A.R.K., Bytown Association for Rescued Kanines (Ottawa)",http://www.bark-ottawa.com/,smckeil@primus.ca,,,
,,,Ottawa Dog Rescue,https://otowndogrescue.com/,admin@ottawadogrescue.com,,,
,,,Loyal Rescue Inc. (Peterborough),https://www.loyalrescue.com/,info@loyalrescue.com,,,
,,,Forgotten Ones Cat Rescue & Adoption (Richmond Hill),http://www.forgottenones.ca/,contact@forgottenones.ca,,,
,,,L.A.W.S. Lanark Animal Welfare Society (Smith Falls),https://www.lanarkanimals.ca/,shelter@lanarkanimals.ca,,,
,,,Pets Alive Niagara (St. Catharines),https://www.petsaliveniagara.ca/site/home,petsaliveniagara@gmail.com,,,
,,,Pet Patrol Inc. (St. Clements),http://www.petpatrol.ca/,askus@petpatrol.ca,,,
,,,Adopt A Dog/Save A Life (Toronto),https://www.adoptadogsavealife.com/index.html,info@adoptadogsavealife.com,,,
,,,Annex Cat Rescue (Toronto),https://annexcatrescue.ca/,info@annexcatrescue.ca,,,
,,"43.63595492730091, -79.52429081302648","EHS, Etobicoke Humane Society (Toronto)",https://etobicokehumanesociety.com/,info@etobicokehumanesociety.com,,,
,,"43.707572187333824, -79.25270858139858",Jack Russell Terrier Rescue of Ontario (Toronto),https://russellrescue.org/,board@russellrescue.org,,,
,,"43.67384799126452, -79.32002157621314",ORA-Organization for the Rescue of Animals (Toronto),https://oraanimalsrescue.org/,orarescue@gmail.com,,,
,,"43.659580463343715, -79.51243872459887",Toronto Cat Rescue,https://www.torontocatrescue.ca/,info@torontocatrescue.ca,,,
,,,"AVA, Action Volunteers for Animals (Unionville)",https://www.avacats.org/,ava@actionvolunteersforanimals.com,,,
,,"46.28293673729942, -63.14569699576498",PEI Humane Society (Charlottetown),https://peihumanesociety.com/,info@peihumanesociety.com,,,
,,"45.44393015822302, -75.81462791182621",SPCA of Western Quebec (Gatineau),http://www.aylmer-hull-spca.qc.ca/main_e.html,ahspca@storm.ca,,,
,,"46.3381375172931, -73.45594782249093",Réseau d'aide aux animaux abandonnés et errants de la Mauricie,https://www.raaaemauricie.org/,RAAAEMauricie@gmail.com,,,
,,,"A.R.N., Animal Rescue Network (Montreal)",https://www.reseausecoursanimal.org/,communications.rsa.arn@gmail.com,,,
,,"45.042686796929814, -72.16432540844507",Frontier Animal Society (Stanstead),http://www.safas.ca/,frontieranimalsociety@gmail.com,,,
,,"46.13271887817676, -71.3457733698853",Adoption Mona Lisa (Thetford Mines),https://adoptionmonalise.qc.ca/,adoptionmonalise@hotmail.com,,,
,,,Estevan Humane Society Inc,https://www.estevanhumanesociety.ca/,estevanhumanesociety@sasktel.net,,,
,,"52.17089992360579, -106.66413260267989","SCAT, Saskatoon Street Cat Rescue",https://streetcat.ca/,contact@streetcat.ca,directors@streetcat.ca,,
,,,Smeaton & Area Homeless Cat Shelter,https://awos.petfinder.com/shelters/SK17.html,pets@petfinder.com,,,
,,,SOS Prairie Rescue,https://www.sosprairierescue.com/,beattheheat@sosprairierescue.com,,,
