name,city,country,address,postal_code,email,phone,website,_source,_review_needed,_salvage_reason,_file
PawsCo,,US +1,,,director@pawscoadoptions.org,,https://pawsco.org/,clean,no,,
Rocky Mountain Feline Rescue,,US +1,,,,,https://www.rmfr-colorado.org/,clean,no,,
Teller County Regional Animal Shelter Inc.​,,US +1,,,kellie@tcrascolorado.com,,https://www.tcrascolorado.org/,clean,no,,
Obe's Angels Rescue,,US +1,,,,,http://www.obesangelsrescue.com/,clean,no,,
Clear Creek/Gilpin Co. Animal Shelter (Charlies Place),,US +1,,,shelter@clearcreeksheriff.us,,https://charliesplaceshelter.weebly.com/,clean,no,,
Annie's Orphans,,US +1,,,anniesk9orphans@yahoo.com,,https://www.anniesk9orphans.org/,clean,no,,
Colorado Shiba Inu Rescue (COSIR),,US +1,,,adopt@coloradoshibainurescue.org,,https://coloradoshibainurescue.org/,clean,no,,
Circle 2 Rescue,,US +1,,,circle2rescue@yahoo.com,,https://www.circle2rescue.com/,clean,no,,
Animal Protective League,,US +1,,,eaplevergreen@eapl.com,,https://www.apl-shelter.org/,clean,no,,
Retriever Rescue of Colorado,,US +1,,,retrieversrroc@gmail.com,,https://retrieverrescueofcolorado.com/,clean,no,,
All Aboard Rescue,,US +1,,,info@aaanimalrescue.org,,https://aaanimalrescue.org/,clean,no,,
Animal Friends Alliance,,US +1,,,info@savinganimalstoday.org,,https://www.savinganimalstoday.org/,clean,no,,
Colorado Kitty Coalition,,US +1,,,cokittycoalition@gmail.com,,https://www.cokittycoalition.com/,clean,no,,
Izzy’s Place Senior Dog Rescue,,US +1,,,Nicolerescue@gmail.com,,https://izzysplaceseniordogrescue.org/,clean,no,,
Every Creature Counts,,US +1,,,everycrittercounts@gmail.com,,https://www.everycreaturecounts.org/,clean,no,,
German Shepherd Rescue of the Rockies (GSROR),,US +1,,,gsroa@gsror.com,,http://www.gsror.com/,clean,no,,
CLAWS Rescue and Adoption Center,,US +1,,,clawsgj@outlook.com,,https://www.clawsgj.org/,clean,no,,
Harmony Animal Matchmaker and Sanctuary,,US +1,,,info@harmonyanimals.com,,https://harmonyanimals.com/,clean,no,,
Roice-Hurst Humane Society,,US +1,,,info@rhhumanesociety.org,,https://rhhumanesociety.org/,clean,no,,
Gunnison Valley Animal Welfare League,,US +1,,,info@gvawl.org,,https://gvawl.org/,clean,no,,
Cat Care Society,,US +1,,,info@catcaresociety.org,,https://catcaresociety.org/,clean,no,,
Misha May Foundation,,US +1,,,mishamayfoundation@gmail.com,,http://mishamayfoundation.org/,clean,no,,
2 Blondes All Breed Rescue,,US +1,,,info@2babrescue.org,,https://2babrescue.com/,clean,no,,
"Colorado Greyhound Adoption, Inc",,US +1,,,info@greyhoundadoption.com,,https://www.greyhoundadoption.com/,clean,no,,
Twice Purrfect Feline Rescue,,US +1,,,contact@twicepurrfect.org,,https://www.twicepurrfect.org/,clean,no,,
Longmont Humane Society,,US +1,,,info@longmonthumane.org,,https://www.longmonthumane.org/,clean,no,,
Innocent Paws Puppy Rescue,,US +1,,,contactippr@gmail.com,,https://innocentpawspuppyrescue.org/,clean,no,,
Happy Cats Haven,,US +1,,,adopt@happycatshaven.org,,https://happycatshaven.org/,clean,no,,
Mile High Canine Rescue,,US +1,,,info@milehighcanine.org,,https://www.milehighcanine.org/,clean,no,,
Upper Rio Grande Animal Society,,US +1,,,shelter@urgasconouranimalshelter.org,,https://www.urgasconouranimalshelter.org/,clean,no,,
Hoof & Paw,,US +1,,,hoofandpaw@hotmail.com,,https://www.facebook.com/profile.php?id=100057269635613,clean,no,,
NYC Second Chance Rescue,,US +1,,,mysecondhomerescue@gmail.com,,https://nycsecondchancerescue.org/,clean,no,,
Humane Society of Pagosa Springs,,US +1,,,sheltermanager@humanesociety.biz,,https://www.humanesociety.biz/,clean,no,,
Citizens for Animal Welfare and Shelter,,US +1,,,caws@cawsonline.org,,https://cawsonline.org/,clean,no,,
Katmandu Paonia,,US +1,,,gwinette@paonia.com,,https://katmandupaonia.org/,clean,no,,
PYRescue,,US +1,,,pyrescueco@gmail.com,,https://www.pyrescue.org/,clean,no,,
IMHS - Intermountain Humane Society,,US +1,,,info@imhs.org,,https://www.imhs.org/,clean,no,,
PAWS for Life - Animal Welfare and Protection Society,,US +1,,,contactus@pawspueblo.org,,https://pawspueblo.org/,clean,no,,
SOCO - Southern Colorado Spay and Neuter Association,,US +1,,,socospayandneuter@qwestoffice.net,,https://www.socospay.com/,clean,no,,
"Rocky Mountain Collie and Sheltie Rescue, Inc.",,US +1,,,rmcsr@colliesheltierescue.org,,https://www.colliesheltierescue.org/,clean,no,,
Second Chance Humane Society,,US +1,,,animalcare@adoptmountainpets.org,,https://secondchancehumane.org/,clean,no,,
4 Paws 4 Life Rescue and Boarding,,US +1,,,INFO@4P4L.ORG,,https://4p4l.org/,clean,no,,
Moms and Mutts: Colorado Rescue for Pregnant and Nursing Dogs,,US +1,,,info@mamcorescue.org,,https://mamcorescue.org/,clean,no,,
Almost Home Adoptions for Rescued Cats,,US +1,,,AlmostHomeAdoptions@yahoo.com,,https://almosthomeadoptions.com/,clean,no,,
San Nicola Dog Rescue & Sanctuary,,US +1,,,sannicoladogrescue@gmail.com,,https://sannicoladogrescue.com/DenverDogShelter.aspx,clean,no,,
Wish Bone Canine Rescue,,US +1,,,bigbonesrescue@gmail.com,,https://www.wishbonecaninerescue.org/,clean,no,,
Blue Lion Rescue,,US +1,,,bluelionrescue@yahoo.com,,https://bluelionrescue.org/,clean,no,,
Majestic Canine Rescue,,US +1,,,info@majesticcaninerescue.org,,https://majesticcaninerescue.squarespace.com/,clean,no,,
Pet Animal Welfare Society,,US +1,,,daws@daws.org,,https://www.pawsct.org/,clean,no,,
Second Chance Animal Rescue of Connecticut and Missouri,,US +1,,,janet@secondchanceanimalrescuect.org,,https://secondchanceanimalrescuect.org/,clean,no,,
Dog Star Rescue,,US +1,,,contactus@dogstarrescue.org,,https://dogstarrescue.org/,clean,no,,
Sadie Mae Foundation Animal Rescue League Inc.,,US +1,,,donate@sadiemaefoundation.org,,https://www.sadiemaefoundation.org/,clean,no,,
Boot n Kit Canine Rescue,,US +1,,,bootnkit@gmail.com,,https://www.newenglandpuppyrescue.com/,clean,no,,
Passion 4 Paws,,US +1,,,,,http://www.passion4paws.org/,clean,no,,
"3 Bunnies Rabbit Rescue, Inc.",,US +1,,,3bunniesinfo@gmail.com,,http://www.3bunnies.org/,clean,no,,
"Pet Protectors, Inc.",,US +1,,,contactus@petprotectorsrescue.org,,http://www.petprotectorsrescue.org/,clean,no,,
Forever Feisty Chinchilla Rescue Inc.,,US +1,,,foreverfeistychins@gmail.com,,https://www.foreverfeistychinchilla.org/,clean,no,,
HTAC - Hidden Treasures Adoption Center,,US +1,,,info@ht-ac.org,,https://ht-ac.org/,clean,no,,
Labs4Rescue,,US +1,,,info@labs4rescue.org,,https://labs4rescue.com/,clean,no,,
"Olivers House Rescue, Inc",,US +1,,,olivershouserescue@gmail.com,,,clean,no,,
Ledyard CHAIN Inc,,US +1,,,?ledyardchain@gmail.com,,https://www.ledyardchain.org/,clean,no,,
Compassion For Cats,,US +1,,,carrienylen@comcast.net,,https://compassionforcatsnlc.com/,clean,no,,
"Meow, Inc.",,US +1,,,meowinc@yahoo.com,,http://www.meowct.org/,clean,no,,
Save All Dogs Rescue,,US +1,,,savealldogsrescue@gmail.com,,https://www.savealldogsrescue.com/,clean,no,,
"The Queenie Foundation, Inc.",,US +1,,,queeniefound@hotmail.com,,https://www.facebook.com/TQF96/,clean,no,,
Nile Valley Egyptian Foundation,,US +1,,,nvecats@gmail.com,,https://nvecats.wixsite.com/nvecats,clean,no,,
Meriden Animal Control-Saving Paws,,US +1,,,info@savingpawsct.org,,https://www.savingpawsct.org/,clean,no,,
New Beginnings and Forever Homes,,US +1,,,nbfhct@gmail.com,,,clean,no,,
"Animals for Life, Inc.",,US +1,,,contact@animalsforlife.org,,https://animalsforlife.org/,clean,no,,
Floras Pet Project,,US +1,,,flora@floraspetproject.org,,,clean,no,,
Foster & Forever Pet Rescue,,US +1,,,fosterandforever@gmail.com,,https://www.fosterandforever.org/,clean,no,,
"Strays & Others, Inc.",,US +1,,,straysandothers@hotmail.com,,,clean,no,,
New Fairfield/Sherman Animal Welfare,,US +1,,,nfsaw@att.net,,https://www.nfsaw.org/,clean,no,,
The Greater New Haven Cat Project,,US +1,,,gnhcp1@gnhcp.org,,https://www.gnhcp.org/,clean,no,,
"Animal Welfare Society, Inc",,US +1,,,animalwelfare.socty@snet.net,,https://www.aws-shelter.org/,clean,no,,
CHS - Connecticut Humane Society,,US +1,,,info@cthumane.org,,https://cthumane.org/,clean,no,,
Branford Compassion Club,,US +1,,,contact_us@branfordcompassionclub.org,,https://branfordcompassionclub.org/,clean,no,,
The Animal Haven,,US +1,,,ilovepets@theanimalhavenct.org,,https://theanimalhavenct.org/,clean,no,,
"The Purr Project, Inc.",,US +1,,,mail@purrproject.org,,https://www.purrproject.org/,clean,no,,
Hop Along Hollow,,US +1,,,Hopalonghollow@aol.com,,https://www.hopalonghollow.org/home,clean,no,,
"Pet Connections, Inc.",,US +1,,,@petconnections@comcast.net,,http://www.petconnectionsoldlyme.org/,clean,no,,
Furever Tails Animal Rescue,,US +1,,,furgottentailsanimalrescue@yahoo.com,,https://www.furevertails.com/,clean,no,,
ROAR (Ridgefield Operation for Animal Rescue),,US +1,,,officeadmin@roarshelter.org,,https://roar-ridgefield.org/,clean,no,,
Stamford Homeless Pets & OPIN,,US +1,,,outreach@opinpets.org,,https://www.opinpets.org/,clean,no,,
Hearts United Cat Rescue,,US +1,,,hucatrescue@gmail.com,,https://www.hucatrescue.org/,clean,no,,
Better Days Rescue Fund,,US +1,,,betterdaysrescue@gmail.com,,https://www.betterdaysrescuefund.org/,clean,no,,
Loyal Paws Rescue & Sanctuary,,US +1,,,loyalpawz@gmail.com,,https://www.loyalpaws.org/,clean,no,,
Whiskers Pet Rescue,,US +1,,,WhiskersPetRescue@yahoo.com,,https://whiskerspetrescue.org/,clean,no,,
Best Friends for Life Animal Rescue,,US +1,,,pigpen389@cox.net,,https://www.bestfriendsforlifeanimalrescue.com/,clean,no,,
Lucky Dog Refuge CT,,US +1,,,info@luckydogrefuge.com,,https://www.luckydogrefuge.com/,clean,no,,
Red Leash Rescue,,US +1,,,redleashrescue2015@gmail.com,,https://www.redleashrescue.com/,clean,no,,
Lost and Found Cat Shelter,,US +1,,,lostandfoundcatshelter@yahoo.com,,https://www.facebook.com/lostandfoundcatshelter/,clean,no,,
Rose Hope Animal Refuge,,US +1,,,feline55keeper@gmail.com,,https://www.facebook.com/rosehopeanimalrefuge/about/?ref=page_internal,clean,no,,
Little Guild,,US +1,,,director@littleguild.org,,https://www.littleguild.org/,clean,no,,
Animal Friends Of Connecticut,,US +1,,,afoc@afocinc.org,,https://www.animalfriendsofct.org/,clean,no,,
Valley Shore Animal Welfare League (also known as VSAWL),,US +1,,,valleyshoreawl@gmail.com,,https://www.valleyshoreanimalwelfareleague.org/,clean,no,,
TAILS (The Alliance In Limiting Strays),,US +1,,,info@tailsct.org,,https://www.tailsct.org/,clean,no,,
WASA - Westport Animal Shelters Advocates,,US +1,,,wasa1@optonline.net,,http://www.westportwasa.org/,clean,no,,
Paws Cat & Kitten Shelter,,US +1,,,Lydia@paws-ct.org,,https://woodstockcats.org/,clean,no,,
Protectors of Animals,,US +1,,,poaplacement@gmail.com,,https://poainc.org/,clean,no,,
Fur Ever Paws Dog Rescue,,US +1,,,info@fur-everpaws.com,,https://fur-everpaws.com/,clean,no,,
First State Animal Center and SPCA,,US +1,,,info@fsac-spca.org,,https://www.fsac-spca.org/,clean,no,,
One Dog More,,US +1,,,onedogmorerescue@gmail.com,,,clean,no,,
Purrfect Haven,,US +1,,,purrfecthavencat@hotmail.com,,,clean,no,,
Forgotten Cats,,US +1,,,info@forgottencats.org,,https://forgottencats.org/,clean,no,,
"Homeless Cat Helpers, Inc.",,US +1,,,director@homelesscathelpers.org,,https://homelesscathelpers.org/,clean,no,,
Andy's Friends Cat Rescue & Adoption,,US +1,,,info@andysfriends.org,,http://www.andysfriends.org/,clean,no,,
Humane Association,,US +1,,,info@dehumane.org,,http://www.hacconline.org/,clean,no,,
Faithful Friends,,US +1,,,info@faithfulfriends.us,,https://faithfulfriends.us/,clean,no,,
Response-a-Bull Rescue,,US +1,,,caitlyn@response-a-bull.org,,http://www.savethemisunderstood.org/,clean,no,,
"Senior Dog Haven & Hospice, Inc.",,US +1,,,info@seniordoghaven.org,,https://seniordoghaven.org/,clean,no,,
Candy's Cats,,US +1,,,candyscats@gmail.com,,https://www.candyscats.org/,clean,no,,
Rescue Junkie Inc.,,US +1,,,Summer@rescuejunkie.org,,https://rescuejunkie.org/,clean,no,,
Animal Aid Inc,,US +1,,,AnimalAidInc@aol.com,,https://www.animalaidpdx.org/,clean,no,,
Chesed Foundation Dog and Cat Rescue,,US +1,,,info@chesed-rescue.org,,https://chesed-rescue.org/,clean,no,,
Palm Beach Parrot Rescue,,US +1,,,oddo94@hotmail.com,,https://palmbeachparrotrescue.com/,clean,no,,
Bishop Animal Shelter S.P.C.A. of Manatee County,,US +1,,,,,http://www.bishopspca.org/,clean,no,,
Gulf Shore Animal League,,US +1,,,info@gsalinc.org,,https://gsalinc.org/,clean,no,,
Moonracer No Kill Animal Rescue,,US +1,,,Moonraceranimalrescue@gmail.com,,https://www.moonraceranimalrescue.com/,clean,no,,
NHAR - Nate’s Honor Animal Rescue,,US +1,,,info@honoranimalrescue.org,,https://nateshonoranimalrescue.org/,clean,no,,
"Humane Society of the Nature Coast, Inc.",,US +1,,,VEC@humane-society.mysites.io,,https://humanerescue.org/,clean,no,,
Humans And Animals United Inc (HAAU),,US +1,,,haauinc@gmail.com,,https://humansandanimalsunited.com/,clean,no,,
We Care For Paws,,US +1,,,info@www.wecareforpaws.org,,https://www.wecareforpaws.org/,clean,no,,
Flagler Cats Inc.,,US +1,,,flaglercats@gmail.com,,https://www.facebook.com/FlaglerCats/,clean,no,,
Jr. Humane Society,,US +1,,,frankiegone2dogs@aol.com,,https://www.juniorhumanesociety.com/,clean,no,,
Animal Welfare League of Charlotte County,,US +1,,,info@awlshelter.org,,http://awlshelter.org/,clean,no,,
Humane Society of Citrus County FL Inc.,,US +1,,,lisa@roomforonemore.net,,http://www.humanesocietycitrus.com/,clean,no,,
"All For The Critters, Inc",,US +1,,,allforthecritters@yahoo.com,,,clean,no,,
"Grateful Paws Dog & Cat Rescue, Inc.",,US +1,,,info@gratefulpaws.org,,http://www.gratefulpaws.org/,clean,no,,
Shih Tzu Rescue,,US +1,,,,,http://shihtzurescue.org/,clean,no,,
Animal Rescue Konsortium Inc.,,US +1,,,ARKsaves@gmail.com,,https://arksaves.com/,clean,no,,
"Pet Action League, Inc.",,US +1,,,info@petrescue.com,,http://www.petrescue.com/,clean,no,,
Newberg Animal Shelter,,US +1,,,NewHopestaff20@gmail.com,,https://newberganimals.com/,clean,no,,
Animal Rescue Movement,,US +1,,,arm435@hotmail.com,,https://members.tripod.com/~A_R_M/,clean,no,,
Florida Rottweiler Rescue Ranch and Sanctuary,,US +1,,,admin@flrottweilerrescueranch.org,,https://flrottweilerrescueranch.org/,clean,no,,
Oscars Cause,,US +1,,,info@oscarscause.org,,http://www.oscarscause.org/,clean,no,,
Franklin County Humane Society,,US +1,,,fcadoptioncenter@fairpoint.net,,http://www.forgottenpets.org/,clean,no,,
Edgewater Animal Shelter,,US +1,,,info@edgewateranimalshelter.org,,https://edgewateranimalshelter.org/,clean,no,,
Feline Welfare,,UK +44,,,etwelfare@embarqmail.com,,https://www.felinewelfareiow.co.uk/,clean,no,,
EARS Animal Rescue Sanctuary,,US +1,,,englewoodanimalrescue@yahoo.com,,https://www.earsanimalrescue.com/,clean,no,,
Puffy Paws Kitty Haven,,US +1,,,puffypawskittyhaven2@yahoo.com,,https://puffypawskittyhaven.org/,clean,no,,
"Cats Angels, Inc. SPCA",,US +1,,,catsangels@catsangels.com,,https://www.catsangels.com/,clean,no,,
"Room For One More Pet Rescue, Inc.",,US +1,,,,,https://roomforonemore.net/,clean,no,,
RAIN- Rescue Animals in Need Inc,,US +1,,,template.placeholder@gmail.com,,http://www.rescueanimalsinneed.org/contact,clean,no,,
SPAY-LEE Inc,,US +1,,,info@spaylee.org,,https://www.facebook.com/spaylee/,clean,no,,
"Dogs and Cats Forever, Inc.",,US +1,,,,,https://dogsandcatsforever.com/,clean,no,,
Royal Animal Refuge,,US +1,,,adoptions@alaquaanimalrefuge.org,,https://royalanimalrefuge.org/,clean,no,,
Abandoned Pet Rescue Inc,,US +1,,,info@abandonedpetrescue.org,,https://abandonedpetrescue.org/,clean,no,,
"Pets In Distress of South Florida, Inc.",,US +1,,,PIDinc@aol.com,,,clean,no,,
Save Our Cats & Kittens Inc.,,US +1,,,socks@saveourcatsandkittens.com,,https://www.saveourcatsandkittens.com/,clean,no,,
Gulf Coast Humane Society,,US +1,,,info@GulfCoastHumaneSociety.org,,https://www.gchscc.org/,clean,no,,
Haile's Angels Pet Rescue,,US +1,,,hailesangelspetrescue@gmail.com,,,clean,no,,
Angel Paws Animal Friends,,US +1,,,katnip364@gmail.com,,,clean,no,,
Adopt A Stray,,US +1,,,info@adoptastray.ws,,https://www.adoptastray.ws/,clean,no,,
"1 Lucky Dog Rescue, Inc.",,US +1,,,jessie@1luckydogrescue.com,,https://1luckydogresq.org/,clean,no,,
4 Paws Rescue Inc,,US +1,,,toppawrescueinc@aol.com,,https://www.4pawsrescueinc.org/,clean,no,,
Polka Dogz Pet Pet Rescue,,US +1,,,aaron@polkadogz.org,,https://polkadogz.org/,clean,no,,
Suncoast Exotic Animal Rescue Inc.,,US +1,,,suncoastanimal@gmail.com,,,clean,no,,
"Save Our Strays, Inc.",,US +1,,,sos@saveourstraysinc.com,,https://www.saveourstraysatlanta.com/,clean,no,,
"Adopt A Rescued Pet, Inc",,US +1,,,aarpirescue@yahoo.com,,https://www.adoptarescuedpet.com/,clean,no,,
First Coast No More Homeless Pets,,US +1,,,fcnmhp@fcnmhp.org,,https://www.fcnmhp.org/,clean,no,,
Florida Urgent Rescue,,US +1,,,adoptions@floridaurgentrescue.com,,https://www.floridaurgentrescue.org/,clean,no,,
Froggy's Cat Rescue,,US +1,,,froggyscatrescue@comcast.net,,https://www.froggyscatrescue.com/,clean,no,,
"G.R.E.A.T. Rescue of NE Florida, Inc.",,US +1,,,info@greatrescue.org,,https://greatrescue.org/,clean,no,,
Jacksonville Humane Society,,US +1,,,info@jaxhumane.org,,https://jaxhumane.org/,clean,no,,
Kamp Kritter Rescue Foundation,,US +1,,,kampkritter@aol.com,,https://kampkritter.com/,clean,no,,
Pet Rescue North,,US +1,,,PRNorth@yahoo.com,,http://petrescuenorth.com/,clean,no,,
The Animal Rescue & Adoption Agency,,US +1,,,jaxtaraa@yahoo.com,,https://www.adoptapet.com/shelter/76348-the-animal-rescue-and-adoption-agency-inc-taraa-jacksonville-florida,clean,no,,
"Furry Friends Adoption, Clinic & Ranch",,US +1,,,info@furryfriendsadoption.org,,https://furryfriendsadoption.org/,clean,no,,
Purrrfect Angels Cat Rescue & Sanctuary,,US +1,,,purrrfectangelsrescue@gmail.com,,https://purrrfectangelscatrescue.org/,clean,no,,
"Humane Society or SPCA of Sumter County, Inc.",,US +1,,,info@hsspca.org,,https://hsspca.org/,clean,no,,
"Adopt A Cat Foundation, Inc.",,US +1,,,Business@adoptacatfoundation.org,,https://www.adoptacatfoundation.org/,clean,no,,
RU4 Me Pet Rescue,,US +1,,,ru4mepetrescue@gmail.com,,,clean,no,,
SPCA Florida,,US +1,,,spcaflorida1979@gmail.com,,https://www.spcaflorida.org/,clean,no,,
Humane Society at Lakewood Ranch,,US +1,,,info@hslwr.org,,https://hslwr.org/,clean,no,,
Crazy Cavies Guinea Pig Rescue Inc.,,US +1,,,crazycavies@hotmail.com,,,clean,no,,
Lynchburg Humane Society,,US +1,,,leesburghumanesociety@gmail.com,,https://lynchburghumane.org/,clean,no,,
"Preen Acres Cat Sanctuary, Inc",,US +1,,,jpreen@windstream.net,,http://preenacres.com/,clean,no,,
"Greyhound Ranch Adoptions, Inc, and Pawdners",,US +1,,,greyhoundranchfl@earthlink.net,,https://greyhoundranch.org/,clean,no,,
Pet Haven Rescue,,US +1,,,info@pethavenrescue.org,,https://www.pethavenrescue.org/,clean,no,,
"For the Love of Cats, Inc.",,US +1,,,cassandra@fortheloveofcatsfl.com,,https://www.fortheloveofcatsfl.com/,clean,no,,
Cats Exclusive Inc.,,US +1,,,adopt@catsexclusive.org,,https://www.catsexclusive.org/,clean,no,,
Partners for Pets,,US +1,,,petmanager.oquinn621@gmail.com,,https://www.partnersforpetsil.org/,clean,no,,
Humane Society of South Brevard,,US +1,,,cats@southbrevardhumane.org,,https://southbrevardhumane.org/,clean,no,,
The Last Chance Sanctuary,,US +1,,,info@thelastchancesanctuary.com,,https://www.thelastchancesanctuary.com/index.php,clean,no,,
Fairy Tails Adoptions,,US +1,,,Fairytailsorg@gmail.com,,http://fairytailsadoptions.org/,clean,no,,
"Little Tails Rescue, Inc.",,US +1,,,littletailsrescueinc@gmail.com,,https://littletails.net/index.html,clean,no,,
Paws4You,,US +1,,,info@paws4you.org,,https://paws4you.org/,clean,no,,
ResQMe—A Homeless Dog Mission,,US +1,,,resqmedogmission@aol.com,,https://www.facebook.com/ResQMeDogMission/,clean,no,,
"The Cat Network, Inc",,US +1,,,info@thecatnetwork.org,,https://thecatnetwork.org/,clean,no,,
"RUFF Rescue of Central Florida, Inc.",,US +1,,,info@rrocf.org,,https://www.rrocf.org/,clean,no,,
"Jefferson County Humane Society, Inc. - Wolf Creek Pet Adoption Center",,US +1,,,admin@jeffersonhumane.org,,https://sites.google.com/jeffersonhumane.org/wolfcreekpetadoptioncenter/home/about-us,clean,no,,
Abby’s Little Friends Rescue,,US +1,,,Pam.Alvarez@comcast.net,,https://www.abbyslittlefriends.com/,clean,no,,
Purradise Gardens Inc.,,US +1,,,purradisegardens@gmail.com,,https://www.facebook.com/Naples.Cat.Alliance/,clean,no,,
Humane Society Naples,,US +1,,,facebook@hsnaples.org,,https://hsnaples.org/,clean,no,,
"Volunteer Services for Animals, Inc.",,US +1,,,vsarescue@aol.com,,http://www.volunteerservicesforanimals.com/,clean,no,,
Sunshine State Animal Rescue,,US +1,,,ssar2015@outlook.com,,,clean,no,,
Florida Doggie Paws,,US +1,,,info@floridadoggiepaws.org,,https://www.facebook.com/FloridaDoggiePawsRescueInc,clean,no,,
Pawesome Village Rescue,,US +1,,,pawesomevillage@aol.com,,https://www.facebook.com/pawesomevillagerescue/,clean,no,,
SPCA Suncoast,,US +1,,,info@spcasuncoast.com,,https://spcasuncoast.com/,clean,no,,
The Little Cats Rescue,,US +1,,,TheLittleCats@gmail.com,,http://www.thelittlecatsrescue.org/,clean,no,,
Forever Pets,,US +1,,,foreverpetsinc@gmail.com,,https://forever-pets.org/,clean,no,,
Dalmatian Rescue South Florida,,US +1,,,fladalrescue@aol.com,,https://www.dalmatianrescue.com/,clean,no,,
Humane Society of Greater Miami,,US +1,,,marketing@humanesocietymiami.org,,https://www.humanesocietymiami.org/,clean,no,,
100+ ABANDONED DOGS OF EVERGLADES FLORIDA,,US +1,,,100plusabandoneddogs@gmail.com,,https://100plusabandoneddogsofevergladesflorida.org/,clean,no,,
Sheltering Hands,,US +1,,,info@shelteringhands.org,,https://www.shelteringhands.org/,clean,no,,
"VOCAL - Voices of Change Animal League, Ocala",,US +1,,,Info@vocalforpets.org,,https://vocalforpets.org/,clean,no,,
"A Better Life – Pet Rescue, Inc.",,US +1,,,betterlifepet@gmail.com,,https://betterlifepets.com/,clean,no,,
"Tara's House Animal Rescue, Inc.",,US +1,,,info@trailofhopeanimalrescue.org,,https://tarashouse.org/,clean,no,,
A Cause 4 Paws Rescue,,US +1,,,info@acause4pawsrescue.org,,,clean,no,,
LoveyLoaves Sanctuary,,US +1,,,Cheri@LoveyLoaves.org,,http://www.loveyloaves.org/,clean,no,,
Puppy Pleasers Rescue,,US +1,,,puppypleasersrescue@hotmail.com,,,clean,no,,
"Cats-Can, Inc.",,US +1,,,catscaninc@gmail.com,,https://cats-caninc.rescuegroups.org/,clean,no,,
Save A Life Pet Rescue INC,,US +1,,,savealifepetres@aol.com,,https://savealifepetrescue.org/,clean,no,,
Sparticus Legacy Inc.,,US +1,,,,,http://www.smalldogsrescuebysparticus.org/,clean,no,,
Caring Fields Felines,,US +1,,,pauline@cffelines.org,,https://www.cffelines.org/,clean,no,,
Domino's Cat Rescue League,,US +1,,,maris@dominoshouse.org,,https://www.dominoshouse.org/,clean,no,,
The Farm Dog Rescue,,US +1,,,thefarmdogrescue@gmail.com,,https://thefarmdogrescue.com/farm/,clean,no,,
Nala's New Life Rescue,,US +1,,,nalasrescue@gmail.com,,https://nalasrescue.org/,clean,no,,
Canine Estates,,US +1,,,director@canineestates.com,,https://www.canineestates.com/,clean,no,,
Suncoast Animal League,,US +1,,,info@suncoastanimalleague.org,,https://www.suncoastanimalleague.org/,clean,no,,
Tampa Bay German Shepherd Rescue,,US +1,,,darkrain1234@gmail.com,,https://www.facebook.com/profile.php?id=100064697349269,clean,no,,
YOUR Humane Society SPCA,,US +1,,,info@hsspca.org,,https://hsspca.org/,clean,no,,
Animal Allies Florida,,US +1,,,info@aaFlorida.org,,https://www.aaflorida.org/,clean,no,,
Phoenix Rising Rescue,,US +1,,,,,https://www.phoenixrisingrescue.com/,clean,no,,
"Raining Cats and Dogs Shelter and Sanctuary, Inc",,US +1,,,rainingcatsanddogsshelter@gmail.com,,https://www.rainingcatsanddogsshelter.com/,clean,no,,
Beyond Nine Cat Rescue,,US +1,,,meow@BeyondNineCatRescue.org,,,clean,no,,
Love Me True Rescue,,US +1,,,lovemetruerescue@gmail.com,,http://www.lovemetruerescue.com/,clean,no,,
St. Joseph Bay Humane Society,,US +1,,,info@sjbhumanesociety.org,,https://www.sjbhumanesociety.org/,clean,no,,
Tampabay Cat Alliance Inc.,,US +1,,,tbcatalliance@gmail.com,,http://www.tampabaycatalliance.org/,clean,no,,
C.A.R.E.,,US +1,,,VolunteerCARE@aol.com,,https://www.careshelter.org/,clean,no,,
"Feline Canopy of Care, Inc",,US +1,,,mimispath@comcast.net,,https://fcocinc.org/,clean,no,,
Helping Paws Animal Sanctuary,,US +1,,,admin@helpingpawsanimalsanctuary.com,,https://www.helpingpawsanimalsanctuary.com/,clean,no,,
Pet Rescue By Judy,,US +1,,,info@petrescuebyjudy.com,,https://www.petrescuebyjudy.com/,clean,no,,
"Humane Society of Sarasota County, Inc.",,US +1,,,info@hssc.org,,https://www.hssc.org/,clean,no,,
Purrfect Match,,US +1,,,purrfectmatchinc@gmail.com,,,clean,no,,
Satchel’s Last Resort,,US +1,,,INFO@SATCHELSLASTRESORT.ORG,,https://satchelslastresort.org/,clean,no,,
Cat Depot,,US +1,,,info@catdepot.org,,https://catdepot.org/,clean,no,,
"H.A.L.O. Rescue, Helping Animals Live and Overcome",,US +1,,,moxas@aol.com,,https://halorescuefl.org/,clean,no,,
Florida Pointer Rescue,,US +1,,,floridapointerrescue@gmail.com,,https://www.floridapointerrescue.com/,clean,no,,
NAIA’s Pet Rescue,,US +1,,,Contact@naiasrescue.org,,https://naiasrescue.org/,clean,no,,
"FurEver Friendz, Inc.",,US +1,,,debra.fureverfriendz@gmail.com,,https://fureverfriendz.org/,clean,no,,
Ayla’s Acres,,US +1,,,info@aylasacres.org,,https://aylasacres.org/,clean,no,,
"S.A.F.E. Pet Rescue, Inc.",,US +1,,,Rnordan_se1@comcast.ne,,https://safe-pet-rescue-fl.com/,clean,no,,
