name,city,country,address,postal_code,email,phone,website
"VOCAL - Voices of Change Animal League, Ocala",,US +1,,,Info@vocalforpets.org,,https://vocalforpets.org/
"A Better Life – Pet Rescue, Inc.",,US +1,,,betterlifepet@gmail.com,,https://betterlifepets.com/
"Tara's House Animal Rescue, Inc.",,US +1,,,info@trailofhopeanimalrescue.org,,https://tarashouse.org/
A Cause 4 Paws Rescue,,US +1,,,info@acause4pawsrescue.org,,
LoveyLoaves Sanctuary,,US +1,,,Cheri@LoveyLoaves.org,,http://www.loveyloaves.org/
Puppy Pleasers Rescue,,US +1,,,puppypleasersrescue@hotmail.com,,
"Cats-Can, Inc.",,US +1,,,catscaninc@gmail.com,,https://cats-caninc.rescuegroups.org/
Save A Life Pet Rescue INC,,US +1,,,savealifepetres@aol.com,,https://savealifepetrescue.org/
Sparticus Legacy Inc.,,US +1,,,,,http://www.smalldogsrescuebysparticus.org/
Caring Fields Felines,,US +1,,,pauline@cffelines.org,,https://www.cffelines.org/
Domino's Cat Rescue League,,US +1,,,maris@dominoshouse.org,,https://www.dominoshouse.org/
The Farm Dog Rescue,,US +1,,,thefarmdogrescue@gmail.com,,https://thefarmdogrescue.com/farm/
Nala's New Life Rescue,,US +1,,,nalasrescue@gmail.com,,https://nalasrescue.org/
Canine Estates,,US +1,,,director@canineestates.com,,https://www.canineestates.com/
Suncoast Animal League,,US +1,,,info@suncoastanimalleague.org,,https://www.suncoastanimalleague.org/
Tampa Bay German Shepherd Rescue,,US +1,,,darkrain1234@gmail.com,,https://www.facebook.com/profile.php?id=100064697349269
YOUR Humane Society SPCA,,US +1,,,info@hsspca.org,,https://hsspca.org/
Animal Allies Florida,,US +1,,,info@aaFlorida.org,,https://www.aaflorida.org/
Phoenix Rising Rescue,,US +1,,,,,https://www.phoenixrisingrescue.com/
"Raining Cats and Dogs Shelter and Sanctuary, Inc",,US +1,,,rainingcatsanddogsshelter@gmail.com,,https://www.rainingcatsanddogsshelter.com/
Beyond Nine Cat Rescue,,US +1,,,meow@BeyondNineCatRescue.org,,
Love Me True Rescue,,US +1,,,lovemetruerescue@gmail.com,,http://www.lovemetruerescue.com/
St. Joseph Bay Humane Society,,US +1,,,info@sjbhumanesociety.org,,https://www.sjbhumanesociety.org/
Tampabay Cat Alliance Inc.,,US +1,,,tbcatalliance@gmail.com,,http://www.tampabaycatalliance.org/
C.A.R.E.,,US +1,,,VolunteerCARE@aol.com,,https://www.careshelter.org/
"Feline Canopy of Care, Inc",,US +1,,,mimispath@comcast.net,,https://fcocinc.org/
Helping Paws Animal Sanctuary,,US +1,,,admin@helpingpawsanimalsanctuary.com,,https://www.helpingpawsanimalsanctuary.com/
Pet Rescue By Judy,,US +1,,,info@petrescuebyjudy.com,,https://www.petrescuebyjudy.com/
"Humane Society of Sarasota County, Inc.",,US +1,,,info@hssc.org,,https://www.hssc.org/
Purrfect Match,,US +1,,,purrfectmatchinc@gmail.com,,
Satchel’s Last Resort,,US +1,,,INFO@SATCHELSLASTRESORT.ORG,,https://satchelslastresort.org/
Cat Depot,,US +1,,,info@catdepot.org,,https://catdepot.org/
"H.A.L.O. Rescue, Helping Animals Live and Overcome",,US +1,,,moxas@aol.com,,https://halorescuefl.org/
Florida Pointer Rescue,,US +1,,,floridapointerrescue@gmail.com,,https://www.floridapointerrescue.com/
NAIA’s Pet Rescue,,US +1,,,Contact@naiasrescue.org,,https://naiasrescue.org/
"FurEver Friendz, Inc.",,US +1,,,debra.fureverfriendz@gmail.com,,https://fureverfriendz.org/
Ayla’s Acres,,US +1,,,info@aylasacres.org,,https://aylasacres.org/
"S.A.F.E. Pet Rescue, Inc.",,US +1,,,Rnordan_se1@comcast.ne,,https://safe-pet-rescue-fl.com/
"Spay The Strays, Inc",,US +1,,,spaythestrays@aol.com,,https://spaythestrays.rescuegroups.org/
"Tallahassee Big Dog Rescue, Inc.",,US +1,,,info@bigdogrescue.com,,http://www.bigdogrescue.com/
"ECAH Animals, Inc",,US +1,,,info@ecahanimals.org,,https://www.ecahanimals.org/
"Equine Rescue & Rehabilitation Ranch (Triple R), Inc.",,US +1,,,equinerrr@yahoo.com,,http://triplerhorserescue.org/
Last Hope Rescue Florida,,US +1,,,lasthoperescuefl@gmail.com,,https://www.facebook.com/LastHopeRescueFL/
Lemondrop Farm Sanctuary & Community Outreach,,US +1,,,lemondrop@riseup.net,,https://lemondropproductions.wixsite.com/home
Smitten With Kittens,,US +1,,,adoption@smittenwithkittens.net,,https://www.smittenwithkittens.net/index.html
Pets Alive WNY,,US +1,,,info@petsalivewny.org,,https://www.petsalivewny.org/
"Cat Crusaders, Inc.",,US +1,,,information@tampacatcrusaders.org,,https://www.tampacatcrusaders.org/
Heidis Legacy Rescue Network,,US +1,,,info@heidislegacydogrescue.com,,https://www.heidislegacydogrescue.com/
Humane Society of Tampa Bay,,US +1,,,sherrys@humanesocietytampa,,https://humanesocietytampa.org/
On the Wings of Angels Rescue,,US +1,,,info@owar.Org,,https://www.owar.org/
Paw Print Hearts,,US +1,,,ourpawprinthearts@gmail.com,,https://www.facebook.com/pawprinthearts
Rebels Rescue,,US +1,,,savealife@rebelsrescue.com,,https://www.rebelsrescue.com/
Second Chance for Strays Inc,,US +1,,,scfsfl@aol.com,,https://www.secondchanceforstrays.com/
"SOS Beagle Rescue, Inc",,US +1,,,saveabeagle@sebr.org,,https://www.sosbeagles.org/
St Francis Society Animal Rescue,,US +1,,,,,https://www.stfrancisrescue.org/#/rescue-ui/
Max's Pet Connection,,US +1,,,maxlhirsch@comcast.net,,http://www.maxspetconnection.com/
St. Francis Animal Rescue of Venice Inc.,,US +1,,,stfrancisarfl@gmail.com,,
North Florida Animal Rescue Inc. & The Anthea Duron Adoption Center,,US +1,,,info@northfloridaanimalrescue.org,,https://northfloridaanimalrescue.org/
"Big Dog Ranch Rescue, Inc.",,US +1,,,saveadog@bdrr.org,,https://www.bdrr.org/
C.A.R.E - Cat Crusade Adoption,,US +1,,,catcrusaderescue@gmail.com,,http://www.catcrusade.org/
"You had Me at MEOW, Inc.",,US +1,,,youhadmemeow@gmail.com,,https://youhadmemeow.rescuegroups.org/
A Second Chance Puppies and Kittens Rescue,,US +1,,,info@asecondchancerescue.org,,https://www.asecondchancerescue.org/
"A.R.F. - Animal Rescue Force of South Florida, Inc",,US +1,,,info@animalrescueforce.org,,https://www.animalrescueforce.org/
Darbster Kitty,,US +1,,,Ellen@darbster.com,,https://www.darbsterfoundation.com/
Kibblez of Love,,US +1,,,,,https://www.kol-fl.org/
"Tiki Kiti & Poni Rescue, Inc.",,US +1,,,,,https://www.tikirescue.org/
"Skunkie Acres, Inc",,US +1,,,skunkieacres@aol.com?,,https://skunkieacres.com/
Friends of Feisty Acres Animal Rescue,,US +1,,,myfeistydeb@yahoo.com,,https://feistyacres.com/
Williston Animal Group,,US +1,,,info@willistonanimalgroup.com,,
Mid Florida Sheltie Rescue,,US +1,,,Dillardbad@aol.com,,https://www.midflsheltierescue.com/
A Forever Home Animal Rescue,,US +1,,,lmasters@cfl.rr.com,,https://www.aforeverhomeanimalrescue.org/
"Trust Again Pet Shelter, Inc.",,US +1,,,,,https://taps2646.webs.com/
"Albany Humane Society, Inc.",,US +1,,,kim.alford@swacalbany.org,,https://albanyhumane.org/
Angels Among Us Pet Rescue,,US +1,,,info@angelsrescue.org,,https://angelsrescue.org/
You Lucky Dog Rescue,,US +1,,,info@youluckydogrescue.org,,http://youluckydogrescue.org/
"ENPA - Ente Nazionale Protezione Animali, sez. Bergamo",,,"Via Giuseppe Mangili 4, 24121 Bergamo",,bergamo@enpa.org,035 301764,https://enpabergamo.it
OIPA Italia ODV - Sezione Bergamo,,,"Via Volta 8, 24020 Torre Boldone (sede operativa)",,bergamo@oipa.org,,https://www.oipa.org/italia/delegazioni/bergamo/
OIPA - Nucleo Guardie Eco-Zoofile Bergamo,,,,,bergamo@oipa.org,,https://www.guardiezoofile.info/nuclei/lombardia/bergamo/
"LAV - Lega Anti Vivisezione, Sportello Bergamo",,,"Via Borgo Palazzo 106, 24125 Bergamo",,bergamo@lav.it,344 1362519,https://www.lav.it
Il Rifugio del Cane ODV,Torino (TO),,"Via Francesco Nullo 30, 24068 Seriate",,info@ilrifugiodelcane.org,035 298651,https://www.ilrifugiodelcane.org
Fondazione Baratieri ETS ONLUS,,,"Strada Consortile alla Scortica, 24040 Arzago d'Adda",,rifugio@fondazionebaratieri.it,347 7801076,https://fondazionebaratieriets.it
Dimensione Animale Bergamo ODV,,,"Strada Provinciale 150 s.n.c., 24040 Levate",,dimensioneanimalebg@gmail.com,340 7887738,https://dimensioneanimalebergamo.org
AnimaLibera ODV - Canile di Grignano,,,"Via Brugarole 100, fraz. Grignano, 24041 Brembate",,animalibera.appelli@gmail.com,338 4524334,https://www.animaliberaonlus.it
"Milano Zoofila ODV - Oasi del Cane, Grignano",,,"Via Brugarole 100, fraz. Grignano, 24041 Brembate",,adozioni@milanozoofila.org,338 1929698,https://milanozoofila.org
Canile di Colzate - Ass. Poldo ODV,,,"Via Bonfanti 110, 24020 Colzate",,canilecolzate@hotmail.it,348 4400305,https://caniledicolzate.wixsite.com/canile-colzate
Canile di Calvenzano,,,"Via Roma, Calvenzano",,info@canilecalvenzano.com,0363 45388,
ENPA Bergamo - Gattile,,,"Via Borfuro 2, 24121 Bergamo",,bergamo@enpa.org,035 246008,https://enpabergamo.it
Amici del Gattile ONLUS - Gattile di Treviglio,,,"Via Cappuccini snc (ang. Via Pontirolo 31), 24047 Treviglio",,gattiletreviglio@gmail.com,350 5392576,https://www.gattiletreviglio.it
Amici per i Baffi ODV - Rifugio Oasi Gatti,,,"Via A. Manzoni 24, 24040 Madone",,,,
Gatti di Bergamo,,,24125 Bergamo,,mici@gattidibergamo.it,349 7164498,
I Gatti di Anna ODV,,,"Cascina lungo Provinciale Francesca, Verdello",,igattidiannabergamo@gmail.com,333 1069674,
Gattile di Caravaggio,,,,,,340 7890170,
"AIPA - Associazione Italiana Protezione Animali, sez. Bergamo",,,"ASST Papa Giovanni XXIII, Piazza O.M.S. 1, 24127 Bergamo",,aipa.bergamo@gmail.com,,https://www.aipabergamo.com
Il Cercapadrone - sez. Bergamo,,,,,bergamo@ilcercapadroneonlus.it,333 6353844,
Stragatti R. ONLUS,,,,,,,
Mici per Amici,,,,,amicidikika@katamail.com,,
Rete Territoriale Felini Liberi - Media e Alta Valle Seriana,,,"Pineta di Clusone, loc. Busgarina (progetto 'I Gatti nel Bosco')",,bergamo@enpa.org,,https://enpabergamo.it
I Pelosetti di Silvana,,,,,,,https://www.ipelosettidisilvana.com
A.T.A.R. ODV - Associazione Tutela Animali Randagi,,,"Via Orzinuovi snc, Parco del Mella, 25125 Brescia",,,348 8926600,https://atarbrescia.it
S.O.S. Randagi - Canile Rifugio di Brescia,,,"Via Girelli 6, 25100 Brescia",,info@canilerifugiobrescia.it,338 1713874 / 346 3856600,http://www.canilerifugiobrescia.it
Associazione Le Muse - Rifugio,,,"SP 67, km 2/3, Rezzato",,info@associazionelemuse.it,328 9199310 / 339 7127686,http://www.associazionelemuse.com
Canile San Rocco di Calcinatello,,,"Via Gavardina di Sopra 2, Calcinatello (Brescia)",,info@caniledicalcinatello.it,333 7279612,http://www.caniledicalcinatello.it
Rustico Belfiore ONLUS - Canile e Gattile,,,"Via Milano 39, 25032 Chiari",,rusticobelfiore@libero.it,327 1965157 / 030 7001701,https://www.rusticobelfiore.it
Associazione Compagni di Strada - Canile Intercomunale,,,"Via San Lorenzino Basso 8, Loc. S. Pietro, 25015 Desenzano del Garda",,compagnidistrada@gmail.com,340 5066247,https://www.compagnidistrada.org
Associazione ARGO - Rifugio di Gorzone,,,"Loc. Crape di Luine (Parco Incisioni Rupestri), Gorzone di Darfo Boario Terme",,info@rifugiodigorzone.it,347 8603088,http://www.rifugiodigorzone.it
Angeli nell'Ombra - Cascina Carlotti,,,"Cascina Carlotti, Gottolengo",,info@angelinellombra.com,030 9951961,https://www.angelinellombra.com
Rifugio Comprensoriale della Valcamonica,,,"Località Tolbes, Lozio",,,0364 1942875 / 0364 329415,
A.V.A.R. - Associazione Volontari Amici Randagi / Gattile Oasi AVAR,,,"Via Orzinuovi, Parco del Mella, 25100 Brescia (sede: Via E. Fermi 34, Castelmella)",,info@avar.it,339 4206389,https://www.avar.it
Associazione Telefono Difesa Animali ODV - Gattile,,,"Cascina Gruccione, Parco del Montenetto, 25020 Capriano del Colle",,info@telefonodifesaanimali.it,030 2548521 / 333 3623224,https://www.telefonodifesaanimali.it
Associazione R.A.F. - Rifugio Animali Felici / Gattile Villaggio Paolino,,,"Via San Lorenzino Basso 8, Loc. S. Pietro, 25015 Desenzano del Garda",,associazione.raf@gmail.com,342 6164865,https://www.gattiledidesenzano.it
L.A.I.C.A. ODV - Libera Associazione Italiana per la Cura degli Animali,,,"Via S. D'Acquisto 10, 25030 Erbusco",,laicaperglianimali@gmail.com,338 7662780,
La Casa del Gatto - Associazione di Promozione Sociale,,,Terreno concesso dal Comune di Provaglio d'Iseo,,,,
OIPA - Sezione Capriolo (BS),,,"c/o Casa delle Associazioni, Via IV Novembre 26, Capriolo",,,339 2452980,https://www.oipa.org/italia/delegazioni/
Canile Sanitario di Brescia - ATS Brescia,,,"Via Orzinuovi 92, 25125 Brescia",,canilesanitario@ats-brescia.it,030 3838452,https://www.ats-brescia.it/canile-sanitar-1
Ass.ne A.D.L.A. [ASSOCIAZIONE DIFESA LIBERTA' ANIMALI ] Onlus,,,,,info-adozioni@katamail.com,,
A.N.P.A.A. ASSOCIAZIONE NAZIONALE PROTEZIONE ANIMALI DI AFFEZIONE,,,,,anpa-alba@tiscali.it t,,http://www.anpa-albalangheroero.it/
A.R.C.A. ANIMAL RESEARCH CONSERVATION IN ACTION ONLUS,,,,,segreteria@fondazionearca.eu,,https://fondazionearca.eu/
A.S.A. ASSOCIAZIONE SOCCORSO ANIMALI,,,,,,,
A.S.SE.A. ONLUS,,,,,asseaonlus2011@gmail.com,,https://asseaonlus.wordpress.com/
Abeta Onlus,,,,,infoabeta@alice.it,,https://www.facebook.com/abeta.onlus/?locale=it_IT
AMICI DEGLI ANIMALI ONLUS,,,,,info.amicideglianimali@gmail.com,,https://www.amicideglianimali.net/
ANIMA EQUINA APS,,,,,,,https://www.animaequina.it/
Animal Amnesty,,,,,info@animalamnesty.it,,https://www.facebook.com/AnimalAmnesty/
ANIMAL EQUALITY ITALIA,,,,,info@animalequality.it,,https://animalequality.it/
Pet Rescue Italia,,,,,petrescueitalia@gmail.com,,https://www.petrescueitalia.org/
ANIMALISTI VERONA,,,,,animalistiverona@gmail.com,,https://www.animalistiverona.org/
ANIMALS ASIAFOUNDATION ITALIA,,,,,info@animalsasia.org,,https://www.animalsasia.org/it/
AnimAnimale ONLUS,,,,,riccardo.sinopoli@gmail.com,,https://www.facebook.com/AnimAnimaleOnlus/
Associazione Arischiogatti Onlus,,,,,arischiogatti@email.it,,https://arischiogatti.it/
ASSOCIAZIONE AMICI DEL CANE RANDAGIO,Santa Vittoria d'Alba (CN),,Private Welfare Structure,,siciliamicidelcane@gmail.com,Not available,https://www.amicidelcaneonlus.it/
Animabau,,,,,Animabau.2012@gmail.com,,https://www.facebook.com/people/Animabau/100050808083930/?paipv=0&eav=AfbWTERSDodOh-VDL0Q5IShjUcZ6ng5NxMdgUDO_TPBXwh7FDaHg-XaZNAeeAeqODRU&_rdr
Animal Empathy Onlus,,,,,animalempathyonlus@gmail.com,,https://www.facebook.com/animalempathyonlus/?locale=it_IT
ASSOCIAZIONE ANIMALISTA ARONNE,,,,,sandro.fanara@associazionearonne.it,,https://www.associazionearonne.it/
ASSOCIAZIONE ANIMALISTA FRANCA VALERI ONLUS,,,,,assfrancavaleri@gmail.com,,https://www.facebook.com/associazioneanimalistafrancavaleri/
ASSOCIAZIONE ANIMALISTI ATTIVI ONLUS,,,,,animalistiattivionlus@gmail.com,,https://www.facebook.com/animalisti.attivionlus/?locale=it_IT
ASSOCIAZIONE BENESSERE ANIMALE,,,,,info@associazionebenessereanimale.it,,https://associazionebenessereanimale.it/
ASSOCIAZIONE CASA DEL CANE VAGABONDO,,,,,casadelcanevagabondo@libero.it,,https://casadelcanevagabondo.wordpress.com/
ASSOCIAZIONE CULTURALE CIRCOLO CINOFILO SLEGA IL CANE,,,,,chiaravita@gmail.com,,https://www.facebook.com/slegailcane/?locale=it_IT
Rifugio dei picciriddi,,,,,picciriddisfortunati@gmail.com,,https://www.facebook.com/rifugiodeipicciriddi/
ASSOCIAZIONE GATTOFILA SEGRATESE ONLUS,,,,,gattofila.segratese@tiscali.it,,https://gattofilasegratese.jimdofree.com/
G.E.A. Animal’s Land,,,,,info@geanimalsland.it,,http://www.geanimalsland.it/
ASSOCIAZIONE GLI AMICI DI WOLF,,,,,amicidiwolf@gmail.com,,https://www.amicidiwolf.com/
Associazione la fattoria del cane ciuk onlus,,,,,onlusfattoriadelcane@gmail.com,,https://www.facebook.com/fattoriadelcaneciuk/
ASSOCIAZIONE PROTEZIONE ANIMALI E CANI ABBANDONATI APACA,,,,,rifugioapaca@gmail.com,,https://www.associazioneapaca.eu/chi-siamo-2/gli-organi-statutari/
Zampe Alla Riscossa Onlus,,,,,associazione.zar@libero.it,,https://www.facebook.com/associazione.zar/?locale=it_IT
Associazione Cavalli del Bisbino ONLUS,,,,,associazione@cavallidelbisbino.ch,,http://cavallidelbisbino.com/
Cuori Randagi ONLUS,,,,,associazione@cuorirandagi.org,,https://www.cuorirandagi.org/
ENTE DI TUTELA ANIMALE L'ALTRA ZAMPA,,,,,info.laltrazampa@gmail.com,,http://www.laltrazampa.it/
Fattoria di Chiara e Arianna ONLUS,,,,,fattoriadichiaraearianna@gmail.com,,https://www.fattoriadichiaraearianna.com/
FIENILE ANIMATO,,,,,info@fienileanimato.it,,http://www.fienileanimato.it/
G.A.VOL. GRUPPO ANIMALISTI VOLTERRA ORGANIZZAZIONE DI VOLONTARIATO,,,,,gavol2007@libero.it,,https://www.gavolonlusvolterra.it/chi-siamo/
La Terra dei Cavalli,,,,,nellaterradeicavalli@hotmail.it,,https://www.laterradeicavalli.com/
"Associazione Animalista ""Le Fusa"" O.N.L.U.S.",,,,,info@associazionelefusa.it,,http://www.associazionelefusa.it/
NON SOLO VITA DA CANI ONLUS,,,,,info@vitadacani.org,,https://www.vitadacani.org/
OMNIA LIBERA PROTEZIONE AMBIENTE E ANIMALI ONLUS,,,,,info@omnialibera.com,,https://www.facebook.com/omnialibera/?locale=it_IT
PRO ANIMALS ONLUS,,,,,info@proanimals.it,,http://proanimalsonlus.proanimals.it/
ONLUS proteggiamo i nostri amici animali in Maremma,,,,,serenaarri1975@gmail.com,,https://www.facebook.com/people/ONLUS-proteggiamo-i-nostri-amici-animali-in-Maremma/100068494837208/?paipv=0&eav=AfaPp81MtmC7ENcPYW3VVlFBludpIG4ZhAs9PZdMfOzGwJIzJd81TPY79xA8J2kka8U&_rdr
Rescue Boxer La Fenice Onlus,,,,,sostieni.fenice.boxer@gmail.com,,https://adozioniboxer.it/
Rifugio per cani Agrilia,,,,,agrilia@agrilia.it,,https://www.rifugiopercaniagrilia.org/
Rifugio Ramondetti Cassardo Onlus,,,,,posta@rifugiotrofarello.org,,https://www.facebook.com/RifugioRamondettiCassardoOnlus/?locale=it_IT
Un rifugio da salvare,,,,,sosprimosoccorso@libero.it,,https://www.facebook.com/sosprimosoccorsocaniegatti/?locale=it_IT
Telefono Difesa Animali O.D.V.,,,,,info@telefonodifesaanimali.it,,https://www.telefonodifesaanimali.it/
Associazione Un Cane per Sorridere Onlus,,,,,info@uncanepersorridere.it,,https://www.uncanepersorridere.it/
Vita Da Gatti - Cagliari,,,,,vitadagattionlus@gmail.com,,https://www.facebook.com/profile.php?id=100064520838960&locale=it_IT
VITA Randagia ONLUS - Volontari Italiani Tutela Animali,,,,,Vitarandagia@hotmail.com,,https://www.facebook.com/vitarandagia/
Zampa Siciliana onlus,,,,,Zampsicilianaonlus@libero.it,,https://www.facebook.com/Zampasiciliana/?locale=it_IT
Zampamica Lecco ODV,,,,,zampamicalecco@gmail.com,,https://www.zampamica2010.org/
Zampe Felici Onlus,,,,,taniazampefelici@gmail.com,,https://www.facebook.com/zampefelicionlus/
4 zampe in riviera onlus,,,,,4zampeinriviera.onlus@gmail.com,,https://www.facebook.com/4zampeinriviera/
Associazione Rifugio del Cane San Francesco Onlu,,,,,info@rifugiosanfrancesco.it,,http://www.rifugiosanfrancesco.it/
Il Rifugio degli Asinelli ONLUS,,,,,info@ilrifugiodegliasinelli.org,,https://www.ilrifugiodegliasinelli.org/
A.NI.T.A. - Associazione Nicese Tutela Animali,Nizza Monferrato (AT),,"Via M. Tacca 135, 14049 Nizza Monferrato",,,,
A.R.C.A. San Damiano d'Asti,San Damiano d'Asti (AT),,,,,,
A.T.A. - PC Alessandria Camino,Camino (AL),,,,,,
"Amici degli Animali ""Gustavo Allara""",Collegno (TO),,"Strada della Varda 53, 10093 Collegno",,,011/4156326,
Amici dei Gatti Galliate,Galliate (NO),,"Via del Piaggio 57, 28067 Galliate",,info@amicideigatti.org,335-7569651,https://www.amicideigatti.org
Amici dei Mici Savigliano,Savigliano (CN),,"Via Galimberti 10-12, Savigliano",,,335 230595,https://amicideimicisavigliano.org
Amici del Cane Domodossola,Domodossola (VB),,"Regione Nosere - Via Polveriera, 28845 Domodossola",,amicidelcanedomodossola@hotmail.it,331 5410437,https://amicidelcanedomo.wixsite.com/canile
Amici del Cane Omegna,Omegna (VB),,"Via Comoli 106-186, 28887 Omegna",,,0323-861198,
Amici del Rifugio di Cavour,Cavour (TO),,"Via Barrata 34, 10061 Cavour",,,339 4566332,https://rifugiodicavour.it
Amici di Zampa Alba,Alba (CN),,"Via Vivaro 17, Loc. Toppino, 12051 Alba",,amicidizampa@tiscali.it,335 6915647,https://amicidizampa.org
Amico Randagio,Vercelli (VC),,,,info@amicorandagio.it,,https://www.amicorandagio.it
Animal SOS ODV,Carmagnola (TO),,,,info@animal-sos.it,339 3018042,https://www.voltoweb.it/animalsos
Animali Senza Confini,Coazze (TO),,,,,,
ASPA - Animali Solo per Amore ODV,Biella (BI),,"Via Orfanotrofio 16, 13900 Biella / Via per Castelletto Cervo 407/A, Cossato",,,015 9842509,https://www.aspaonlus.it
Animal's Angel Novi ONLUS,Castelletto d'Orba (AL),,Sede: Novi Ligure (AL) - op. Canile Tortona Via Castelnuovo 31,,,333.6030007,https://animalsangelsnovi.wordpress.com
Arca di Piera ODV,Rivalta di Torino (TO),,"Via Valgioie 39, 10040 Rivalta di Torino",,arcadipieraposta@gmail.com,335 421007,https://www.arcadipiera.it
Arione Creat,Castagnole Piemonte (TO),,,,,,
Associazione A-mici di Trino ODV,Trino (VC),,,,unacasaperamici@gmail.com,334-3841535,
Associazione Biellese Difesa Animali (A.B.D.A.),Biella (BI),,"c/o CTV, Via Orfanotrofio 16, 13900 Biella",,bonaudigrabriella34@gmail.com,377 1618405,
Associazione Borgomanerese Amici Quattrozampe ODV,Borgomanero (NO),,"Via Chiesa 2, 28021 Borgomanero",,,,
Associazione Cani Rubini,Alba (CN),,,,canirubini@gmail.com,335 5458018,
Associazione Canile Rifugio Paquito ONLUS,Fontaneto d'Agogna (NO),,"Via G. Amendola 48, 28010 Fontaneto d'Agogna",,rifugio.paquito@hotmail.it,0322 89554,https://www.canilerifugiopaquito.org
"Associazione di Volontariato ""Amici degli Animali"" Saluggia",Saluggia (VC),,,,,,
"Associazione di Volontariato ""Arcadia""",Robassomero (TO),,,,,,
"Associazione di Volontariato ""Diamoci la Zampa"" ODV",Crescentino (VC),,"Strada per Casale 1, 13044 Crescentino",,info@diamocilazampaodv.it,349 6322342,https://www.diamocilazampaodv.it
Associazione di Volontariato L'Arca di Noè,Livorno Ferraris (VC),,,,,,
Associazione di Volontariato Panciallegra ONLUS,Alessandria (AL),,"Via Monteverde 37, 15121 Alessandria",,info@panciallegra.it,393 7226642,https://www.panciallegra.it
Associazione di Volontariato Rifugio Miletta ETS,Agrate Conturbia (NO),,"Via Visconti 31 ter, 28010 Agrate Conturbia",,info@rifugiomiletta.org,346 313 2222,https://www.rifugiomiletta.org
Associazione di Volontariato Scodinzola Felice ODV,Verbania (VB),,"Via ai Casoni, Piano Grande, Fondotoce, Verbania",,info@scodinzolafelice.it,340 4237919,https://www.scodinzolafelice.it
Associazione Difesa Felini,Asti (AT),,,,,,
Associazione Liberigatti Animalista Ambientalista,Settimo Torinese (TO),,,,,,
Associazione Nazionale Protezione Animali,Fossano (CN),,,,,,
Associazione Nazionale Protezione Animali per la Vita (A.N.P.A.V.),Ivrea (TO),,"Via G. Marconi 16, 10010 Settimo Vittone",,,125.1889095,https://www.anpav.net
Associazione Novarese Amici del Gatto,Novara (NO),,,,,,
Associazione Novese Donatori Volontari Sangue,Novi Ligure (AL),,,,,,
Associazione Novese per il Ricovero dei Cani Abbandonati,Novi Ligure (AL),,,,,,
Associazione per la Tutela degli Animali,Alessandria (AL),,"Via Ghilini 73, 15100 Alessandria",,,,
Associazione Pontesturese Ecologia e Animali,Pontestura (AL),,,,,,
Associazione Protezione Animali Alessandria,Alessandria (AL),,,,,,
Associazione Protezione Animali Chivasso,Chivasso (TO),,,,,,
Associazione Protezione Animali Lietta Marucco,Borgo d'Ale (VC),,,,,,
Associazione Zoofila Astigiana,Asti (AT),,"Fraz. San Marzanotto 249, 14100 Asti",,,0141-531290,
Associazione Zoofila Borgo Ticino,Borgo Ticino (NO),,,,,,
Bastardini,Rivoli (TO),,,,,,
Centro Recupero Animali Selvatici,Bernezzo (CN),,,,,,
Code in Coda,Torino (TO),,,,,,
Cuore di Zampa,Valenza (AL),,,,,,
Diamogli una Zampa,Busca (CN),,,,,,
Difesa Animali Santhià,Santhià (VC),,,,,,
Doggy Bag,Fiano (TO),,,,,,
Ente Italiano Protezione Animali,Caselle Torinese (TO),,,,,,
Eporedianimali - Onlus,Ivrea (TO),,,,,,
Fido Cerca Casa,Bra (CN),,,,,,
Gattagorà,Torino (TO),,"Corso San Maurizio 35, 10124 Torino",,,,
Gattile San Francesco d'Assisi,Santhià (VC),,"Via Ferraris 21/E-F, Santhià",,,,
Gruppo di Volontariato per la Tutela e l'Assistenza degli Animali,Acqui Terme (AL),,,,,,
Happy Dog,Santo Stefano Roero (CN),,,,,,
I Gatti del Borgo - Associazione per la Protezione degli Animali,Comignago (NO),,,,,,
I Miei Amici - Sezione Pinerolo,Pinerolo (TO),,,,,,
Il Cucciolo Protezione Animali,Chivasso (TO),,,,,,
Il Rifugio di Diana,Castellar Guidobono (AL),,,,,,
In Punta di Coda,San Mauro Torinese (TO),,,,,,
International Animal Protection League Italia,Villafranca d'Asti (AT),,,,,,
L.I.D.A. - Cirié Valli di Lanzo,Cirié (TO),,"Corso Nazioni Unite 32, 10073 Cirié",,,,
L.I.D.A. - Tutela Felini Torino,Torino (TO),,,,,,
L.I.D.A. - Sezione Alba-Bra,Bra (CN),,,,,,
L.I.D.A. - Sezione Carrù-Mondovì-Ceva,Carrù (CN),,,,,,
L.I.D.A. - Sezione Fossano-Savigliano,Fossano (CN),,,,,,
L.I.D.A. - Sezione Garessio-Ormea,Garessio (CN),,,,,,
Gattile di Cuneo (L.I.D.A.),Cuneo (CN),,"Via Barolo 43/a, Cuneo",,,,http://www.gattiledicuneo.it
L.I.D.A. - Sezione Alessandria,Alessandria (AL),,,,,,
L.I.D.A. - Sezione Asti,Valfenera (AT),,,,,,
L.I.D.A. - Sezione Chieri,Chieri (TO),,,,,,
L.I.D.A. - Sezione Cuneo,Cuneo (CN),,,,,,
L.I.D.A. - Sezione Novara,Novara (NO),,,,,,
