Name,Address,Lat,Lon,Email,Website,Facebook,Extra1,Extra2
MONTERSINO CRISTIAN (Azienda Agricola Allevamento),Via Mulino Vecchio 31,,,moncric1@tiscalinet.it,cani.com,,UNK0208,Guarene (CN)
IL RIFUGIO DI FIDO (LIDA Alba-Bra ODV),Via Langhe 23,,,lidacirie@gmail.com (Shared LIDA Registry),empethy.it/lida-alba-bra,,UNK0209,Pollenzo / Bra (CN)
RIFUGIO MILETTA ETS,Via Visconti 31 ter,,,info@rifugiomiletta.org,rifugiomiletta.org,,UNK0210,Agrate Conturbia (NO)
CANILE COMUNALE DI PRIMA ACCOGLIENZA,Via Resega 20,,,urp@comune.borgomanero.no.it,comune.borgomanero.no.it,,UNK0211,Borgomanero (NO)
CANILE COMUNALE DI PRIMA ACCOGLIENZA,Via Varallino - Reg. Vulcate Vecchia 1,,,info@comune.galliate.no.it,comune.galliate.no.it,,UNK0212,Galliate (NO)
CANILE RIFUGIO ENPA NOVARA,Via del Gazurlo 57,,,novara@enpa.org,enpanovara.com,,UNK0213,Novara (NO)
MEIN STAFFI (Allevamento e Pensione),Strada Galavardiera 2,,,info@meinstaffi.it,pensionepercanitorino.com,,UNK0214,Cumiana (TO)
RIFUGIO DEL CANE (Amici degli Animali VB),Via ai Casoni 19,,,rifugiodelcane.vb@gmail.com,rifugiodelcane.com,,UNK0215,Verbania (VB)
PARCO CANILE (Amici del Cane ODV),Via Caduti del Lavoro 14,,,canileomegna@gmail.com,canilediomegna.it,,UNK0216,Omegna (VB)
Nome Organizzazione: Canile e Gattile Regionale della Valle d'Aosta,"Indirizzo Fisico: Località La Croix Noire, Rue de l'Arène 10, 11020 Saint-Christophe (AO)",,,Email: cgr.aosta@coopmelograno.org,Sito Web: canilegattileregionale-vda.it,,UNK0217,Unknown
Nome Organizzazione: AVAPA ODV,"Indirizzo Fisico: Località Grand Chemin 187, 11020 Saint-Christophe (AO) (dietro Cinelandia)",,,Email: infoavapaodv@gmail.com,Sito Web: avapa.org,,UNK0218,Unknown
Nome Organizzazione: Centro Recupero Animali Selvatici della Valle d'Aosta,"Indirizzo Fisico: Località Busseyaz 56, 11020 Quart (AO)",,,Email: r.stella@regione.vda.it (contatto del responsabile dell'Ufficio fauna selvatica),Sito Web: regione.vda.it - Sezione CRAS,,UNK0219,Unknown
La Zampa VdA ODV,"Via Roma 19 aosta, Aosta, Italy, 11100",,,lazampavda@gmail.com,,,UNK0220,Unknown
L' Albero di Mais,"C.so Savona, 140, 10024 Moncalieri TO",,,amici.canilemoncalieri@gmail.com,https://alberodimais.it/,,UNK0221,Unknown
LA GATTERIA!,,,,,,,UNK0222,Unknown
Contact: gulp,,,,gulp@howmanyelephants.org,https://howmanyelephants.org/,,UNK0301,Unknown
Bastardini ODV ETS,"Rifugio Il Bau, Via Caselette 11, Alpignano (TO)",,,info@bastardini.it,https://www.bastardini.it,,UNK0223,Rivoli / Alpignano (TO)
L.I.D.A. Sezione Chieri ODV - Parco delle Fusa,"Strada del Tario 6, 10023 Chieri",,,,,,UNK0224,Chieri (TO)
L.I.D.A. - Sezione Moncalieri (L'Albero di Mais),"Corso Savona 140, Moncalieri",,,amici.canilemoncalieri@gmail.com,,,UNK0225,Moncalieri (TO)
Le Sfigatte ONLUS,"Via Moncalieri 114/E, 10090 Gassino Torinese (TO)",,,info@lesfigatte.it,lesfigatte.it,,UNK0226,Torino (TO)
Maramiao - Ass. a Salvaguardia e Tutela dei Felini,"Via Giuseppe Verdi 4, 14049 Nizza Monferrato (AT)",,,associazionemaramiao2004@gmail.com,,,UNK0227,Nizza Monferrato (AT)
Rifugio Argo (ENPA),"Via Gibbione 24, Val della Torre",,,valdellatorre@enpa.org,,,UNK0228,Val della Torre (TO)
Location: address,address,,,,,,UNK0229,Unknown
"Location: 3/137 North Road, Kaitaia 0482","3/137 North Road, Kaitaia 0482",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0230,Unknown
"Location: 45 Sandys Road, RD3, Kerikeri 0295","45 Sandys Road, RD3, Kerikeri 0295",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0231,Unknown
"Location: 143 Kioreroa Road, Port Whangarei, Whangarei 0110","143 Kioreroa Road, Port Whangarei, Whangarei 0110",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0232,Unknown
"Location: 6 Rawiri Place, Hobsonville, Auckland 0618","6 Rawiri Place, Hobsonville, Auckland 0618",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0233,Unknown
"Location: 50 Westney Road, Mangere, Auckland 2022","50 Westney Road, Mangere, Auckland 2022",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0234,Unknown
"Location: 321 Ngati Maru Highway, Thames 3578","321 Ngati Maru Highway, Thames 3578",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0235,Unknown
"Location: 49 Northway Street, Te Rapa, Hamilton 3200","49 Northway Street, Te Rapa, Hamilton 3200",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0236,Unknown
"Location: 43 Alach Street, Gate Pa, Tauranga 3112","43 Alach Street, Gate Pa, Tauranga 3112",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0237,Unknown
"Location: 15 Gateway Crescent, Whakatane 3194","15 Gateway Crescent, Whakatane 3194",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0238,Unknown
"Location: 24 Old Taupo Road, Mangakakahi, Rotorua 3015","24 Old Taupo Road, Mangakakahi, Rotorua 3015",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0239,Unknown
"Location: 75 Colson Road, Waiwhakaiho, New Plymouth 4372","75 Colson Road, Waiwhakaiho, New Plymouth 4372",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0240,Unknown
"Location: 168 Hakiaha Street, Taumarunui 3920","168 Hakiaha Street, Taumarunui 3920",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0241,Unknown
"Location: 131 Centennial Drive, Tauhara, Taupo 3378","131 Centennial Drive, Tauhara, Taupo 3378",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0242,Unknown
"Location: 14 Nursery Road, Matawhero, Gisborne 4040","14 Nursery Road, Matawhero, Gisborne 4040",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0243,Unknown
"Location: 31 Mersey Street, Pandora, Napier 4140","31 Mersey Street, Pandora, Napier 4140",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0244,Unknown
"Location: 8 Heathcote Road, Longlands, Hastings 4175","8 Heathcote Road, Longlands, Hastings 4175",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0245,Unknown
"Location: 134 London Street, Whanganui 4500","134 London Street, Whanganui 4500",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0246,Unknown
"Location: 43 Takapau Road, Waipukurau 4200","43 Takapau Road, Waipukurau 4200",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0247,Unknown
"Location: 5 Easton Street, Dannevirke 4930","5 Easton Street, Dannevirke 4930",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0248,Unknown
"Location: 93 Napier Road, Terrace End, Palmerston North 4414","93 Napier Road, Terrace End, Palmerston North 4414",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0249,Unknown
"Location: 169 Mako Mako Road, Levin 5510","169 Mako Mako Road, Levin 5510",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0250,Unknown
"Location: 299 Ngaumutawa Road, Solway, Masterton 5810","299 Ngaumutawa Road, Solway, Masterton 5810",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0251,Unknown
"Location: 140 Alexandra Road, Newtown, Wellington 6021","140 Alexandra Road, Newtown, Wellington 6021",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0252,Unknown
"Location: 400D High Street, Motueka 7120","400D High Street, Motueka 7120",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0253,Unknown
"Location: 379 Waimea Road, Enner Glynn, Nelson 7011","379 Waimea Road, Enner Glynn, Nelson 7011",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0254,Unknown
"Location: 31 Fox's Island Road, Renwick 7243","31 Fox's Island Road, Renwick 7243",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0255,Unknown
"Location: 68 Mill Street, Westport 7825","68 Mill Street, Westport 7825",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0256,Unknown
"Location: 21/27 Preston Road, Blaketown, Greymouth 7805","21/27 Preston Road, Blaketown, Greymouth 7805",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0257,Unknown
"Location: 14 Wilmers Road, Hornby, Christchurch 8025","14 Wilmers Road, Hornby, Christchurch 8025",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0258,Unknown
"Location: 4 Seafield Road, Netherby, Ashburton 7700","4 Seafield Road, Netherby, Ashburton 7700",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0259,Unknown
"Location: 119 Hedley Road, RD 3, Timaru 7973","119 Hedley Road, RD 3, Timaru 7973",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0260,Unknown
"Location: 2 Balneaves Lane, Wanaka 9382","2 Balneaves Lane, Wanaka 9382",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0261,Unknown
"Location: 18 Glenda Drive, Frankton, Queenstown 9300","18 Glenda Drive, Frankton, Queenstown 9300",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0262,Unknown
"Location: 281 Thames Street, Oamaru 9400","281 Thames Street, Oamaru 9400",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0263,Unknown
"Location: 1 Torridon Street, Opoho, Dunedin 9010","1 Torridon Street, Opoho, Dunedin 9010",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0264,Unknown
"Location: VetSouth Gore, 8 Richmond Street, Gore 9710","VetSouth Gore, 8 Richmond Street, Gore 9710",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0265,Unknown
"Location: 22 Harewood Road, RD 11, Invercargill 9877","22 Harewood Road, RD 11, Invercargill 9877",,,https://www.spca.nz/contact,https://www.spca.nz/,,UNK0266,Unknown
Contact: info,,,,info@gsdrescue.org.nz,https://www.gsdrescue.org.nz/,,UNK0267,Unknown
Website: https://www.cpl-wellington.org.nz/,,,,,https://www.cpl-wellington.org.nz/,,UNK0268,Unknown
Website: https://animalliberationfrontline.com,,,,https://animalliberationfrontline.com/contact-animal-liberation-front-line/,https://animalliberationfrontline.com,,UNK0269,Unknown
Contact: info,,,,info@battersea.org.uk,http://www.battersea.org.uk/,,UNK0270,Unknown
Contact: info,,,,info@thebrooke.org,http://www.thebrooke.org/,,UNK0271,Unknown
Contact: info,,,,info@mayhewanimalhome.org,https://themayhew.org/,,UNK0272,Unknown
Contact: ralph.baber,,,,ralph.baber@drinkingfountains.org,http://drinkingfountains.org/,,UNK0273,Unknown
Contact: info,,,,info@worldanimalprotection.us,https://www.worldanimalprotection.org/,,UNK0274,Unknown
Contact: membership,,,,membership@rspb.org.uk,https://rspb.org.uk/,,UNK0275,Unknown
Website: https://africanconservation.org/,,,,,https://africanconservation.org/,,UNK0276,Unknown
Contact: enquiries,,,,enquiries@arc-trust.org,https://www.arc-trust.org/,,UNK0277,Unknown
Contact: hello,,,,hello@animalfreeresearchuk.org,https://www.animalfreeresearchuk.org/,,UNK0278,Unknown
Website: https://www.aspinallfoundation.org/,,,,https://share.hsforms.com/1TyTesSqdQOKePCsODiTOSA1n2zx,https://www.aspinallfoundation.org/,,UNK0279,Unknown
Website: https://www.bluecross.org.uk/,,,,https://bluecrosseu.freshdesk.com/support/tickets/new,https://www.bluecross.org.uk/,,UNK0280,Unknown
Contact: info,,,,info@bornfree.org.uk,https://www.bornfree.org.uk/,,UNK0281,Unknown
Contact: info,,,,info@bdmlr.org.uk,https://bdmlr.org.uk/,,UNK0282,Unknown
Contact: info,,,,info@bhwt.co.uk,https://www.bhwt.org.uk/,,UNK0283,Unknown
Contact: info,,,,info@thebhs.org,https://www.thebhs.org/,,UNK0284,Unknown
Contact: info,,,,info@bto.org,https://www.bto.org/,,UNK0285,Unknown
Website: https://www.buttercups.org.uk/,,,,,https://www.buttercups.org.uk/,,UNK0286,Unknown
Website: https://www.cats.org.uk/,,,,https://www.cats.org.uk/find-us/contact-us,https://www.cats.org.uk/,,UNK0287,Unknown
Website: http://www.uncaged.co.uk/,,,,https://www.casj.org.uk/contact,http://www.uncaged.co.uk/,,UNK0288,Unknown
Website: https://cinnamon.org.uk/cinnamon-trust/,,,,https://cinnamon.org.uk/contact-us/,https://cinnamon.org.uk/cinnamon-trust/,,UNK0289,Unknown
Website: https://www.ciwf.org.uk/,,,,https://www.ciwf.org.uk/contact-us/,https://www.ciwf.org.uk/,,UNK0290,Unknown
Contact: info,,,,info@dogstrust.org.uk,https://www.dogstrust.org.uk/#main-content,,UNK0291,Unknown
Website: https://www.thedonkeysanctuary.org.uk/,,,,https://www.thedonkeysanctuary.org.uk/contact,https://www.thedonkeysanctuary.org.uk/,,UNK0292,Unknown
Website: https://elephant-family.org/,,,,https://elephant-family.org/contact-us/,https://elephant-family.org/,,UNK0293,Unknown
Contact: info,,,,info@ferneanimalsanctuary.org,https://www.ferneanimalsanctuary.org/,,UNK0294,Unknown
Contact: office,,,,office@freedomforanimals.org.uk,https://www.freedomforanimals.org.uk/,,UNK0295,Unknown
Contact: info,,,,info@froglife.org,https://www.froglife.org/,,UNK0296,Unknown
Contact: hello,,,,hello@frame.org.uk,https://frame.org.uk/,,UNK0297,Unknown
Website: https://hedgehogcare.org.uk/,,,,https://hedgehogcare.org.uk/contact/,https://hedgehogcare.org.uk/,,UNK0298,Unknown
Contact: contact,,,,contact@hillside.org.uk,https://www.hillside.org.uk/,,UNK0299,Unknown
Contact: info,,,,info@horsetrust.org.uk,https://horsetrust.org.uk/,,UNK0300,Unknown
Contact: info,,,,info@humanimaltrust.org.uk,https://www.humanimaltrust.org.uk/,,UNK0302,Unknown
Contact: info,,,,info@internationalanimalrescue.org,https://www.internationalanimalrescue.org/,,UNK0303,Unknown
Contact: info,,,,info@league.org.uk,https://www.league.org.uk/,,UNK0304,Unknown
Website: https://dogshome.net/,,,,https://dogshome.net/contact/,https://dogshome.net/,,UNK0305,Unknown
Contact: info,,,,info@wildfutures.org,https://www.monkeysanctuary.org/,,UNK0306,Unknown
Website: https://www.nawt.org.uk/,,,,https://www.nawt.org.uk/about/contact-us/,https://www.nawt.org.uk/,,UNK0307,Unknown
Contact: info,,,,info@notodogmeat.com,https://notodogmeat.com/,,UNK0308,Unknown
Website: https://www.pdsa.org.uk/,,,,https://www.pdsa.org.uk/contact-us/contact-us,https://www.pdsa.org.uk/,,UNK0309,Unknown
Contact: enquiries,,,,enquiries@ptes.org,https://ptes.org/,,UNK0310,Unknown
Contact: info,,,,info@raystede.org,https://www.raystede.org/,,UNK0311,Unknown
Website: https://www.redwings.org.uk/,,,,https://www.redwings.org.uk/contact-us,https://www.redwings.org.uk/,,UNK0312,Unknown
Contact: tvaughan,,,,tvaughan@ror.org.uk,https://ror.org.uk/,,UNK0313,Unknown
Website: https://www.rspca.org.uk/,,,,https://www.rspca.org.uk/utilities/contactus/askus/online,https://www.rspca.org.uk/,,UNK0314,Unknown
Contact: info,,,,info@safehaven4donkeys.org,https://www.safehaven4donkeys.org/,,UNK0315,Unknown
Contact: info,,,,info@savetheelephants.org,https://www.savetheelephants.org/,,UNK0316,Unknown
Contact: info,,,,info@savetherhino.org,https://www.savetherhino.org/,,UNK0317,Unknown
Website: https://www.scottishspca.org/,,,,https://www.scottishspca.org/contact-us,https://www.scottishspca.org/,,UNK0318,Unknown
Website: https://www.secretworld.org/,,,,https://www.secretworld.org/contact-us,https://www.secretworld.org/,,UNK0319,Unknown
Website: https://www.sharktrust.org/,,,,https://www.sharktrust.org/forms/general-enquiries,https://www.sharktrust.org/,,UNK0320,Unknown
Contact: office,,,,office@saarescue.co.uk,https://www.saarescue.co.uk/,,UNK0321,Unknown
Contact: hello,,,,hello@spana.org,https://spana.org/,,UNK0322,Unknown
Contact: secretary,,,,secretary@sos.org.uk,https://www.sos.org.uk/,,UNK0323,Unknown
Website: https://www.theswansanctuary.org.uk/,,,,https://www.theswansanctuary.org.uk/contact-us/,https://www.theswansanctuary.org.uk/,,UNK0324,Unknown
Website: https://www.lastchanceanimalrescue.co.uk,,,,https://www.lastchanceanimalrescue.co.uk/contact/index.php,https://www.lastchanceanimalrescue.co.uk/kennel/dog.php,,UNK0325,Unknown
Contact: info,,,,info@thornberryanimalsanctuary.org,https://www.thornberryanimalsanctuary.org/,,UNK0326,Unknown
Contact: mail,,,,mail@tiggywinkles.org,https://www.sttiggywinkles.org.uk/,,UNK0327,Unknown
Contact: enquiries,,,,enquiries@uspca.co.uk,https://www.uspca.co.uk/,,UNK0328,Unknown
Contact: info,,,,info@whales.org,https://uk.whales.org/,,UNK0329,Unknown
Website: https://www.wildlifeaid.org.uk/,,,,https://www.wildlifeaid.org.uk/contact-us,https://www.wildlifeaid.org.uk/,,UNK0330,Unknown
Contact: kate,,,,kate@willowsanimals.com,https://www.willowsanimals.com/,,UNK0331,Unknown
Contact: info,,,,info@woodgreen.org.uk,https://woodgreen.org.uk/,,UNK0332,Unknown
Contact: info,,,,info@savemetrust.org,https://savemetrust.co.uk/,,UNK0333,Unknown
Contact: info,,,,info@animalaid.org.uk,https://www.animalaid.org.uk/,,UNK0334,Unknown
Contact: animalrightscambridge54,,,,animalrightscambridge54@gmail.com,https://animalrightscambridge.wordpress.com/,,UNK0336,Unknown
Contact: info,,,,info@stopvivisection.org.uk,https://web.archive.org/web/20140225231857/http://www.stopvivisection.org.uk/,,UNK0337,Unknown
Website: https://www.badgertrust.org.uk/,,,,https://www.badgertrust.org.uk/you,https://www.badgertrust.org.uk/,,UNK0338,Unknown
Contact: enquiries,,,,enquiries@bats.org.uk,https://www.bats.org.uk/,,UNK0339,Unknown
Website: https://www.casj.org.uk/,,,,https://www.casj.org.uk/contact,https://www.casj.org.uk/,,UNK0340,Unknown
Contact: info,,,,info@conservativeanimalwelfarefoundation.org,https://www.conservativeanimalwelfarefoundation.org/,,UNK0341,Unknown
Contact: info,,,,info@CrueltyFreeInternational.org,https://crueltyfreeinternational.org/,,UNK0342,Unknown
Website: https://www.dogsblog.com/,,,,https://www.dogsblog.com/contact/,https://www.dogsblog.com/,,UNK0343,Unknown
Website: https://www.huntsabs.org.uk/,,,,https://www.huntsabs.org.uk/contact/,https://www.huntsabs.org.uk/,,UNK0344,Unknown
Website: https://www.ldf.org.uk/research/,,,,https://www.ldf.org.uk/contact_us/?s=ldf,https://www.ldf.org.uk/research/,,UNK0345,Unknown
Contact: apes,,,,apes@monkeyworld.org,https://monkeyworld.org/,,UNK0346,Unknown
Website: https://www.navs.org.uk/home/,,,,https://www.navs.org.uk/contact_us/,https://www.navs.org.uk/home/,,UNK0347,Unknown
Website: https://www.onekind.org/,,,,https://www.onekind.org/contact,https://www.onekind.org/,,UNK0348,Unknown
Website: https://viva.org.uk/,,,,https://viva.org.uk/about-us/contact-us/,https://viva.org.uk/,,UNK0349,Unknown
Contact: info,,,,info@catactiontrust.org.uk,http://www.catactiontrust.org.uk/,,UNK0350,Unknown
Contact: info,,,,info@rcvsknowledge.org,https://www.rcvsknowledge.org/,,UNK0351,Unknown
Website: https://www.birminghamdogshome.org.uk/,,,,https://birminghamdogshome.org.uk/contact/,https://www.birminghamdogshome.org.uk/,,UNK0352,Unknown
Contact: info,,,,info@wythallanimalsanctuary.org,https://wythallanimalsanctuary.org/,,UNK0353,Unknown
Contact: management,,,,management@woodsidesanctuary.org.uk,http://www.woodsidesanctuary.org.uk/,,UNK0354,Unknown
Contact: info,,,,info@celiahammond.org,https://www.celiahammond.org/,,UNK0355,Unknown
Contact: giftsinwills,,,,giftsinwills@cats.org.uk,http://www.cats.org.uk/,,UNK0356,Unknown
Contact: sara.foxrushfarm,,,,sara.foxrushfarm@gmail.com,http://www.s-a-r-a.org.uk/,,UNK0357,Unknown
Contact: enquiries,,,,enquiries@happa.org.uk,https://www.happa.org.uk/,,UNK0358,Unknown
Contact: info,,,,info@oaktreeanimals.org.uk,https://www.oaktreeanimals.org.uk/,,UNK0359,Unknown
Contact: info,,,,info@canineconcernscotland.org.uk,https://www.canineconcernscotland.org.uk/,,UNK0360,Unknown
Contact: fundraising,,,,fundraising@kennelclubcharitabletrust.org,http://www.kennelclubcharitabletrust.org/,,UNK0361,Unknown
Contact: dominic.sullivan,,,,dominic.sullivan@cats.org.uk,https://www.cats.org.uk/bridgwater,,UNK0362,Unknown
Contact: scottishgreyhoundsanctuary,,,,scottishgreyhoundsanctuary@gmail.com,https://www.scottishgreyhoundsanctuary.org/,,UNK0363,Unknown
Website: https://rosinaanimalcentre.weebly.com/,,,,https://rosinaanimalcentre.weebly.com/contact-us-07950023286.html,https://rosinaanimalcentre.weebly.com/,,UNK0364,Unknown
Contact: admin,,,,admin@firstfordogs.org,http://www.firstfordogs.org/,,UNK0365,Unknown
Contact: ShetlandRescue1984,,,,ShetlandRescue1984@yahoo.com,https://shetlandrescue.org.uk/,,UNK0366,Unknown
Website: https://www.theedwardfoundation.co.uk/,,,,https://www.theedwardfoundation.co.uk/contact-us,https://www.theedwardfoundation.co.uk/,,UNK0367,Unknown
Contact: info,,,,info@harveysarmy.com,http://www.harveysarmy.com/,,UNK0368,Unknown
Contact: info,,,,info@bulldogtrust.org,https://www.bulldogtrust.org/,,UNK0369,Unknown
Contact: cathospice,,,,cathospice@sky.com,https://www.sfhfc.org.uk/,,UNK0370,Unknown
Contact: rminniscats,,,,rminniscats@gmail.com,https://www.rhodesminniscatsanctuary.com/,,UNK0371,Unknown
Contact: info,,,,info@crrc.co.uk,https://crrc.co.uk/,,UNK0372,Unknown
Contact: info,,,,info@shropshirecatrescue.org.uk,https://www.shropshirecatrescue.org.uk/,,UNK0373,Unknown
Contact: alison,,,,alison@preventunwantedpets.co.uk,https://www.preventunwantedpets.co.uk/,,UNK0374,Unknown
Contact: info,,,,info@pitponies.co.uk,https://www.pitponies.co.uk/,,UNK0375,Unknown
Contact: bbhrescue,,,,bbhrescue@gmail.com,https://brownbreadhorserescue.org/,,UNK0376,Unknown
Contact: easterleighanimalcharity,,,,easterleighanimalcharity@gmail.com,https://www.easterleigh.org.uk/,,UNK0377,Unknown
Contact: info,,,,info@burystraycatfund.co.uk,https://www.burystraycatfund.co.uk/,,UNK0378,Unknown
Contact: kev,,,,kev@lincolnshiregreyhoundtrust.com,https://www.lincolnshiregreyhoundtrust.co.uk/,,UNK0379,Unknown
Contact: tamcats,,,,tamcats@talktalk.net,https://www.tamcats.co.uk/,,UNK0380,Unknown
Contact: cpr,,,,cpr@longfram.net,,,UNK0381,Unknown
Contact: fosterenquiry,,,,fosterenquiry@pfss.org.uk,https://www.pfss.org.uk/,,UNK0382,Unknown
Contact: animalrescuetrust,,,,animalrescuetrust@hotmail.com,http://www.7thheaven.org.uk/,,UNK0383,Unknown
Contact: greyhoundwelfarewales,,,,greyhoundwelfarewales@gmail.com,https://www.greyhoundsinwales.moonfruit.co.uk/,,UNK0384,Unknown
Contact: enquiries,,,,enquiries@catsprotection.co.uk,,,UNK0385,Unknown
Contact: knee.simon,,,,knee.simon@pdsa.org.uk,https://www.pdsa.org.uk/,,UNK0386,Unknown
Contact: enquiries,,,,enquiries@animalwelfarefoundation.org.uk,https://www.animalwelfarefoundation.org.uk/,,UNK0387,Unknown
Contact: info,,,,info@c-l-a-w-s.org.uk,https://www.c-l-a-w-s.org.uk/,,UNK0388,Unknown
Contact: alan,,,,alan@internationalanimalrescue.org,https://www.catastrophescat.org/,,UNK0389,Unknown
Contact: act,,,,act@rvc.ac.uk,https://www.rvc.ac.uk/act,,UNK0390,Unknown
Contact: info,,,,info@bluecross.org.uk,https://www.bluecross.org.uk/,,UNK0391,Unknown
Website: https://www.edch.org.uk/,,,,https://edch.org.uk/contact-us/,https://www.edch.org.uk/,,UNK0392,Unknown
Contact: info,,,,info@shire-horse.org.uk,https://www.shire-horse.org.uk/,,UNK0393,Unknown
Contact: enquiries,,,,enquiries@thetrc.co.uk,https://www.thetrc.co.uk/,,UNK0394,Unknown
Contact: shelter,,,,shelter@millhouseanimalsanctuary.co.uk,https://www.millhouseanimalsanctuary.co.uk/,,UNK0395,Unknown
Contact: info,,,,info@rspca-essexhavering.org,http://www.rspca.org.uk/local/essex-havering-and-harold-hill-branch/,,UNK0396,Unknown
Contact: info,,,,info@rabbitwelfare.co.uk,https://www.rabbitwelfare.co.uk/,,UNK0397,Unknown
Contact: leona,,,,leona@leonabrown.co.uk,http://www.straycatrescue.org.uk/,,UNK0398,Unknown
Contact: canim682,,,,canim682@hotmail.co.uk,https://www.facebook.com/profile.php?id=100069203284039,,UNK0399,Unknown
Contact: info,,,,info@fenbankgreyhounds.co.uk,https://www.fenbankgreyhounds.co.uk/,,UNK0400,Unknown
Contact: enquiries,,,,enquiries@happycatsrescue.co.uk,https://www.happycatsrescue.co.uk/,,UNK0401,Unknown
Contact: info,,,,info@centralbedfordshirecaninetrust.com,https://www.centralbedfordshirecaninetrust.com/,,UNK0402,Unknown
Contact: catsinneed1999,,,,catsinneed1999@aol.com,https://catsinneedmenorca.org/,,UNK0403,Unknown
Contact: eightlives,,,,eightlives@outlook.com,http://www.8livescatrescue.org/,,UNK0404,Unknown
Website: https://www.kenthorserescue.org/,,,,https://www.kenthorserescue.org/contact-khr/,https://www.kenthorserescue.org/,,UNK0405,Unknown
Contact: hello,,,,hello@staradopt.org,https://www.staradopt.org/,,UNK0406,Unknown
Contact: INFO,,,,INFO@THESHEFFIELDCATSSHELTER.ORG.UK,https://www.thesheffieldcatsshelter.org/,,UNK0407,Unknown
Contact: galgosdelsoluk,,,,galgosdelsoluk@gmail.com,https://www.galgosdelsol.org/,,UNK0408,Unknown
Contact: bmpr,,,,bmpr@outlook.com,https://www.bodminmoorlandpony.org/,,UNK0409,Unknown
Contact: durhamhollinhall,,,,durhamhollinhall@gmail.com,https://www.durhamretiredgreyhounds.co.uk/,,UNK0410,Unknown
Contact: Contact,,,,Contact@TheCatWelfareGroup.org,https://thecatwelfaregroup.org/what-we-do,,UNK0411,Unknown
Contact: billy,,,,billy@wisteriacatrescue.org,https://wisteriacatrescue.org/,,UNK0412,Unknown
Contact: info.hastingscatlovers,,,,info.hastingscatlovers@gmail.com,https://www.hastingscatlovers.co.uk/,,UNK0413,Unknown
Contact: colette,,,,colette@chorltoncats.org,https://www.chorltoncats.org/,,UNK0414,Unknown
Contact: lancasterandmorecambecatrescue,,,,lancasterandmorecambecatrescue@hotmail.com,https://www.lancasterandmorecambecatrescue.com/,,UNK0415,Unknown
Contact: felinefriendscharity,,,,felinefriendscharity@gmail.com,https://www.felinefriendscharity.co.uk/,,UNK0416,Unknown
Contact: CATSQUADESSEX,,,,CATSQUADESSEX@ICLOUD.COM,https://catsquad.org/,,UNK0417,Unknown
Contact: portsmouthcats,,,,portsmouthcats@hotmail.com,http://www.portsmouthcatslostfoundandrehomed.co.uk/,,UNK0418,Unknown
Contact: apurrfectfriend,,,,apurrfectfriend@gmail.com,https://purrfectfriendcatrescue.org/,,UNK0419,Unknown
Contact: hampshirespirithorserescue,,,,hampshirespirithorserescue@outlook.com,https://www.hampshirespirithorserescue.co.uk/,,UNK0420,Unknown
Contact: ceredigioncatrescue,,,,ceredigioncatrescue@gmail.com,,,UNK0421,Unknown
Contact: mail,,,,mail@colchestercatrescue.org.uk,https://www.colchestercatrescue.org.uk/,,UNK0422,Unknown
Contact: enquiries,,,,enquiries@straycatrescue.org.uk,https://www.straycatrescue.org.uk/,,UNK0423,Unknown
