Name,Address,Lat,Lon,Email,Website,Facebook,Extra1,Extra2
"""SPCA Dannevirke",NEW ZELAND +64,,,,,,OTH2409,"New Zealand"""
"""SPCA Palmerston North",NEW ZELAND +64,,,,,,OTH2410,"New Zealand"""
"""SPCA Christchurch",NEW ZELAND +64,,,,,,OTH2411,"New Zealand"""
"""SPCA Queenstown",NEW ZELAND +64,,,,,,OTH2412,"New Zealand"""
"""SPCA Invercargill",NEW ZELAND +64,,,,,,OTH2413,"New Zealand"""
SIDDI MARIA CRISTINA,Private Foster Network Registry,,,,,,OTH2414,Alba (CN)
MONTERSINO CRISTIAN (Azienda Agricola Allevamento),Via Mulino Vecchio 31,,,moncric1@tiscalinet.it,cani.com,,OTH2415,Guarene (CN)
IL RIFUGIO DI FIDO (LIDA Alba-Bra ODV),Via Langhe 23,,,lidacirie@gmail.com (Shared LIDA Registry),empethy.it/lida-alba-bra,,OTH2416,Pollenzo / Bra (CN)
RIFUGIO MILETTA ETS,Via Visconti 31 ter,,,info@rifugiomiletta.org,rifugiomiletta.org,,OTH2417,Agrate Conturbia (NO)
CANILE COMUNALE DI PRIMA ACCOGLIENZA,Via Resega 20,,,urp@comune.borgomanero.no.it,comune.borgomanero.no.it,,OTH2418,Borgomanero (NO)
CANILE COMUNALE DI PRIMA ACCOGLIENZA,Via Varallino - Reg. Vulcate Vecchia 1,,,info@comune.galliate.no.it,comune.galliate.no.it,,OTH2419,Galliate (NO)
CANILE RIFUGIO ENPA NOVARA,Via del Gazurlo 57,,,novara@enpa.org,enpanovara.com,,OTH2420,Novara (NO)
MEIN STAFFI (Allevamento e Pensione),Strada Galavardiera 2,,,info@meinstaffi.it,pensionepercanitorino.com,,OTH2421,Cumiana (TO)
RIFUGIO DEL CANE (Amici degli Animali VB),Via ai Casoni 19,,,rifugiodelcane.vb@gmail.com,rifugiodelcane.com,,OTH2422,Verbania (VB)
PARCO CANILE (Amici del Cane ODV),Via Caduti del Lavoro 14,,,canileomegna@gmail.com,canilediomegna.it,,OTH2423,Omegna (VB)
Nome Organizzazione: Canile e Gattile Regionale della Valle d'Aosta,"""Indirizzo Fisico: Località La Croix Noire",,,"11020 Saint-Christophe (AO)""",Email: cgr.aosta@coopmelograno.org,,OTH2424,
Nome Organizzazione: AVAPA ODV,"""Indirizzo Fisico: Località Grand Chemin 187",,,,,,OTH2425,
Nome Organizzazione: Centro Recupero Animali Selvatici della Valle d'Aosta,"""Indirizzo Fisico: Località Busseyaz 56",,,,,,OTH2426,
La Zampa VdA ODV,"""Via Roma 19 aosta",,,Italy,,,OTH2427,
L' Albero di Mais,"""C.so Savona",,,"10024 Moncalieri TO""",amici.canilemoncalieri@gmail.com,,OTH2428,
LA GATTERIA!,,,,,,,OTH2429,
Bastardini ODV ETS,"""Rifugio Il Bau",,,"Alpignano (TO)""",info@bastardini.it,,OTH2430,Rivoli / Alpignano (TO)
L.I.D.A. Sezione Chieri ODV - Parco delle Fusa,"""Strada del Tario 6",,,,11.9433028,,OTH2431,Chieri (TO)
L.I.D.A. - Sezione Moncalieri (L'Albero di Mais),"""Corso Savona 140",,,,11.6409398,,OTH2432,Moncalieri (TO)
Le Sfigatte ONLUS,"""Via Moncalieri 114/E",,,,39 338 537 8900,,OTH2433,Torino (TO)
"""Location: 31 Fox's Island Road",,,,"Renwick 7243""",https://www.spca.nz/contact,,OTH2462,"Renwick 7243"""
Maramiao - Ass. a Salvaguardia e Tutela dei Felini,"""Via Giuseppe Verdi 4",,,,39 347 430 5214,,OTH2434,Nizza Monferrato (AT)
Rifugio Argo (ENPA),"""Via Gibbione 24",,,,333 6870056,,OTH2435,Val della Torre (TO)
"""Location: 3/137 North Road",,,,"Kaitaia 0482""",https://www.spca.nz/contact,,OTH2437,"Kaitaia 0482"""
"""Location: 321 Ngati Maru Highway",,,,"Thames 3578""",https://www.spca.nz/contact,,OTH2442,"Thames 3578"""
"""Location: 15 Gateway Crescent",,,,"Whakatane 3194""",https://www.spca.nz/contact,,OTH2445,"Whakatane 3194"""
"""Location: 168 Hakiaha Street",,,,"Taumarunui 3920""",https://www.spca.nz/contact,,OTH2448,"Taumarunui 3920"""
"""Location: 134 London Street",,,,"Whanganui 4500""",https://www.spca.nz/contact,,OTH2453,"Whanganui 4500"""
"""Location: 43 Takapau Road",,,,"Waipukurau 4200""",https://www.spca.nz/contact,,OTH2454,"Waipukurau 4200"""
"""Location: 5 Easton Street",,,,"Dannevirke 4930""",https://www.spca.nz/contact,,OTH2455,"Dannevirke 4930"""
"""Location: 169 Mako Mako Road",,,,"Levin 5510""",https://www.spca.nz/contact,,OTH2457,"Levin 5510"""
"""Location: 400D High Street",,,,"Motueka 7120""",https://www.spca.nz/contact,,OTH2460,"Motueka 7120"""
"""Location: 68 Mill Street",,,,"Westport 7825""",https://www.spca.nz/contact,,OTH2463,"Westport 7825"""
"""Location: 2 Balneaves Lane",,,,"Wanaka 9382""",https://www.spca.nz/contact,,OTH2468,"Wanaka 9382"""
"""Location: 281 Thames Street",,,,"Oamaru 9400""",https://www.spca.nz/contact,,OTH2470,"Oamaru 9400"""
Contact: info,,,,info@gsdrescue.org.nz,https://www.gsdrescue.org.nz/,,OTH2474,
Website: https://www.cpl-wellington.org.nz/,,,,,https://www.cpl-wellington.org.nz/,,OTH2475,
Website: https://animalliberationfrontline.com,,,,https://animalliberationfrontline.com/contact-animal-liberation-front-line/,https://animalliberationfrontline.com,,OTH2476,
Contact: info,,,,info@battersea.org.uk,http://www.battersea.org.uk/,,OTH2477,
Contact: info,,,,info@thebrooke.org,http://www.thebrooke.org/,,OTH2478,
Contact: info,,,,info@mayhewanimalhome.org,https://themayhew.org/,,OTH2479,
Contact: ralph.baber,,,,ralph.baber@drinkingfountains.org,http://drinkingfountains.org/,,OTH2480,
Contact: info,,,,info@worldanimalprotection.us,https://www.worldanimalprotection.org/,,OTH2481,
Contact: membership,,,,membership@rspb.org.uk,https://rspb.org.uk/,,OTH2482,
Website: https://africanconservation.org/,,,,,https://africanconservation.org/,,OTH2483,
Contact: enquiries,,,,enquiries@arc-trust.org,https://www.arc-trust.org/,,OTH2484,
Contact: hello,,,,hello@animalfreeresearchuk.org,https://www.animalfreeresearchuk.org/,,OTH2485,
Website: https://www.aspinallfoundation.org/,,,,https://share.hsforms.com/1TyTesSqdQOKePCsODiTOSA1n2zx,https://www.aspinallfoundation.org/,,OTH2486,
Website: https://www.bluecross.org.uk/,,,,https://bluecrosseu.freshdesk.com/support/tickets/new,https://www.bluecross.org.uk/,,OTH2487,
Contact: info,,,,info@bornfree.org.uk,https://www.bornfree.org.uk/,,OTH2488,
Contact: info,,,,info@bdmlr.org.uk,https://bdmlr.org.uk/,,OTH2489,
Contact: info,,,,info@bhwt.co.uk,https://www.bhwt.org.uk/,,OTH2490,
Contact: info,,,,info@thebhs.org,https://www.thebhs.org/,,OTH2491,
Contact: info,,,,info@bto.org,https://www.bto.org/,,OTH2492,
Website: https://www.buttercups.org.uk/,,,,,https://www.buttercups.org.uk/,,OTH2493,
Website: https://www.cats.org.uk/,,,,https://www.cats.org.uk/find-us/contact-us,https://www.cats.org.uk/,,OTH2494,
Website: http://www.uncaged.co.uk/,,,,https://www.casj.org.uk/contact,http://www.uncaged.co.uk/,,OTH2495,
Contact: enquiries,,,,enquiries@happa.org.uk,https://www.happa.org.uk/,,OTH2565,
Website: https://cinnamon.org.uk/cinnamon-trust/,,,,https://cinnamon.org.uk/contact-us/,https://cinnamon.org.uk/cinnamon-trust/,,OTH2496,
Website: https://www.ciwf.org.uk/,,,,https://www.ciwf.org.uk/contact-us/,https://www.ciwf.org.uk/,,OTH2497,
Contact: info,,,,info@dogstrust.org.uk,https://www.dogstrust.org.uk/#main-content,,OTH2498,
Website: https://www.thedonkeysanctuary.org.uk/,,,,https://www.thedonkeysanctuary.org.uk/contact,https://www.thedonkeysanctuary.org.uk/,,OTH2499,
Website: https://elephant-family.org/,,,,https://elephant-family.org/contact-us/,https://elephant-family.org/,,OTH2500,
Contact: info,,,,info@ferneanimalsanctuary.org,https://www.ferneanimalsanctuary.org/,,OTH2501,
Contact: office,,,,office@freedomforanimals.org.uk,https://www.freedomforanimals.org.uk/,,OTH2502,
Contact: info,,,,info@froglife.org,https://www.froglife.org/,,OTH2503,
Contact: hello,,,,hello@frame.org.uk,https://frame.org.uk/,,OTH2504,
Website: https://hedgehogcare.org.uk/,,,,https://hedgehogcare.org.uk/contact/,https://hedgehogcare.org.uk/,,OTH2505,
Contact: contact,,,,contact@hillside.org.uk,https://www.hillside.org.uk/,,OTH2506,
Contact: info,,,,info@horsetrust.org.uk,https://horsetrust.org.uk/,,OTH2507,
Contact: gulp,,,,gulp@howmanyelephants.org,https://howmanyelephants.org/,,OTH2508,
Contact: info,,,,info@humanimaltrust.org.uk,https://www.humanimaltrust.org.uk/,,OTH2509,
Contact: info,,,,info@internationalanimalrescue.org,https://www.internationalanimalrescue.org/,,OTH2510,
Contact: info,,,,info@league.org.uk,https://www.league.org.uk/,,OTH2511,
Website: https://dogshome.net/,,,,https://dogshome.net/contact/,https://dogshome.net/,,OTH2512,
Contact: info,,,,info@wildfutures.org,https://www.monkeysanctuary.org/,,OTH2513,
Website: https://www.nawt.org.uk/,,,,https://www.nawt.org.uk/about/contact-us/,https://www.nawt.org.uk/,,OTH2514,
Contact: info,,,,info@notodogmeat.com,https://notodogmeat.com/,,OTH2515,
Website: https://www.pdsa.org.uk/,,,,https://www.pdsa.org.uk/contact-us/contact-us,https://www.pdsa.org.uk/,,OTH2516,
Contact: enquiries,,,,enquiries@ptes.org,https://ptes.org/,,OTH2517,
Contact: info,,,,info@raystede.org,https://www.raystede.org/,,OTH2518,
Website: https://www.redwings.org.uk/,,,,https://www.redwings.org.uk/contact-us,https://www.redwings.org.uk/,,OTH2519,
Contact: tvaughan,,,,tvaughan@ror.org.uk,https://ror.org.uk/,,OTH2520,
Website: https://www.rspca.org.uk/,,,,https://www.rspca.org.uk/utilities/contactus/askus/online,https://www.rspca.org.uk/,,OTH2521,
Contact: info,,,,info@safehaven4donkeys.org,https://www.safehaven4donkeys.org/,,OTH2522,
Contact: info,,,,info@savetheelephants.org,https://www.savetheelephants.org/,,OTH2523,
Contact: info,,,,info@savetherhino.org,https://www.savetherhino.org/,,OTH2524,
Website: https://www.scottishspca.org/,,,,https://www.scottishspca.org/contact-us,https://www.scottishspca.org/,,OTH2525,
Website: https://www.secretworld.org/,,,,https://www.secretworld.org/contact-us,https://www.secretworld.org/,,OTH2526,
Website: https://www.sharktrust.org/,,,,https://www.sharktrust.org/forms/general-enquiries,https://www.sharktrust.org/,,OTH2527,
Contact: office,,,,office@saarescue.co.uk,https://www.saarescue.co.uk/,,OTH2528,
Contact: hello,,,,hello@spana.org,https://spana.org/,,OTH2529,
Contact: secretary,,,,secretary@sos.org.uk,https://www.sos.org.uk/,,OTH2530,
Contact: info,,,,info@cwwrescue.org,https://www.cwwrescue.org/,,OTH2637,
Website: https://www.theswansanctuary.org.uk/,,,,https://www.theswansanctuary.org.uk/contact-us/,https://www.theswansanctuary.org.uk/,,OTH2531,
Website: https://www.lastchanceanimalrescue.co.uk,,,,https://www.lastchanceanimalrescue.co.uk/contact/index.php,https://www.lastchanceanimalrescue.co.uk/kennel/dog.php,,OTH2532,
Contact: info,,,,info@thornberryanimalsanctuary.org,https://www.thornberryanimalsanctuary.org/,,OTH2533,
Contact: mail,,,,mail@tiggywinkles.org,https://www.sttiggywinkles.org.uk/,,OTH2534,
Contact: enquiries,,,,enquiries@uspca.co.uk,https://www.uspca.co.uk/,,OTH2535,
Contact: info,,,,info@whales.org,https://uk.whales.org/,,OTH2536,
Website: https://www.wildlifeaid.org.uk/,,,,https://www.wildlifeaid.org.uk/contact-us,https://www.wildlifeaid.org.uk/,,OTH2537,
Contact: kate,,,,kate@willowsanimals.com,https://www.willowsanimals.com/,,OTH2538,
Contact: info,,,,info@woodgreen.org.uk,https://woodgreen.org.uk/,,OTH2539,
Contact: info,,,,info@savemetrust.org,https://savemetrust.co.uk/,,OTH2540,
Contact: info,,,,info@animalaid.org.uk,https://www.animalaid.org.uk/,,OTH2541,
Contact: info,,,,info@adavsociety.org,https://adavsociety.org/,,OTH2542,
Contact: animalrightscambridge54,,,,animalrightscambridge54@gmail.com,https://animalrightscambridge.wordpress.com/,,OTH2543,
Contact: info,,,,info@stopvivisection.org.uk,https://web.archive.org/web/20140225231857/http://www.stopvivisection.org.uk/,,OTH2544,
Website: https://www.badgertrust.org.uk/,,,,https://www.badgertrust.org.uk/you,https://www.badgertrust.org.uk/,,OTH2545,
Contact: enquiries,,,,enquiries@bats.org.uk,https://www.bats.org.uk/,,OTH2546,
Website: https://www.casj.org.uk/,,,,https://www.casj.org.uk/contact,https://www.casj.org.uk/,,OTH2547,
Contact: info,,,,info@conservativeanimalwelfarefoundation.org,https://www.conservativeanimalwelfarefoundation.org/,,OTH2548,
Contact: info,,,,info@CrueltyFreeInternational.org,https://crueltyfreeinternational.org/,,OTH2549,
Website: https://www.dogsblog.com/,,,,https://www.dogsblog.com/contact/,https://www.dogsblog.com/,,OTH2550,
Website: https://www.huntsabs.org.uk/,,,,https://www.huntsabs.org.uk/contact/,https://www.huntsabs.org.uk/,,OTH2551,
Website: https://www.ldf.org.uk/research/,,,,https://www.ldf.org.uk/contact_us/?s=ldf,https://www.ldf.org.uk/research/,,OTH2552,
Contact: apes,,,,apes@monkeyworld.org,https://monkeyworld.org/,,OTH2553,
Website: https://www.navs.org.uk/home/,,,,https://www.navs.org.uk/contact_us/,https://www.navs.org.uk/home/,,OTH2554,
Website: https://www.onekind.org/,,,,https://www.onekind.org/contact,https://www.onekind.org/,,OTH2555,
Website: https://viva.org.uk/,,,,https://viva.org.uk/about-us/contact-us/,https://viva.org.uk/,,OTH2556,
Contact: info,,,,info@catactiontrust.org.uk,http://www.catactiontrust.org.uk/,,OTH2557,
Contact: info,,,,info@rcvsknowledge.org,https://www.rcvsknowledge.org/,,OTH2558,
Website: https://www.birminghamdogshome.org.uk/,,,,https://birminghamdogshome.org.uk/contact/,https://www.birminghamdogshome.org.uk/,,OTH2559,
Contact: info,,,,info@wythallanimalsanctuary.org,https://wythallanimalsanctuary.org/,,OTH2560,
Contact: management,,,,management@woodsidesanctuary.org.uk,http://www.woodsidesanctuary.org.uk/,,OTH2561,
Contact: info,,,,info@celiahammond.org,https://www.celiahammond.org/,,OTH2562,
Contact: giftsinwills,,,,giftsinwills@cats.org.uk,http://www.cats.org.uk/,,OTH2563,
Contact: sara.foxrushfarm,,,,sara.foxrushfarm@gmail.com,http://www.s-a-r-a.org.uk/,,OTH2564,
Contact: info,,,,info@oaktreeanimals.org.uk,https://www.oaktreeanimals.org.uk/,,OTH2566,
Contact: info,,,,info@canineconcernscotland.org.uk,https://www.canineconcernscotland.org.uk/,,OTH2567,
Contact: fundraising,,,,fundraising@kennelclubcharitabletrust.org,http://www.kennelclubcharitabletrust.org/,,OTH2568,
Contact: dominic.sullivan,,,,dominic.sullivan@cats.org.uk,https://www.cats.org.uk/bridgwater,,OTH2569,
Contact: scottishgreyhoundsanctuary,,,,scottishgreyhoundsanctuary@gmail.com,https://www.scottishgreyhoundsanctuary.org/,,OTH2570,
Website: https://rosinaanimalcentre.weebly.com/,,,,https://rosinaanimalcentre.weebly.com/contact-us-07950023286.html,https://rosinaanimalcentre.weebly.com/,,OTH2571,
Contact: admin,,,,admin@firstfordogs.org,http://www.firstfordogs.org/,,OTH2572,
Contact: ShetlandRescue1984,,,,ShetlandRescue1984@yahoo.com,https://shetlandrescue.org.uk/,,OTH2573,
Website: https://www.theedwardfoundation.co.uk/,,,,https://www.theedwardfoundation.co.uk/contact-us,https://www.theedwardfoundation.co.uk/,,OTH2574,
Contact: info,,,,info@harveysarmy.com,http://www.harveysarmy.com/,,OTH2575,
Contact: info,,,,info@bulldogtrust.org,https://www.bulldogtrust.org/,,OTH2576,
Contact: cathospice,,,,cathospice@sky.com,https://www.sfhfc.org.uk/,,OTH2577,
Contact: rminniscats,,,,rminniscats@gmail.com,https://www.rhodesminniscatsanctuary.com/,,OTH2578,
Contact: info,,,,info@crrc.co.uk,https://crrc.co.uk/,,OTH2579,
Contact: info,,,,info@shropshirecatrescue.org.uk,https://www.shropshirecatrescue.org.uk/,,OTH2580,
Contact: alison,,,,alison@preventunwantedpets.co.uk,https://www.preventunwantedpets.co.uk/,,OTH2581,
Contact: info,,,,info@pitponies.co.uk,https://www.pitponies.co.uk/,,OTH2582,
Contact: bbhrescue,,,,bbhrescue@gmail.com,https://brownbreadhorserescue.org/,,OTH2583,
Contact: easterleighanimalcharity,,,,easterleighanimalcharity@gmail.com,https://www.easterleigh.org.uk/,,OTH2584,
Contact: info,,,,info@burystraycatfund.co.uk,https://www.burystraycatfund.co.uk/,,OTH2585,
Contact: kev,,,,kev@lincolnshiregreyhoundtrust.com,https://www.lincolnshiregreyhoundtrust.co.uk/,,OTH2586,
Contact: tamcats,,,,tamcats@talktalk.net,https://www.tamcats.co.uk/,,OTH2587,
Contact: cpr,,,,cpr@longfram.net,,,OTH2588,
Contact: fosterenquiry,,,,fosterenquiry@pfss.org.uk,https://www.pfss.org.uk/,,OTH2589,
Contact: animalrescuetrust,,,,animalrescuetrust@hotmail.com,http://www.7thheaven.org.uk/,,OTH2590,
Contact: greyhoundwelfarewales,,,,greyhoundwelfarewales@gmail.com,https://www.greyhoundsinwales.moonfruit.co.uk/,,OTH2591,
Contact: enquiries,,,,enquiries@catsprotection.co.uk,,,OTH2592,
Contact: knee.simon,,,,knee.simon@pdsa.org.uk,https://www.pdsa.org.uk/,,OTH2593,
Contact: enquiries,,,,enquiries@animalwelfarefoundation.org.uk,https://www.animalwelfarefoundation.org.uk/,,OTH2594,
Contact: info,,,,info@c-l-a-w-s.org.uk,https://www.c-l-a-w-s.org.uk/,,OTH2595,
Contact: alan,,,,alan@internationalanimalrescue.org,https://www.catastrophescat.org/,,OTH2596,
Contact: act,,,,act@rvc.ac.uk,https://www.rvc.ac.uk/act,,OTH2597,
Contact: info,,,,info@bluecross.org.uk,https://www.bluecross.org.uk/,,OTH2598,
Website: https://www.edch.org.uk/,,,,https://edch.org.uk/contact-us/,https://www.edch.org.uk/,,OTH2599,
Contact: info,,,,info@shire-horse.org.uk,https://www.shire-horse.org.uk/,,OTH2600,
Contact: enquiries,,,,enquiries@thetrc.co.uk,https://www.thetrc.co.uk/,,OTH2601,
Contact: shelter,,,,shelter@millhouseanimalsanctuary.co.uk,https://www.millhouseanimalsanctuary.co.uk/,,OTH2602,
Contact: info,,,,info@rspca-essexhavering.org,http://www.rspca.org.uk/local/essex-havering-and-harold-hill-branch/,,OTH2603,
Contact: info,,,,info@rabbitwelfare.co.uk,https://www.rabbitwelfare.co.uk/,,OTH2604,
Contact: leona,,,,leona@leonabrown.co.uk,http://www.straycatrescue.org.uk/,,OTH2605,
Contact: canim682,,,,canim682@hotmail.co.uk,https://www.facebook.com/profile.php?id=100069203284039,,OTH2606,
Contact: info,,,,info@fenbankgreyhounds.co.uk,https://www.fenbankgreyhounds.co.uk/,,OTH2607,
Contact: enquiries,,,,enquiries@happycatsrescue.co.uk,https://www.happycatsrescue.co.uk/,,OTH2608,
Contact: info,,,,info@centralbedfordshirecaninetrust.com,https://www.centralbedfordshirecaninetrust.com/,,OTH2609,
Contact: catsinneed1999,,,,catsinneed1999@aol.com,https://catsinneedmenorca.org/,,OTH2610,
Contact: eightlives,,,,eightlives@outlook.com,http://www.8livescatrescue.org/,,OTH2611,
Website: https://www.kenthorserescue.org/,,,,https://www.kenthorserescue.org/contact-khr/,https://www.kenthorserescue.org/,,OTH2612,
Contact: hello,,,,hello@staradopt.org,https://www.staradopt.org/,,OTH2613,
Contact: INFO,,,,INFO@THESHEFFIELDCATSSHELTER.ORG.UK,https://www.thesheffieldcatsshelter.org/,,OTH2614,
Contact: galgosdelsoluk,,,,galgosdelsoluk@gmail.com,https://www.galgosdelsol.org/,,OTH2615,
Contact: bmpr,,,,bmpr@outlook.com,https://www.bodminmoorlandpony.org/,,OTH2616,
Contact: durhamhollinhall,,,,durhamhollinhall@gmail.com,https://www.durhamretiredgreyhounds.co.uk/,,OTH2617,
Contact: Contact,,,,Contact@TheCatWelfareGroup.org,https://thecatwelfaregroup.org/what-we-do,,OTH2618,
Contact: billy,,,,billy@wisteriacatrescue.org,https://wisteriacatrescue.org/,,OTH2619,
Contact: info.hastingscatlovers,,,,info.hastingscatlovers@gmail.com,https://www.hastingscatlovers.co.uk/,,OTH2620,
Contact: colette,,,,colette@chorltoncats.org,https://www.chorltoncats.org/,,OTH2621,
Contact: lancasterandmorecambecatrescue,,,,lancasterandmorecambecatrescue@hotmail.com,https://www.lancasterandmorecambecatrescue.com/,,OTH2622,
Contact: felinefriendscharity,,,,felinefriendscharity@gmail.com,https://www.felinefriendscharity.co.uk/,,OTH2623,
Contact: CATSQUADESSEX,,,,CATSQUADESSEX@ICLOUD.COM,https://catsquad.org/,,OTH2624,
Contact: portsmouthcats,,,,portsmouthcats@hotmail.com,http://www.portsmouthcatslostfoundandrehomed.co.uk/,,OTH2625,
Contact: apurrfectfriend,,,,apurrfectfriend@gmail.com,https://purrfectfriendcatrescue.org/,,OTH2626,
Contact: hampshirespirithorserescue,,,,hampshirespirithorserescue@outlook.com,https://www.hampshirespirithorserescue.co.uk/,,OTH2627,
Contact: ceredigioncatrescue,,,,ceredigioncatrescue@gmail.com,,,OTH2628,
Contact: mail,,,,mail@colchestercatrescue.org.uk,https://www.colchestercatrescue.org.uk/,,OTH2629,
Contact: enquiries,,,,enquiries@straycatrescue.org.uk,https://www.straycatrescue.org.uk/,,OTH2630,
Contact: felinewelfareiow,,,,felinewelfareiow@hotmail.co.uk,https://www.felinewelfareiow.co.uk/,,OTH2631,
Contact: info,,,,info@marjorienashcatrescue.org.uk,https://www.marjorienashcatrescue.org.uk/,,OTH2632,
Contact: sccwt,,,,sccwt@siameserescue.org.uk,https://www.siameserescue.org.uk/,,OTH2633,
Contact: ray.digby,,,,ray.digby@talktalk.net,https://www.moultonchaplecatshelter.org/,,OTH2634,
Contact: emma.reid21,,,,emma.reid21@btinternet.com,https://www.paulinefirks.co.uk/,,OTH2635,
Contact: crescentcatrescue,,,,crescentcatrescue@gmail.com,https://crescentcatrescue.org/,,OTH2636,
Contact: bowlodge,,,,bowlodge@gmail.com,https://www.bowlodgecatrescue.com/,,OTH2638,
Contact: admin,,,,admin@mansfieldcatrescue.co.uk,https://mansfieldcatrescue.co.uk/,,OTH2639,
Contact: cat-ching,,,,cat-ching@hotmail.com,https://cat-ching.com/,,OTH2640,
Contact: info,,,,info@italiangreyhoundrescuecharity.org.uk,https://www.italiangreyhoundrescuecharity.org.uk/,,OTH2641,
Contact: catwelfarewisbech,,,,catwelfarewisbech@gmail.com,https://www.catwelfarewisbech.co.uk/,,OTH2642,
Contact: info,,,,info@lymicat.org,https://www.lymicat.org/,,OTH2643,
Contact: catwelcardiff,,,,catwelcardiff@hotmail.co.uk,https://www.catwel-blogspot.com/,,OTH2644,
Contact: TINKERBELL300,,,,TINKERBELL300@ICLOUD.COM,https://catrescue.dore/,,OTH2645,
Contact: liverpoolcatwelfare,,,,liverpoolcatwelfare@hotmail.co.uk,https://liverpoolcatwelfare.com/,,OTH2646,
Website: https://www.cats.org.uk/bedford,,,,https://www.cats.org.uk/bedford/contact-us,https://www.cats.org.uk/bedford,,OTH2647,
Contact: fundraising,,,,fundraising@straycatrescue.org.uk,http://www.straycatrescue.org.uk/,,OTH2648,
Contact: homelesscatrescue,,,,homelesscatrescue@hotmail.com,https://www.homelesscatrescue.co.uk/,,OTH2649,
Contact: tvaw,,,,tvaw@btconnect.com,https://www.tvaw.org.uk/,,OTH2650,
Contact: info,,,,info@woodgreen.org.uk,https://woodgreen.org.uk/,,OTH2651,
Contact: Homes4Dogs,,,,Homes4Dogs@outlook.com,http://homes4dogs.co.uk/,,OTH2652,
Contact: info,,,,info@chestercatcare.com,https://www.rescuereview.co.uk/rescue/chester-cat-care-417/,,OTH2653,
Contact: info,,,,info@warringtonanimalwelfare.org.uk,https://www.facebook.com/warringtonanimalwelfare/info/,,OTH2654,
Contact: pawsinn,,,,pawsinn@aol.com,http://www.pawsinncatrescue.co.uk/,,OTH2655,
Website: http://www.lefontidogrescuecarlislecumbr,,,,http://www.lefontidogrescuecarlislecumbria.org/contact-us.html,http://www.lefontidogrescuecarlislecumbria.org/,,OTH2656,
Website: https://www.animalrescuecumbria.co.uk/,,,,https://www.animalrescuecumbria.co.uk/contact-us/,https://www.animalrescuecumbria.co.uk/,,OTH2657,
Website: https://www.chesterfieldanimalrescue.org,,,,https://www.chesterfieldanimalrescue.org.uk/#pageFooter,https://www.chesterfieldanimalrescue.org.uk/#pageFooter,,OTH2658,
Contact: adoption,,,,adoption@justfordogsrescue.co.uk,https://www.facebook.com/DogRescueDerbyshire/,,OTH2659,
Contact: secondchancedogs,,,,secondchancedogs@btinternet.com,http://www.secondchancerescuekennels.co.uk/,,OTH2660,
Website: https://www.petsamaritans.co.uk/,,,,https://www.petsamaritans.co.uk/contact-us/,https://www.petsamaritans.co.uk/,,OTH2661,
Contact: info,,,,info@animalsindistress.uk.com,https://animalsindistress.uk.com/,,OTH2662,
Contact: felinenetwork2009,,,,felinenetwork2009@gmail.com,http://felinenetwork.org.uk/,,OTH2663,
Contact: info,,,,info@gablesfarm.org.uk,https://www.gablesfarm.org.uk/,,OTH2664,
Contact: oldies,,,,oldies@oldies.org.uk,https://www.oldies.org.uk/,,OTH2665,
Website: https://hollyhedge.org.uk/,,,,https://hollyhedge.org.uk/contact-us/email-form/,https://hollyhedge.org.uk/,,OTH2666,
Website: https://blfc.weebly.com/,,,,Senior Co-ordinator (Karen) on 0117 9600304,https://blfc.weebly.com/,,OTH2667,
Contact: team,,,,team@justwhippetsrescue.co.uk,https://www.justwhippetsrescue.co.uk/,,OTH2668,
Website: https://waggytails.org.uk/,,,,https://waggytails.org.uk/contact/,https://waggytails.org.uk/,,OTH2669,
Contact: info,,,,info@wetheriggsanimalrescue.co.uk,https://www.wetheriggsanimalrescue.co.uk/,,OTH2670,
Contact: reception,,,,reception@strayaid.org.uk,https://strayaid.org.uk/,,OTH2671,
Contact: info,,,,info@strayaction.com,https://www.strayaction.com/,,OTH2672,
Contact: nassl,,,,nassl@nassl.org.uk,https://nassl.co.uk/,,OTH2673,
Contact: info,,,,info@lostcatsbrighton.org.uk,https://lostcatsbrighton.org.uk/,,OTH2674,
Contact: headoffice,,,,headoffice@celiahammond.org,https://www.celiahammond.org/,,OTH2675,
Website: https://www.catastrophescats.org/,,,,https://www.catastrophescats.org/contact-us,https://www.catastrophescats.org/,,OTH2676,
Contact: julie,,,,julie@catwelfaresussex.com,https://catwelfaresussex.com/cws/,,OTH2677,
Contact: info,,,,info@raystede.org,https://www.raystede.org/,,OTH2678,
Contact: reception,,,,reception@gawa.org.uk,https://gawa.org.uk/,,OTH2679,
Contact: info,,,,info@rspcaoandf.org.uk,https://www.rspcaoandf.org.uk/,,OTH2680,
Contact: enquiries,,,,enquiries@teckelsanimalsanctuaries.co.uk,https://teckelsanimalsanctuaries.co.uk/,,OTH2681,
Contact: Enquiries,,,,Enquiries@5valleycatrescue.org,https://www.5valleycatrescue.org/,,OTH2682,
Contact: Info,,,,Info@leavalleydogrescue.co.uk,https://leavalleydogrescue.co.uk/,,OTH2683,
Contact: info,,,,info@dogstrust.org.uk,https://www.dogstrust.org.uk/,,OTH2684,
Website: https://prodogsdirect.org.uk/,,,,https://prodogsdirect.org.uk/contact/,https://prodogsdirect.org.uk/,,OTH2685,
Contact: info,,,,info@greekanimalrescue.com,https://greekanimalrescue.com/,,OTH2686,
